meter_id,daily_kw,date,region,customer_type,substation_id
M-00127,932.9,2026-03-12,EAST_COAST,residential,SUB-039
M-00128,1251.8,2026-03-13,NORTH_COAST,industrial,SUB-004
M-00129,2680.6,2026-03-11,NORTH_INLAND,residential,SUB-003
M-00130,3995.3,2026-03-16,SOUTH,residential,SUB-008
M-00131,2238.7,2026-03-14,EAST,industrial,SUB-028
M-00132,3716.8,2026-03-10,WEST_COAST,residential,SUB-040
M-00133,604.7,2026-03-12,SOUTH,residential,SUB-005
M-00134,3920.4,2026-03-16,NORTH,commercial,SUB-038
M-00135,1774.5,2026-03-10,SOUTH_COAST,residential,SUB-005
M-00136,3191.6,2026-03-11,WEST,commercial,SUB-033
M-00137,958.5,2026-03-16,SOUTH_COAST,residential,SUB-031
M-00138,1096.4,2026-03-14,EAST_INLAND,industrial,SUB-025
M-00139,3853.7,2026-03-16,NORTH_COAST,residential,SUB-009
M-00140,310.9,2026-03-10,EAST_COAST,commercial,SUB-008
M-00141,2913.6,2026-03-15,WEST,industrial,SUB-032
M-00142,1032.2,2026-03-15,WEST_INLAND,residential,SUB-033
M-00143,1045.6,2026-03-10,NORTH_INLAND,commercial,SUB-035
M-00144,1331.3,2026-03-13,SOUTH_COAST,residential,SUB-007
M-00145,1933.6,2026-03-10,NORTH,residential,SUB-010
M-00146,550.0,2026-03-11,EAST,residential,SUB-020
M-00147,2395.7,2026-03-14,EAST,residential,SUB-003
M-00148,775.5,2026-03-10,NORTH_COAST,residential,SUB-026
M-00149,2664.0,2026-03-10,SOUTH,residential,SUB-034
M-00150,2200.6,2026-03-16,WEST_INLAND,residential,SUB-006
M-00151,2598.0,2026-03-12,EAST_COAST,commercial,SUB-007
M-00152,1666.0,2026-03-14,EAST,residential,SUB-006
M-00153,2356.8,2026-03-15,SOUTH_COAST,industrial,SUB-033
M-00154,2273.7,2026-03-12,EAST,commercial,SUB-026
M-00155,518.6,2026-03-11,SOUTH_INLAND,residential,SUB-013
M-00156,444.5,2026-03-13,NORTH_INLAND,commercial,SUB-031
M-00157,2979.9,2026-03-14,NORTH_COAST,residential,SUB-031
M-00158,2963.5,2026-03-16,SOUTH,residential,SUB-023
M-00159,224.2,2026-03-12,WEST_COAST,residential,SUB-012
M-00160,1964.1,2026-03-14,NORTH,residential,SUB-001
M-00161,3585.3,2026-03-12,EAST,residential,SUB-032
M-00162,2539.0,2026-03-13,EAST,commercial,SUB-037
M-00163,3173.5,2026-03-14,SOUTH,residential,SUB-034
M-00164,373.1,2026-03-11,WEST_COAST,commercial,SUB-001
M-00165,3879.7,2026-03-15,SOUTH,residential,SUB-011
M-00166,1970.1,2026-03-10,WEST,residential,SUB-010
M-00167,3755.5,2026-03-14,NORTH_INLAND,commercial,SUB-012
M-00168,2621.1,2026-03-15,EAST_INLAND,industrial,SUB-029
M-00169,1482.9,2026-03-14,WEST_COAST,residential,SUB-017
M-00170,699.5,2026-03-11,WEST,residential,SUB-024
M-00171,1810.2,2026-03-15,EAST,industrial,SUB-006
M-00172,3777.9,2026-03-15,SOUTH_COAST,residential,SUB-024
M-00173,3916.4,2026-03-12,EAST_COAST,commercial,SUB-010
M-00174,1277.6,2026-03-16,NORTH_COAST,commercial,SUB-016
M-00175,1875.2,2026-03-14,SOUTH,commercial,SUB-035
M-00176,3244.1,2026-03-11,WEST_COAST,residential,SUB-002
M-00177,2257.6,2026-03-15,NORTH_COAST,commercial,SUB-024
M-00178,1576.1,2026-03-15,NORTH_COAST,residential,SUB-035
M-00179,108.9,2026-03-11,WEST,residential,SUB-024
M-00180,689.0,2026-03-12,WEST_INLAND,residential,SUB-022
M-00181,2902.9,2026-03-10,SOUTH_INLAND,commercial,SUB-023
M-00182,1234.1,2026-03-11,SOUTH_COAST,residential,SUB-004
M-00183,2479.3,2026-03-10,EAST_COAST,residential,SUB-037
M-00184,1150.3,2026-03-11,NORTH,commercial,SUB-004
M-00185,3938.8,2026-03-10,EAST_INLAND,residential,SUB-007
M-00186,3739.3,2026-03-16,EAST_INLAND,residential,SUB-036
M-00187,217.9,2026-03-15,NORTH,residential,SUB-034
M-00188,3435.5,2026-03-13,NORTH,commercial,SUB-033
M-00189,765.8,2026-03-11,WEST_COAST,commercial,SUB-021
M-00190,3335.6,2026-03-11,EAST_INLAND,commercial,SUB-015
M-00191,2955.8,2026-03-14,EAST_COAST,commercial,SUB-036
M-00192,1003.6,2026-03-12,SOUTH,residential,SUB-019
M-00193,790.1,2026-03-16,SOUTH,residential,SUB-014
M-00194,337.0,2026-03-15,WEST_INLAND,residential,SUB-004
M-00195,4116.7,2026-03-11,SOUTH,residential,SUB-005
M-00196,1237.9,2026-03-10,NORTH_INLAND,residential,SUB-005
M-00197,2759.1,2026-03-13,SOUTH,residential,SUB-036
M-00198,3864.9,2026-03-16,WEST,residential,SUB-015
M-00199,2387.4,2026-03-16,NORTH_COAST,commercial,SUB-040
M-00200,972.3,2026-03-14,SOUTH_COAST,commercial,SUB-011
M-00201,3011.7,2026-03-16,WEST_COAST,residential,SUB-022
M-00202,335.3,2026-03-11,SOUTH_INLAND,commercial,SUB-009
M-00203,2863.4,2026-03-10,WEST_COAST,residential,SUB-029
M-00204,3734.4,2026-03-16,SOUTH_INLAND,residential,SUB-038
M-00205,942.9,2026-03-11,EAST,residential,SUB-019
M-00206,643.0,2026-03-16,SOUTH,residential,SUB-016
M-00207,564.2,2026-03-15,EAST_INLAND,commercial,SUB-009
M-00208,1011.6,2026-03-11,NORTH_INLAND,industrial,SUB-018
M-00209,4049.9,2026-03-10,WEST_INLAND,residential,SUB-024
M-00210,1363.8,2026-03-16,EAST_COAST,residential,SUB-006
M-00211,538.8,2026-03-12,WEST_INLAND,commercial,SUB-017
M-00212,4028.0,2026-03-11,NORTH_COAST,residential,SUB-015
M-00213,2889.3,2026-03-11,WEST_INLAND,commercial,SUB-030
M-00214,733.3,2026-03-14,SOUTH_INLAND,commercial,SUB-013
M-00215,4033.7,2026-03-10,EAST,residential,SUB-010
M-00216,1377.9,2026-03-14,NORTH_COAST,residential,SUB-015
M-00217,2313.8,2026-03-11,WEST,commercial,SUB-004
M-00218,925.5,2026-03-11,EAST_COAST,industrial,SUB-018
M-00219,2399.2,2026-03-15,EAST_INLAND,residential,SUB-039
M-00220,1256.4,2026-03-16,EAST_COAST,residential,SUB-024
M-00221,1439.9,2026-03-10,NORTH_INLAND,residential,SUB-016
M-00222,2421.8,2026-03-13,WEST_INLAND,residential,SUB-009
M-00223,3370.4,2026-03-11,EAST,residential,SUB-026
M-00224,518.1,2026-03-14,WEST_COAST,residential,SUB-005
M-00225,3269.5,2026-03-12,SOUTH,residential,SUB-012
M-00226,435.5,2026-03-12,SOUTH_COAST,residential,SUB-017
M-00227,602.6,2026-03-14,SOUTH_INLAND,residential,SUB-002
M-00228,3170.8,2026-03-15,EAST_INLAND,residential,SUB-028
M-00229,2141.6,2026-03-14,EAST,residential,SUB-034
M-00230,3672.3,2026-03-15,EAST,industrial,SUB-037
M-00231,1463.1,2026-03-15,SOUTH,residential,SUB-036
M-00232,2108.3,2026-03-11,SOUTH,commercial,SUB-036
M-00233,1850.7,2026-03-16,WEST,commercial,SUB-024
M-00234,176.6,2026-03-13,WEST,residential,SUB-039
M-00235,3102.2,2026-03-13,NORTH_INLAND,residential,SUB-026
M-00236,2629.7,2026-03-13,WEST,residential,SUB-030
M-00237,3006.1,2026-03-10,SOUTH_COAST,residential,SUB-029
M-00238,3273.1,2026-03-10,NORTH_COAST,residential,SUB-004
M-00239,3946.9,2026-03-14,WEST,commercial,SUB-014
M-00240,1690.9,2026-03-12,SOUTH_INLAND,residential,SUB-033
M-00241,1666.2,2026-03-13,SOUTH_COAST,residential,SUB-031
M-00242,1815.1,2026-03-16,SOUTH_INLAND,residential,SUB-006
M-00243,2382.6,2026-03-13,SOUTH_INLAND,residential,SUB-014
M-00244,412.0,2026-03-11,SOUTH_COAST,commercial,SUB-009
M-00245,2957.4,2026-03-15,WEST,commercial,SUB-007
M-00246,2528.2,2026-03-11,SOUTH,commercial,SUB-010
M-00247,1814.1,2026-03-15,EAST_INLAND,commercial,SUB-022
M-00248,2913.2,2026-03-11,EAST_INLAND,residential,SUB-015
M-00249,1304.4,2026-03-15,EAST_COAST,commercial,SUB-038
M-00250,1247.4,2026-03-10,NORTH_COAST,commercial,SUB-025
M-00251,915.9,2026-03-13,NORTH_INLAND,residential,SUB-014
M-00252,364.5,2026-03-13,WEST_COAST,industrial,SUB-038
M-00253,4041.6,2026-03-13,NORTH,commercial,SUB-029
M-00254,178.2,2026-03-13,SOUTH,residential,SUB-001
M-00255,309.7,2026-03-12,NORTH_INLAND,industrial,SUB-027
M-00256,3131.3,2026-03-14,SOUTH,commercial,SUB-030
M-00257,1708.6,2026-03-11,NORTH,commercial,SUB-007
M-00258,3735.6,2026-03-13,NORTH_INLAND,residential,SUB-022
M-00259,1358.3,2026-03-13,EAST_COAST,residential,SUB-011
M-00260,2406.6,2026-03-16,EAST_COAST,residential,SUB-018
M-00261,3380.9,2026-03-12,NORTH_COAST,commercial,SUB-032
M-00262,3811.7,2026-03-10,NORTH,residential,SUB-001
M-00263,1435.1,2026-03-14,WEST_INLAND,industrial,SUB-008
M-00264,1416.6,2026-03-15,EAST_COAST,commercial,SUB-011
M-00265,3792.5,2026-03-10,NORTH_INLAND,residential,SUB-040
M-00266,1379.8,2026-03-11,WEST_INLAND,industrial,SUB-001
M-00267,3301.3,2026-03-13,WEST_INLAND,residential,SUB-014
M-00268,1036.8,2026-03-12,EAST_INLAND,commercial,SUB-035
M-00269,4105.2,2026-03-10,EAST,residential,SUB-015
M-00270,2523.0,2026-03-12,NORTH_INLAND,residential,SUB-038
M-00271,771.3,2026-03-14,WEST_INLAND,commercial,SUB-019
M-00272,2125.8,2026-03-12,SOUTH_COAST,residential,SUB-006
M-00273,2194.0,2026-03-10,EAST,residential,SUB-018
M-00274,2598.6,2026-03-16,WEST_INLAND,residential,SUB-032
M-00275,3934.2,2026-03-14,WEST_COAST,residential,SUB-037
M-00276,3761.0,2026-03-10,NORTH_INLAND,commercial,SUB-015
M-00277,3114.8,2026-03-13,WEST_INLAND,commercial,SUB-020
M-00278,781.0,2026-03-12,SOUTH_COAST,residential,SUB-039
M-00279,188.0,2026-03-10,WEST_COAST,residential,SUB-017
M-00280,3559.8,2026-03-14,NORTH_INLAND,residential,SUB-014
M-00281,1486.3,2026-03-10,NORTH_INLAND,residential,SUB-037
M-00282,151.2,2026-03-15,NORTH,residential,SUB-005
M-00283,2880.1,2026-03-11,SOUTH_COAST,residential,SUB-024
M-00284,286.5,2026-03-12,SOUTH_INLAND,residential,SUB-022
M-00285,3733.7,2026-03-15,WEST_INLAND,residential,SUB-038
M-00286,4017.2,2026-03-16,EAST_INLAND,residential,SUB-018
M-00287,3178.8,2026-03-14,WEST_INLAND,residential,SUB-039
M-00288,3911.0,2026-03-12,NORTH_INLAND,commercial,SUB-002
M-00289,506.4,2026-03-12,WEST_INLAND,residential,SUB-026
M-00290,611.0,2026-03-10,EAST_COAST,residential,SUB-025
M-00291,119.8,2026-03-14,WEST,industrial,SUB-001
M-00292,3755.0,2026-03-12,EAST_COAST,residential,SUB-018
M-00293,649.0,2026-03-14,WEST_COAST,residential,SUB-016
M-00294,1041.2,2026-03-12,NORTH_INLAND,commercial,SUB-022
M-00295,2288.7,2026-03-11,SOUTH_COAST,commercial,SUB-024
M-00296,3402.9,2026-03-13,NORTH,residential,SUB-013
M-00297,2408.2,2026-03-16,SOUTH_INLAND,residential,SUB-032
M-00298,557.6,2026-03-13,WEST,industrial,SUB-005
M-00299,1397.2,2026-03-11,WEST_INLAND,commercial,SUB-036
M-00300,419.6,2026-03-13,WEST_COAST,commercial,SUB-038
