meter_id,daily_kw,date,region,customer_type,substation_id,is_valid,tier
M-00066,2805.3,2026-03-20,EAST,residential,SUB-038,true,high
M-00067,1955.0,2026-03-20,EAST,residential,SUB-024,true,medium
M-00068,3168.5,2026-03-15,NORTH,residential,SUB-010,true,high
M-00069,3120.2,2026-03-13,NORTH,residential,SUB-038,true,high
M-00070,2758.3,2026-03-20,NORTH,industrial,SUB-010,true,high
M-00071,2203.6,2026-03-22,WEST_INLAND,residential,SUB-031,true,high
M-00072,2748.7,2026-03-23,EAST_INLAND,residential,SUB-015,true,high
M-00073,1054.1,2026-03-12,NORTH,industrial,SUB-001,true,medium
M-00074,853.2,2026-03-21,NORTH_COAST,commercial,SUB-022,true,medium
M-00075,2216.5,2026-03-13,SOUTH,residential,SUB-009,true,high
M-00076,3944.9,2026-03-22,SOUTH,commercial,SUB-025,true,high
M-00077,3947.1,2026-03-21,WEST_INLAND,commercial,SUB-018,true,high
M-00078,1989.9,2026-03-12,NORTH,residential,SUB-003,true,medium
M-00079,4091.1,2026-03-21,WEST,industrial,SUB-026,true,critical
M-00080,1694.7,2026-03-13,NORTH_COAST,industrial,SUB-035,true,medium
M-00081,3309.6,2026-03-13,NORTH_COAST,residential,SUB-019,true,high
M-00082,2169.0,2026-03-17,EAST,residential,SUB-029,true,high
M-00083,2648.7,2026-03-12,EAST_INLAND,industrial,SUB-012,true,high
M-00084,738.1,2026-03-13,WEST,residential,SUB-005,true,medium
M-00085,2259.5,2026-03-17,NORTH_COAST,residential,SUB-026,true,high
M-00086,3681.9,2026-03-19,NORTH_INLAND,industrial,SUB-019,true,high
M-00087,973.4,2026-03-11,SOUTH,residential,SUB-027,true,medium
M-00088,3605.7,2026-03-14,EAST,industrial,SUB-009,true,high
M-00089,2805.3,2026-03-19,EAST_COAST,residential,SUB-019,true,high
M-00090,3439.1,2026-03-20,NORTH_COAST,commercial,SUB-004,true,high
M-00091,1489.6,2026-03-17,SOUTH,residential,SUB-027,true,medium
M-00092,973.3,2026-03-22,SOUTH,commercial,SUB-005,true,medium
M-00093,1040.7,2026-03-23,EAST_COAST,commercial,SUB-017,true,medium
M-00094,73.3,2026-03-13,NORTH_COAST,residential,SUB-003,true,low
M-00095,1896.9,2026-03-12,EAST,residential,SUB-030,true,medium
M-00096,1583.9,2026-03-18,NORTH,residential,SUB-029,true,medium
M-00097,1936.5,2026-03-10,NORTH_COAST,commercial,SUB-008,true,medium
M-00098,2874.7,2026-03-13,EAST_INLAND,residential,SUB-028,true,high
M-00099,3525.0,2026-03-19,NORTH_INLAND,commercial,SUB-007,true,high
M-00100,3916.1,2026-03-21,EAST,residential,SUB-011,true,high
M-00101,2180.5,2026-03-23,WEST_INLAND,commercial,SUB-038,true,high
M-00102,3262.2,2026-03-20,NORTH_COAST,residential,SUB-012,true,high
M-00103,274.2,2026-03-18,EAST_INLAND,commercial,SUB-003,true,low
M-00104,2207.4,2026-03-13,EAST,residential,SUB-022,true,high
M-00105,1211.6,2026-03-20,NORTH_COAST,residential,SUB-031,true,medium
M-00106,58.2,2026-03-20,EAST,commercial,SUB-039,true,low
M-00107,2749.3,2026-03-10,EAST_INLAND,commercial,SUB-025,true,high
M-00108,2395.8,2026-03-22,WEST,residential,SUB-027,true,high
M-00109,902.8,2026-03-22,NORTH_INLAND,residential,SUB-025,true,medium
M-00110,3783.1,2026-03-22,WEST_INLAND,industrial,SUB-025,true,high
M-00111,3034.5,2026-03-23,SOUTH_COAST,residential,SUB-014,true,high
M-00112,1150.3,2026-03-11,NORTH_COAST,residential,SUB-019,true,medium
M-00113,3858.9,2026-03-23,SOUTH,commercial,SUB-027,true,high
M-00114,1135.6,2026-03-19,EAST_COAST,residential,SUB-019,true,medium
M-00115,4463.7,2026-03-14,WEST,residential,SUB-036,true,critical
M-00116,75.8,2026-03-17,NORTH,residential,SUB-036,true,low
M-00117,623.2,2026-03-16,NORTH_INLAND,residential,SUB-017,true,medium
M-00118,1345.7,2026-03-11,EAST_INLAND,residential,SUB-004,true,medium
M-00119,987.1,2026-03-21,NORTH_COAST,industrial,SUB-036,true,medium
M-00120,2372.5,2026-03-23,NORTH_COAST,industrial,SUB-022,true,high
M-00121,2440.2,2026-03-16,WEST,commercial,SUB-004,true,high
M-00122,3244.9,2026-03-19,SOUTH_COAST,commercial,SUB-028,true,high
M-00123,3147.1,2026-03-16,EAST_COAST,commercial,SUB-024,true,high
M-00124,3183.2,2026-03-15,NORTH_INLAND,residential,SUB-006,true,high
M-00125,431.5,2026-03-13,NORTH,commercial,SUB-021,true,low
M-00126,1669.6,2026-03-23,EAST,residential,SUB-009,true,medium
M-00127,682.3,2026-03-13,EAST,residential,SUB-001,true,medium
M-00128,3222.9,2026-03-19,EAST_INLAND,residential,SUB-020,true,high
M-00129,1980.4,2026-03-18,NORTH_COAST,industrial,SUB-036,true,medium
M-00130,3073.9,2026-03-17,NORTH,residential,SUB-027,true,high
M-00131,2011.4,2026-03-10,NORTH_COAST,commercial,SUB-001,true,high
M-00132,2733.9,2026-03-11,NORTH,residential,SUB-038,true,high
M-00133,190.0,2026-03-19,NORTH_COAST,residential,SUB-013,true,low
M-00134,692.4,2026-03-11,NORTH,residential,SUB-020,true,medium
M-00135,984.8,2026-03-11,SOUTH_COAST,residential,SUB-028,true,medium
M-00136,1082.4,2026-03-10,WEST_COAST,commercial,SUB-035,true,medium
M-00137,2097.0,2026-03-21,WEST_INLAND,residential,SUB-035,true,high
M-00138,4028.7,2026-03-22,EAST,residential,SUB-038,true,critical
M-00139,990.7,2026-03-15,SOUTH,residential,SUB-020,true,medium
M-00140,2953.7,2026-03-23,SOUTH_INLAND,commercial,SUB-003,true,high
M-00141,2494.6,2026-03-19,WEST,commercial,SUB-025,true,high
M-00142,2357.8,2026-03-11,WEST_COAST,commercial,SUB-027,true,high
M-00143,1840.9,2026-03-13,WEST,commercial,SUB-010,true,medium
M-00144,2011.9,2026-03-21,NORTH,residential,SUB-006,true,high
M-00145,1667.8,2026-03-11,SOUTH_INLAND,residential,SUB-033,true,medium
M-00146,3070.0,2026-03-16,SOUTH_INLAND,residential,SUB-001,true,high
M-00147,2634.7,2026-03-20,NORTH_INLAND,commercial,SUB-037,true,high
M-00148,1155.5,2026-03-21,WEST_INLAND,industrial,SUB-032,true,medium
M-00149,324.8,2026-03-18,NORTH_COAST,residential,SUB-007,true,low
M-00150,1222.8,2026-03-14,WEST,residential,SUB-021,true,medium
M-00151,2380.0,2026-03-11,SOUTH_INLAND,residential,SUB-006,true,high
M-00152,2339.1,2026-03-21,NORTH_COAST,residential,SUB-003,true,high
M-00153,2985.0,2026-03-23,EAST,residential,SUB-026,true,high
M-00154,886.9,2026-03-18,SOUTH,residential,SUB-038,true,medium
M-00155,2726.6,2026-03-12,SOUTH_INLAND,residential,SUB-021,true,high
M-00156,4239.8,2026-03-17,NORTH,residential,SUB-034,true,critical
M-00157,2826.8,2026-03-19,SOUTH,commercial,SUB-037,true,high
M-00158,3803.5,2026-03-16,NORTH,residential,SUB-015,true,high
M-00159,258.9,2026-03-13,NORTH_COAST,residential,SUB-010,true,low
M-00160,3230.1,2026-03-19,SOUTH_COAST,residential,SUB-030,true,high
M-00161,3048.6,2026-03-22,SOUTH,commercial,SUB-030,true,high
M-00162,310.7,2026-03-12,EAST_COAST,residential,SUB-038,true,low
M-00163,899.1,2026-03-13,NORTH_COAST,commercial,SUB-034,true,medium
M-00164,324.4,2026-03-10,NORTH_COAST,residential,SUB-017,true,low
M-00165,2189.5,2026-03-16,NORTH,residential,SUB-011,true,high
M-00166,2134.9,2026-03-23,NORTH_COAST,residential,SUB-031,true,high
M-00167,1912.2,2026-03-12,WEST_INLAND,commercial,SUB-024,true,medium
M-00168,3976.0,2026-03-14,SOUTH_INLAND,residential,SUB-035,true,high
M-00169,376.1,2026-03-20,NORTH_INLAND,commercial,SUB-028,true,low
M-00170,911.7,2026-03-22,NORTH,industrial,SUB-007,true,medium
M-00171,2940.7,2026-03-14,NORTH,residential,SUB-036,true,high
M-00172,988.2,2026-03-12,NORTH_INLAND,industrial,SUB-016,true,medium
M-00173,1270.0,2026-03-20,NORTH_INLAND,industrial,SUB-039,true,medium
M-00174,1692.6,2026-03-11,NORTH,residential,SUB-010,true,medium
M-00175,1102.2,2026-03-15,NORTH,residential,SUB-008,true,medium
M-00176,2083.3,2026-03-17,WEST_INLAND,commercial,SUB-038,true,high
M-00177,2224.0,2026-03-17,NORTH_COAST,residential,SUB-029,true,high
M-00178,880.8,2026-03-14,NORTH,commercial,SUB-031,true,medium
M-00179,2755.2,2026-03-10,NORTH_COAST,commercial,SUB-039,true,high
M-00180,3256.0,2026-03-12,SOUTH,commercial,SUB-024,true,high
M-00181,783.9,2026-03-20,NORTH_COAST,residential,SUB-028,true,medium
M-00182,2519.1,2026-03-20,SOUTH,residential,SUB-028,true,high
M-00183,2087.5,2026-03-22,NORTH_COAST,residential,SUB-027,true,high
M-00184,3056.7,2026-03-11,SOUTH_COAST,residential,SUB-039,true,high
M-00185,4390.8,2026-03-17,NORTH_COAST,residential,SUB-025,true,critical
M-00186,219.6,2026-03-17,NORTH_INLAND,commercial,SUB-020,true,low
M-00187,1823.7,2026-03-17,NORTH_COAST,commercial,SUB-017,true,medium
M-00188,1959.8,2026-03-14,EAST_INLAND,industrial,SUB-032,true,medium
M-00189,2732.8,2026-03-15,SOUTH_COAST,residential,SUB-006,true,high
M-00190,3552.0,2026-03-23,EAST,residential,SUB-007,true,high
M-00191,4128.2,2026-03-14,WEST,residential,SUB-034,true,critical
M-00192,2112.0,2026-03-15,EAST_INLAND,industrial,SUB-034,true,high
M-00193,122.2,2026-03-11,WEST,residential,SUB-027,true,low
M-00194,198.9,2026-03-19,NORTH_COAST,residential,SUB-017,true,low
M-00195,2207.4,2026-03-18,NORTH,residential,SUB-016,true,high
M-00196,2776.2,2026-03-13,NORTH_COAST,industrial,SUB-008,true,high
M-00197,1854.7,2026-03-14,WEST_INLAND,commercial,SUB-004,true,medium
M-00198,1002.9,2026-03-14,SOUTH,residential,SUB-005,true,medium
M-00199,2267.0,2026-03-23,WEST,commercial,SUB-018,true,high
M-00200,383.1,2026-03-14,WEST,industrial,SUB-028,true,low
M-00201,2269.4,2026-03-22,NORTH,industrial,SUB-027,true,high
M-00202,4129.8,2026-03-22,SOUTH_COAST,commercial,SUB-032,true,critical
M-00203,3691.0,2026-03-21,NORTH_INLAND,commercial,SUB-013,true,high
M-00204,644.0,2026-03-18,EAST,industrial,SUB-032,true,medium
M-00205,1530.1,2026-03-11,SOUTH,residential,SUB-019,true,medium
M-00206,97.7,2026-03-23,NORTH,commercial,SUB-014,true,low
M-00207,3121.8,2026-03-21,SOUTH,commercial,SUB-038,true,high
M-00208,325.0,2026-03-13,WEST_INLAND,residential,SUB-014,true,low
M-00209,3193.4,2026-03-12,NORTH_COAST,industrial,SUB-003,true,high
M-00210,1187.5,2026-03-22,SOUTH,residential,SUB-009,true,medium
M-00211,2432.8,2026-03-21,NORTH_COAST,residential,SUB-035,true,high
M-00212,2188.7,2026-03-14,WEST,residential,SUB-021,true,high
M-00213,1054.4,2026-03-19,SOUTH_INLAND,residential,SUB-002,true,medium
M-00214,2789.6,2026-03-11,NORTH_COAST,residential,SUB-004,true,high
M-00215,2579.9,2026-03-17,SOUTH_INLAND,residential,SUB-023,true,high
M-00216,2223.3,2026-03-20,NORTH,residential,SUB-031,true,high
M-00217,4416.7,2026-03-12,SOUTH,residential,SUB-024,true,critical
M-00218,3815.3,2026-03-19,NORTH_COAST,residential,SUB-024,true,high
M-00219,1248.3,2026-03-11,NORTH_COAST,residential,SUB-025,true,medium
M-00220,546.4,2026-03-12,NORTH_INLAND,commercial,SUB-018,true,medium
M-00221,4138.0,2026-03-18,WEST_COAST,residential,SUB-019,true,critical
M-00222,1556.4,2026-03-22,WEST_INLAND,residential,SUB-038,true,medium
M-00223,3186.7,2026-03-16,WEST_INLAND,commercial,SUB-019,true,high
M-00224,1025.3,2026-03-21,NORTH,commercial,SUB-025,true,medium
M-00225,560.8,2026-03-19,WEST,residential,SUB-023,true,medium
M-00226,1678.7,2026-03-13,EAST_INLAND,residential,SUB-003,true,medium
M-00227,2254.2,2026-03-16,NORTH,industrial,SUB-026,true,high
M-00228,1272.9,2026-03-12,EAST,residential,SUB-022,true,medium
M-00229,3507.1,2026-03-21,SOUTH_INLAND,industrial,SUB-038,true,high
M-00230,486.1,2026-03-17,EAST,residential,SUB-001,true,low
M-00231,546.6,2026-03-11,SOUTH_COAST,residential,SUB-036,true,medium
M-00232,2439.2,2026-03-23,EAST,commercial,SUB-008,true,high
M-00233,1486.2,2026-03-11,WEST_INLAND,residential,SUB-005,true,medium
M-00234,2736.7,2026-03-19,EAST_INLAND,residential,SUB-027,true,high
M-00235,956.2,2026-03-11,EAST,industrial,SUB-024,true,medium
M-00236,2083.5,2026-03-13,SOUTH_INLAND,residential,SUB-038,true,high
M-00237,1296.7,2026-03-11,WEST_INLAND,residential,SUB-023,true,medium
M-00238,371.0,2026-03-21,SOUTH,residential,SUB-001,true,low
M-00239,4471.0,2026-03-11,SOUTH_COAST,residential,SUB-022,true,critical
M-00240,293.2,2026-03-17,WEST,commercial,SUB-014,true,low
M-00241,536.8,2026-03-15,NORTH,residential,SUB-034,true,medium
M-00242,4149.7,2026-03-10,EAST_INLAND,industrial,SUB-025,true,critical
M-00243,3390.0,2026-03-20,NORTH_COAST,commercial,SUB-002,true,high
M-00244,508.8,2026-03-18,WEST_INLAND,commercial,SUB-013,true,medium
M-00245,1074.0,2026-03-18,SOUTH_INLAND,commercial,SUB-005,true,medium
M-00246,2195.5,2026-03-13,WEST_COAST,residential,SUB-005,true,high
M-00247,3324.4,2026-03-16,NORTH_COAST,commercial,SUB-018,true,high
M-00248,2187.0,2026-03-20,NORTH_COAST,residential,SUB-021,true,high
M-00249,773.5,2026-03-21,NORTH_COAST,residential,SUB-002,true,medium
M-00250,1771.2,2026-03-21,NORTH_COAST,commercial,SUB-026,true,medium
M-00251,3835.9,2026-03-11,EAST,commercial,SUB-024,true,high
M-00252,2257.5,2026-03-17,NORTH_COAST,industrial,SUB-017,true,high
M-00253,4093.4,2026-03-10,NORTH,residential,SUB-026,true,critical
M-00254,2728.7,2026-03-22,NORTH,commercial,SUB-020,true,high
M-00255,350.0,2026-03-22,WEST_COAST,residential,SUB-033,true,low
M-00256,1494.4,2026-03-19,NORTH,commercial,SUB-026,true,medium
M-00257,961.4,2026-03-23,NORTH_COAST,commercial,SUB-012,true,medium
M-00258,440.9,2026-03-14,NORTH,residential,SUB-027,true,low
M-00259,2327.1,2026-03-13,SOUTH,residential,SUB-036,true,high
M-00260,2686.2,2026-03-11,NORTH,commercial,SUB-016,true,high
M-00261,2481.2,2026-03-21,EAST,residential,SUB-031,true,high
M-00262,2040.5,2026-03-11,NORTH_COAST,commercial,SUB-023,true,high
M-00263,349.7,2026-03-17,SOUTH,commercial,SUB-011,true,low
M-00264,981.2,2026-03-11,NORTH,residential,SUB-027,true,medium
M-00265,1443.1,2026-03-21,SOUTH_INLAND,residential,SUB-023,true,medium
M-00266,2661.4,2026-03-12,WEST_COAST,residential,SUB-012,true,high
M-00267,1412.1,2026-03-23,NORTH_COAST,residential,SUB-038,true,medium
M-00268,2139.1,2026-03-11,SOUTH,commercial,SUB-012,true,high
M-00269,658.7,2026-03-14,NORTH_COAST,residential,SUB-017,true,medium
M-00270,2526.7,2026-03-20,NORTH,commercial,SUB-036,true,high
M-00271,810.2,2026-03-16,EAST_COAST,residential,SUB-014,true,medium
M-00272,1468.7,2026-03-16,WEST,residential,SUB-023,true,medium
M-00273,4374.0,2026-03-20,NORTH_COAST,residential,SUB-020,true,critical
M-00274,2385.4,2026-03-17,NORTH_COAST,residential,SUB-033,true,high
M-00275,3735.1,2026-03-12,SOUTH_COAST,residential,SUB-007,true,high
M-00276,3695.2,2026-03-23,WEST_COAST,industrial,SUB-011,true,high
M-00277,1292.0,2026-03-23,SOUTH_INLAND,residential,SUB-003,true,medium
M-00278,1651.1,2026-03-16,NORTH_COAST,residential,SUB-040,true,medium
M-00279,3756.8,2026-03-23,NORTH,residential,SUB-012,true,high
M-00280,2314.6,2026-03-13,EAST_COAST,commercial,SUB-001,true,high
M-00281,1230.8,2026-03-20,SOUTH,commercial,SUB-020,true,medium
M-00282,3778.7,2026-03-13,WEST_INLAND,residential,SUB-025,true,high
M-00283,1798.1,2026-03-10,NORTH_COAST,residential,SUB-036,true,medium
M-00284,2688.3,2026-03-16,NORTH_COAST,residential,SUB-007,true,high
M-00285,514.5,2026-03-11,NORTH_COAST,commercial,SUB-034,true,medium
M-00286,112.9,2026-03-17,NORTH_COAST,industrial,SUB-032,true,low
M-00287,4460.5,2026-03-20,NORTH_INLAND,commercial,SUB-025,true,critical
M-00288,2915.4,2026-03-17,WEST_COAST,residential,SUB-036,true,high
M-00289,2901.3,2026-03-17,SOUTH,residential,SUB-032,true,high
M-00290,3768.1,2026-03-22,NORTH,residential,SUB-040,true,high
M-00291,3743.1,2026-03-15,NORTH_COAST,industrial,SUB-014,true,high
M-00292,2605.2,2026-03-15,WEST,residential,SUB-033,true,high
M-00293,1673.4,2026-03-10,NORTH_INLAND,residential,SUB-001,true,medium
M-00294,3199.3,2026-03-19,NORTH_INLAND,residential,SUB-033,true,high
M-00295,3215.5,2026-03-17,NORTH,residential,SUB-031,true,high
M-00296,1406.6,2026-03-19,NORTH,commercial,SUB-001,true,medium
M-00297,4477.1,2026-03-18,NORTH,residential,SUB-008,true,critical
M-00298,1960.9,2026-03-11,WEST_INLAND,residential,SUB-002,true,medium
M-00299,4026.3,2026-03-11,SOUTH,residential,SUB-006,true,critical
M-00300,2487.6,2026-03-14,NORTH_COAST,residential,SUB-026,true,high
M-00301,2383.6,2026-03-22,SOUTH,residential,SUB-011,true,high
M-00302,397.8,2026-03-17,EAST_COAST,residential,SUB-017,true,low
M-00303,2091.6,2026-03-17,NORTH_COAST,industrial,SUB-029,true,high
M-00304,2009.3,2026-03-12,WEST,residential,SUB-033,true,high
M-00305,1679.0,2026-03-22,WEST,industrial,SUB-031,true,medium
M-00306,3832.3,2026-03-15,WEST_COAST,residential,SUB-032,true,high
M-00307,1150.8,2026-03-21,NORTH_COAST,industrial,SUB-040,true,medium
M-00308,1557.9,2026-03-11,SOUTH,commercial,SUB-029,true,medium
M-00309,456.5,2026-03-17,WEST_COAST,commercial,SUB-036,true,low
M-00310,3598.4,2026-03-13,WEST,commercial,SUB-012,true,high
M-00311,2877.0,2026-03-14,NORTH,residential,SUB-003,true,high
M-00312,506.2,2026-03-20,NORTH_INLAND,commercial,SUB-008,true,medium
M-00313,1541.6,2026-03-10,EAST_COAST,industrial,SUB-023,true,medium
M-00314,1857.8,2026-03-17,NORTH,commercial,SUB-018,true,medium
M-00315,2903.8,2026-03-13,NORTH,residential,SUB-025,true,high
M-00316,1781.2,2026-03-12,NORTH,residential,SUB-006,true,medium
M-00317,4477.8,2026-03-23,NORTH,residential,SUB-031,true,critical
M-00318,353.8,2026-03-12,SOUTH_COAST,residential,SUB-035,true,low
M-00319,1312.5,2026-03-13,EAST_COAST,industrial,SUB-019,true,medium
M-00320,697.5,2026-03-11,WEST_INLAND,residential,SUB-005,true,medium
M-00321,1656.3,2026-03-13,EAST_INLAND,commercial,SUB-020,true,medium
M-00322,1033.4,2026-03-23,NORTH_INLAND,residential,SUB-016,true,medium
M-00323,4359.5,2026-03-19,SOUTH,residential,SUB-026,true,critical
M-00324,2652.8,2026-03-23,NORTH_INLAND,industrial,SUB-029,true,high
M-00325,988.2,2026-03-10,EAST,industrial,SUB-011,true,medium
M-00326,655.9,2026-03-22,SOUTH_INLAND,residential,SUB-038,true,medium
M-00327,2170.7,2026-03-21,SOUTH_INLAND,residential,SUB-029,true,high
M-00328,2174.3,2026-03-19,NORTH_INLAND,commercial,SUB-016,true,high
M-00329,2943.2,2026-03-22,WEST,residential,SUB-020,true,high
M-00330,2062.4,2026-03-16,SOUTH_INLAND,commercial,SUB-003,true,high
M-00331,1075.2,2026-03-10,WEST_COAST,residential,SUB-016,true,medium
M-00332,4100.0,2026-03-18,NORTH_COAST,residential,SUB-027,true,critical
M-00333,101.1,2026-03-18,NORTH_INLAND,residential,SUB-012,true,low
M-00334,1771.4,2026-03-14,NORTH,industrial,SUB-005,true,medium
M-00335,1040.4,2026-03-18,NORTH_INLAND,residential,SUB-004,true,medium
M-00336,783.1,2026-03-15,EAST,industrial,SUB-010,true,medium
M-00337,2997.6,2026-03-15,SOUTH,commercial,SUB-040,true,high
M-00338,2303.7,2026-03-19,WEST,residential,SUB-037,true,high
M-00339,986.7,2026-03-15,SOUTH_COAST,residential,SUB-011,true,medium
M-00340,3685.0,2026-03-18,NORTH,residential,SUB-035,true,high
M-00341,4431.1,2026-03-12,WEST_COAST,residential,SUB-017,true,critical
M-00342,332.1,2026-03-20,NORTH_COAST,industrial,SUB-018,true,low
M-00343,3162.2,2026-03-19,EAST_COAST,residential,SUB-031,true,high
M-00344,1136.7,2026-03-19,NORTH,residential,SUB-016,true,medium
M-00345,3152.1,2026-03-22,NORTH,residential,SUB-024,true,high
M-00346,411.6,2026-03-14,EAST,commercial,SUB-028,true,low
M-00347,3917.4,2026-03-17,NORTH_COAST,commercial,SUB-021,true,high
M-00348,1032.5,2026-03-11,NORTH_COAST,residential,SUB-031,true,medium
M-00349,3917.8,2026-03-22,NORTH,commercial,SUB-001,true,high
M-00350,1344.3,2026-03-14,EAST,residential,SUB-040,true,medium
M-00351,2255.5,2026-03-15,EAST_COAST,residential,SUB-031,true,high
M-00352,4192.0,2026-03-23,NORTH_INLAND,residential,SUB-028,true,critical
M-00353,1105.8,2026-03-17,WEST_COAST,residential,SUB-024,true,medium
M-00354,4461.2,2026-03-17,NORTH_COAST,industrial,SUB-035,true,critical
M-00355,2366.2,2026-03-20,NORTH_INLAND,residential,SUB-025,true,high
M-00356,2496.9,2026-03-20,SOUTH,residential,SUB-007,true,high
M-00357,2707.4,2026-03-13,EAST,residential,SUB-009,true,high
M-00358,1603.1,2026-03-11,SOUTH,commercial,SUB-020,true,medium
M-00359,2999.5,2026-03-13,EAST,industrial,SUB-034,true,high
M-00360,1309.4,2026-03-16,NORTH,residential,SUB-037,true,medium
M-00361,1379.2,2026-03-10,SOUTH,residential,SUB-037,true,medium
M-00362,3264.0,2026-03-12,WEST,industrial,SUB-036,true,high
M-00363,1022.0,2026-03-11,SOUTH_COAST,commercial,SUB-027,true,medium
M-00364,3624.1,2026-03-11,SOUTH_INLAND,residential,SUB-037,true,high
M-00365,3766.2,2026-03-12,NORTH,industrial,SUB-012,true,high
M-00366,1624.1,2026-03-19,NORTH_INLAND,residential,SUB-006,true,medium
