meter_id,region,daily_kw,date
M-00799,WEST,19.69,2026-01-24
M-01473,EAST,20.38,2026-01-24
M-01108,NORTH,15.76,2026-01-10
M-00438,WEST,365.64,2026-01-03
M-00698,SOUTH,17.83,2026-01-25
M-01302,WEST,23.62,2026-01-06
M-01106,SOUTH,18.83,2026-01-19
M-00530,WEST,12.76,2026-01-08
M-00866,WEST,75.56,2026-01-17
M-00227,WEST,20.43,2026-01-24
M-01285,SOUTH,89.53,2026-01-17
M-00726,WEST,21.74,2026-01-04
M-00256,EAST,19.16,2026-01-15
M-00611,WEST,11.84,2026-01-19
M-00484,EAST,15.04,2026-01-26
M-01528,NORTH,297.62,2026-01-19
M-01286,WEST,10.47,2026-01-22
M-01093,WEST,371.72,2026-01-28
M-00583,WEST,16.58,2026-01-22
M-01608,SOUTH,17.12,2026-01-27
M-01463,NORTH,14.06,2026-01-13
M-01065,EAST,18.04,2026-01-24
M-01193,NORTH,20.41,2026-01-07
M-01686,EAST,17.21,2026-01-25
M-01458,EAST,18.94,2026-01-14
M-01697,EAST,88.98,2026-01-14
M-01820,EAST,18.48,2026-01-05
M-00976,WEST,15.55,2026-01-07
M-01078,EAST,440.07,2026-01-13
M-01205,EAST,72.31,2026-01-18
M-00541,SOUTH,412.5,2026-01-19
M-01022,NORTH,15.42,2026-01-21
M-01907,EAST,91.36,2026-01-31
M-01003,SOUTH,108.42,2026-01-24
M-00296,NORTH,17.16,2026-01-17
M-00261,NORTH,17.66,2026-01-16
M-01443,EAST,78.49,2026-01-17
M-01768,NORTH,19.38,2026-01-17
M-00970,WEST,19.26,2026-01-02
M-01529,WEST,96.49,2026-01-06
M-01950,NORTH,80.79,2026-01-04
M-01233,NORTH,11.23,2026-01-28
M-01171,SOUTH,18.74,2026-01-10
M-00083,WEST,19.49,2026-01-17
M-00767,WEST,20.14,2026-01-10
M-00603,EAST,91.97,2026-01-16
M-01606,SOUTH,18.26,2026-01-19
M-00864,WEST,13.42,2026-01-02
M-00581,WEST,399.22,2026-01-07
M-00375,NORTH,17.99,2026-01-27
M-01122,SOUTH,17.83,2026-01-12
M-00139,EAST,20.97,2026-01-28
M-00635,EAST,18.86,2026-01-19
M-00927,SOUTH,16.62,2026-01-29
M-01709,SOUTH,20.24,2026-01-24
M-01708,EAST,18.99,2026-01-20
M-01304,NORTH,445.49,2026-01-15
M-01560,NORTH,17.24,2026-01-15
M-01491,EAST,11.11,2026-01-11
M-00183,SOUTH,15.33,2026-01-26
M-00794,SOUTH,15.33,2026-01-08
M-01844,WEST,17.56,2026-01-13
M-01374,EAST,88.31,2026-01-29
M-00908,SOUTH,84.06,2026-01-24
M-00340,NORTH,19.15,2026-01-23
M-00051,NORTH,14.83,2026-01-19
M-00633,EAST,341.03,2026-01-18
M-01322,EAST,17.3,2026-01-04
M-01957,SOUTH,17.1,2026-01-20
M-01110,NORTH,18.32,2026-01-19
M-01069,NORTH,261.97,2026-01-07
M-01538,SOUTH,82.53,2026-01-16
M-01349,EAST,17.99,2026-01-30
M-01090,WEST,20.1,2026-01-06
M-00422,SOUTH,17.49,2026-01-08
M-01700,EAST,13.26,2026-01-23
M-00174,WEST,349.68,2026-01-26
M-01093,WEST,384.03,2026-01-20
M-01007,SOUTH,21.25,2026-01-28
M-01913,WEST,17.09,2026-01-01
M-00050,NORTH,91.79,2026-01-28
M-01082,WEST,399.7,2026-01-11
M-00204,NORTH,12.53,2026-01-18
M-00345,SOUTH,19.28,2026-01-10
M-00184,EAST,19.63,2026-01-05
M-00629,NORTH,387.97,2026-01-31
M-01259,WEST,89.27,2026-01-31
M-00667,EAST,89.36,2026-01-06
M-00799,WEST,18.16,2026-01-04
M-00656,WEST,15.96,2026-01-05
M-00770,SOUTH,90.88,2026-01-31
M-01696,EAST,450.72,2026-01-29
M-01541,EAST,19.25,2026-01-20
M-01201,NORTH,13.49,2026-01-08
M-00789,NORTH,18.2,2026-01-31
M-00236,SOUTH,20.8,2026-01-09
M-00834,NORTH,90.3,2026-01-03
M-00992,EAST,77.22,2026-01-01
M-01815,WEST,90.11,2026-01-01
M-00552,SOUTH,21.94,2026-01-18
M-00505,SOUTH,17.08,2026-01-25
M-01137,NORTH,18.51,2026-01-21
M-00834,NORTH,74.4,2026-01-15
M-00172,EAST,11.2,2026-01-28
M-01983,SOUTH,16.63,2026-01-05
M-00765,EAST,529.5,2026-01-18
M-01101,WEST,17.57,2026-01-31
M-00868,SOUTH,96.87,2026-01-31
M-00003,NORTH,77.62,2026-01-27
M-00952,SOUTH,444.9,2026-01-31
M-01991,NORTH,75.75,2026-01-06
M-00002,SOUTH,20.83,2026-01-02
M-01225,SOUTH,390.67,2026-01-09
M-01720,NORTH,76.34,2026-01-22
M-01295,SOUTH,93.11,2026-01-07
M-01199,SOUTH,17.18,2026-01-27
M-01514,EAST,84.75,2026-01-18
M-01154,EAST,11.44,2026-01-03
M-00252,SOUTH,20.57,2026-01-27
M-00287,NORTH,10.63,2026-01-24
M-00885,WEST,17.24,2026-01-07
M-01251,EAST,473.19,2026-01-17
M-01397,SOUTH,82.05,2026-01-31
M-00702,SOUTH,11.79,2026-01-21
M-00928,WEST,22.5,2026-01-09
M-00504,WEST,13.64,2026-01-22
M-00942,SOUTH,17.74,2026-01-31
M-01228,WEST,104.47,2026-01-11
M-01324,SOUTH,18.41,2026-01-30
M-00005,NORTH,12.25,2026-01-20
M-01378,EAST,18.85,2026-01-06
M-00847,EAST,497.7,2026-01-18
M-01562,NORTH,359.94,2026-01-13
M-01103,SOUTH,18.91,2026-01-03
M-00159,EAST,14.2,2026-01-18
M-00064,SOUTH,19.99,2026-01-29
M-01377,NORTH,14.49,2026-01-04
M-00723,NORTH,10.26,2026-01-27
M-00793,SOUTH,13.71,2026-01-06
M-01719,SOUTH,20.94,2026-01-25
M-00256,EAST,10.83,2026-01-15
M-00759,WEST,18.13,2026-01-30
M-01522,EAST,18.35,2026-01-01
M-01554,EAST,16.21,2026-01-09
M-00393,WEST,9.44,2026-01-03
M-01672,SOUTH,339.14,2026-01-20
M-00453,EAST,68.59,2026-01-08
M-01012,EAST,16.57,2026-01-31
M-01853,NORTH,19.66,2026-01-23
M-01448,EAST,87.14,2026-01-20
M-01682,EAST,19.73,2026-01-21
M-00812,NORTH,20.4,2026-01-04
M-01012,EAST,15.44,2026-01-06
M-01131,WEST,16.13,2026-01-07
M-01398,EAST,15.06,2026-01-20
M-01158,WEST,19.3,2026-01-06
M-00134,SOUTH,18.56,2026-01-05
M-00532,WEST,16.24,2026-01-30
M-01072,NORTH,17.17,2026-01-24
M-01603,WEST,91.86,2026-01-09
M-01987,EAST,21.8,2026-01-23
M-01389,WEST,14.93,2026-01-18
M-01809,EAST,72.31,2026-01-15
M-00005,NORTH,14.38,2026-01-31
M-01332,SOUTH,19.79,2026-01-02
M-01749,SOUTH,74.11,2026-01-31
M-00834,NORTH,107.05,2026-01-09
M-00250,EAST,9.91,2026-01-22
M-01060,SOUTH,83.29,2026-01-25
M-00090,NORTH,416.49,2026-01-29
M-01881,WEST,81.11,2026-01-14
M-01091,EAST,79.86,2026-01-15
M-00686,NORTH,96.63,2026-01-03
M-01803,WEST,20.91,2026-01-19
M-00463,NORTH,10.32,2026-01-23
M-00868,SOUTH,93.63,2026-01-31
M-00337,WEST,441.54,2026-01-11
M-00637,SOUTH,17.14,2026-01-03
M-00983,EAST,80.91,2026-01-14
M-01655,SOUTH,14.83,2026-01-01
M-00685,EAST,75.18,2026-01-27
M-00513,NORTH,19.55,2026-01-08
M-00698,SOUTH,19.25,2026-01-27
M-00112,NORTH,15.59,2026-01-27
M-01933,NORTH,22.15,2026-01-03
M-01589,NORTH,69.16,2026-01-20
M-01281,EAST,346.91,2026-01-15
M-01186,EAST,18.82,2026-01-04
M-00069,WEST,18.49,2026-01-13
M-00642,WEST,87.69,2026-01-29
M-00262,EAST,17.19,2026-01-02
M-01883,EAST,15.86,2026-01-26
M-01283,SOUTH,439.05,2026-01-14
M-00135,SOUTH,16.48,2026-01-04
M-00604,NORTH,14.9,2026-01-28
M-00782,NORTH,21.72,2026-01-13
M-00478,WEST,20.55,2026-01-28
M-01228,WEST,84.0,2026-01-26
M-00787,WEST,17.67,2026-01-15
M-01629,EAST,483.8,2026-01-14
M-00696,SOUTH,72.87,2026-01-21
M-01921,NORTH,87.88,2026-01-22
M-00673,NORTH,15.09,2026-01-19
M-00395,WEST,20.9,2026-01-04
M-00139,EAST,20.18,2026-01-19
M-01617,NORTH,19.22,2026-01-27
M-01306,SOUTH,21.3,2026-01-17
M-00525,WEST,14.19,2026-01-12
M-00911,NORTH,468.18,2026-01-06
M-00498,NORTH,18.28,2026-01-05
M-00639,NORTH,398.71,2026-01-19
M-00893,NORTH,22.38,2026-01-17
M-00638,EAST,393.58,2026-01-19
M-01813,WEST,425.68,2026-01-18
M-00633,EAST,384.88,2026-01-20
M-00703,EAST,83.9,2026-01-10
M-01202,WEST,18.25,2026-01-22
M-01390,NORTH,21.01,2026-01-05
M-01711,EAST,446.41,2026-01-18
M-01759,EAST,16.43,2026-01-02
M-00411,SOUTH,18.84,2026-01-21
M-01861,NORTH,18.54,2026-01-07
M-01368,WEST,73.63,2026-01-16
M-01423,EAST,504.71,2026-01-23
M-00679,SOUTH,17.59,2026-01-28
M-01185,WEST,21.64,2026-01-19
M-00858,NORTH,17.14,2026-01-11
M-00333,NORTH,13.43,2026-01-04
M-00087,NORTH,91.37,2026-01-16
M-00450,NORTH,19.92,2026-01-30
M-00472,WEST,85.21,2026-01-15
M-01278,EAST,86.43,2026-01-07
M-01951,NORTH,22.39,2026-01-27
M-00679,SOUTH,17.89,2026-01-26
M-00378,NORTH,16.17,2026-01-27
M-00014,WEST,20.54,2026-01-12
M-01137,NORTH,18.16,2026-01-04
M-00292,NORTH,14.45,2026-01-10
M-01870,NORTH,19.4,2026-01-25
M-00738,EAST,19.78,2026-01-02
M-00582,EAST,11.81,2026-01-06
M-00449,WEST,17.87,2026-01-29
M-01736,NORTH,19.67,2026-01-18
M-00504,WEST,12.37,2026-01-06
M-00537,NORTH,92.48,2026-01-30
M-00208,SOUTH,18.72,2026-01-01
M-01342,NORTH,78.96,2026-01-26
M-01813,WEST,397.18,2026-01-04
M-00935,NORTH,19.58,2026-01-08
M-00758,SOUTH,16.85,2026-01-26
M-01080,NORTH,19.19,2026-01-26
M-01277,WEST,66.63,2026-01-29
M-00243,EAST,19.72,2026-01-05
M-01808,SOUTH,19.19,2026-01-30
M-01091,EAST,91.06,2026-01-13
M-01423,EAST,392.36,2026-01-12
M-01303,NORTH,20.6,2026-01-08
M-01887,EAST,426.88,2026-01-02
M-01750,SOUTH,14.42,2026-01-18
M-00603,EAST,90.72,2026-01-26
M-01290,SOUTH,92.72,2026-01-26
M-00574,NORTH,20.25,2026-01-28
M-01197,SOUTH,13.53,2026-01-29
M-01002,EAST,17.33,2026-01-07
M-01620,WEST,13.32,2026-01-22
M-01260,NORTH,19.33,2026-01-03
M-01808,SOUTH,20.32,2026-01-21
M-01539,EAST,15.7,2026-01-17
M-00367,NORTH,95.96,2026-01-11
M-01460,EAST,14.94,2026-01-12
M-01958,NORTH,82.66,2026-01-16
M-00971,NORTH,14.64,2026-01-09
M-01620,WEST,16.12,2026-01-19
M-01331,SOUTH,19.52,2026-01-02
M-00926,WEST,111.09,2026-01-28
M-00481,NORTH,18.56,2026-01-13
M-00773,WEST,20.79,2026-01-19
M-00322,SOUTH,12.76,2026-01-30
M-00174,WEST,379.63,2026-01-05
M-01540,WEST,17.09,2026-01-03
M-00472,WEST,99.81,2026-01-19
M-00085,WEST,15.56,2026-01-15
M-00924,EAST,17.81,2026-01-15
M-00886,EAST,74.93,2026-01-14
M-00560,SOUTH,96.06,2026-01-13
M-00051,NORTH,16.02,2026-01-06
M-00156,EAST,18.76,2026-01-12
M-01847,NORTH,17.12,2026-01-03
M-01120,SOUTH,21.06,2026-01-21
M-00161,SOUTH,17.68,2026-01-26
M-00243,EAST,19.91,2026-01-03
M-00738,EAST,15.67,2026-01-02
M-01383,WEST,17.31,2026-01-11
M-00513,NORTH,17.86,2026-01-10
M-01732,NORTH,63.2,2026-01-09
M-00391,SOUTH,392.76,2026-01-23
M-01752,WEST,17.11,2026-01-25
M-01467,NORTH,15.98,2026-01-24
M-01578,NORTH,17.44,2026-01-10
M-00578,NORTH,298.02,2026-01-27
M-01938,SOUTH,120.53,2026-01-13
M-01684,SOUTH,85.1,2026-01-19
M-01340,SOUTH,83.03,2026-01-17
M-01559,SOUTH,92.59,2026-01-31
M-00465,EAST,20.19,2026-01-24
M-01535,NORTH,69.84,2026-01-07
M-01610,WEST,87.46,2026-01-18
M-01552,NORTH,17.48,2026-01-15
M-01622,NORTH,15.04,2026-01-03
M-00642,WEST,93.32,2026-01-28
M-01430,EAST,105.22,2026-01-14
M-00430,NORTH,14.72,2026-01-15
M-00768,NORTH,12.71,2026-01-05
M-01183,NORTH,22.48,2026-01-28
M-00020,EAST,22.67,2026-01-16
M-01660,NORTH,90.87,2026-01-22
M-00859,WEST,15.88,2026-01-14
M-01405,WEST,14.15,2026-01-25
M-01102,NORTH,20.68,2026-01-10
M-00668,WEST,22.69,2026-01-19
M-01889,NORTH,12.46,2026-01-05
M-00315,SOUTH,501.59,2026-01-31
M-01637,EAST,17.87,2026-01-20
M-01872,EAST,15.6,2026-01-20
M-00781,SOUTH,16.8,2026-01-07
M-01943,NORTH,96.61,2026-01-13
M-00973,NORTH,89.91,2026-01-04
M-00674,WEST,21.74,2026-01-19
M-00624,SOUTH,11.39,2026-01-03
M-00352,SOUTH,17.23,2026-01-04
M-01693,NORTH,16.5,2026-01-23
M-01236,WEST,93.37,2026-01-16
M-01867,SOUTH,18.3,2026-01-31
M-00791,EAST,87.89,2026-01-10
M-01074,SOUTH,13.44,2026-01-03
M-00932,WEST,17.73,2026-01-02
M-00670,EAST,86.4,2026-01-28
M-01864,EAST,11.68,2026-01-14
M-00265,WEST,15.44,2026-01-18
M-00857,NORTH,417.31,2026-01-16
M-01851,SOUTH,15.32,2026-01-28
M-00423,EAST,19.6,2026-01-05
M-01676,EAST,77.02,2026-01-23
M-01362,NORTH,19.92,2026-01-16
M-00636,NORTH,20.97,2026-01-19
M-00416,NORTH,82.07,2026-01-17
M-00414,EAST,15.07,2026-01-01
M-00293,EAST,20.51,2026-01-15
M-01654,EAST,19.07,2026-01-08
M-01077,WEST,15.13,2026-01-11
M-00943,WEST,15.03,2026-01-15
M-01180,EAST,17.82,2026-01-02
M-01805,WEST,74.53,2026-01-30
M-00935,NORTH,16.69,2026-01-12
M-00610,NORTH,13.95,2026-01-13
M-01256,NORTH,18.62,2026-01-27
M-00511,SOUTH,10.96,2026-01-06
M-01844,WEST,17.69,2026-01-20
M-01866,NORTH,15.03,2026-01-22
M-00376,WEST,10.36,2026-01-23
M-01937,EAST,16.87,2026-01-02
M-00491,WEST,19.48,2026-01-29
M-01287,WEST,16.43,2026-01-18
M-00598,EAST,21.61,2026-01-22
M-01480,WEST,75.09,2026-01-29
M-00445,NORTH,45.21,2026-01-30
M-01133,SOUTH,18.34,2026-01-04
M-00756,NORTH,18.11,2026-01-03
M-01597,WEST,14.8,2026-01-11
M-00840,NORTH,18.94,2026-01-15
M-00092,WEST,19.58,2026-01-15
M-00055,SOUTH,15.4,2026-01-03
M-00946,SOUTH,14.9,2026-01-13
M-00704,WEST,16.57,2026-01-24
M-00078,NORTH,19.05,2026-01-01
M-00514,EAST,411.33,2026-01-04
M-01373,WEST,16.59,2026-01-24
M-00951,EAST,394.62,2026-01-16
M-01346,NORTH,18.27,2026-01-08
M-01462,WEST,15.18,2026-01-31
M-00572,WEST,19.16,2026-01-27
M-00331,WEST,19.95,2026-01-06
M-00363,EAST,14.87,2026-01-10
M-00255,WEST,17.91,2026-01-18
M-01376,NORTH,381.79,2026-01-25
M-00023,NORTH,83.0,2026-01-22
M-00365,SOUTH,98.6,2026-01-07
M-01464,SOUTH,97.28,2026-01-02
M-00906,WEST,15.92,2026-01-23
M-00098,WEST,15.82,2026-01-27
M-01357,EAST,15.54,2026-01-23
M-01352,NORTH,100.59,2026-01-29
M-00910,SOUTH,20.49,2026-01-02
M-01226,EAST,13.67,2026-01-01
M-00414,EAST,18.79,2026-01-30
M-00512,WEST,19.52,2026-01-12
M-00033,SOUTH,80.38,2026-01-14
M-00058,SOUTH,80.67,2026-01-01
M-01371,SOUTH,19.51,2026-01-03
M-00452,EAST,21.56,2026-01-31
M-01701,NORTH,14.75,2026-01-22
M-00344,EAST,19.39,2026-01-24
M-00221,EAST,20.43,2026-01-27
M-00670,EAST,77.35,2026-01-11
M-00425,WEST,17.33,2026-01-30
M-01110,NORTH,19.27,2026-01-13
M-00438,WEST,408.03,2026-01-04
M-00731,WEST,19.26,2026-01-11
M-00648,WEST,20.43,2026-01-01
M-00798,WEST,80.44,2026-01-07
M-01670,EAST,425.96,2026-01-09
M-01332,SOUTH,17.31,2026-01-20
M-00448,NORTH,18.74,2026-01-14
M-00618,NORTH,11.73,2026-01-25
M-00209,NORTH,63.8,2026-01-23
M-01099,WEST,15.5,2026-01-26
M-00352,SOUTH,17.69,2026-01-09
M-01965,EAST,11.83,2026-01-04
M-01427,SOUTH,9.02,2026-01-13
M-01389,WEST,22.09,2026-01-30
M-00681,EAST,81.61,2026-01-06
M-01302,WEST,19.76,2026-01-25
M-01744,WEST,16.43,2026-01-22
M-00988,SOUTH,76.1,2026-01-03
M-01199,SOUTH,21.18,2026-01-15
M-00784,NORTH,16.75,2026-01-17
M-01204,NORTH,16.48,2026-01-23
M-00028,EAST,22.51,2026-01-08
M-00255,WEST,18.61,2026-01-10
M-00485,SOUTH,76.42,2026-01-24
M-00163,NORTH,18.88,2026-01-02
M-00282,EAST,76.43,2026-01-12
M-00770,SOUTH,85.07,2026-01-07
M-01315,NORTH,18.33,2026-01-02
M-01938,SOUTH,105.44,2026-01-15
M-01514,EAST,80.12,2026-01-29
M-01319,EAST,94.06,2026-01-26
M-01558,WEST,10.62,2026-01-02
M-01328,WEST,17.03,2026-01-27
M-00591,EAST,109.43,2026-01-25
M-00679,SOUTH,18.78,2026-01-11
M-00497,WEST,12.3,2026-01-07
M-01362,NORTH,16.56,2026-01-08
M-01642,SOUTH,405.2,2026-01-22
M-01788,NORTH,16.19,2026-01-13
M-01068,SOUTH,19.54,2026-01-11
M-00133,WEST,21.48,2026-01-28
M-01007,SOUTH,18.85,2026-01-03
M-00290,WEST,11.83,2026-01-31
M-00419,WEST,21.03,2026-01-05
M-01703,WEST,19.97,2026-01-26
M-01909,NORTH,18.09,2026-01-07
M-01485,EAST,19.09,2026-01-15
M-00638,EAST,411.64,2026-01-06
M-00362,EAST,75.59,2026-01-20
M-00510,SOUTH,17.35,2026-01-10
M-01302,WEST,20.87,2026-01-07
M-00557,WEST,86.02,2026-01-28
M-01992,SOUTH,79.89,2026-01-12
M-00816,EAST,91.8,2026-01-13
M-01035,NORTH,479.11,2026-01-20
M-01506,NORTH,427.56,2026-01-14
M-01626,NORTH,13.01,2026-01-16
M-00041,NORTH,66.61,2026-01-25
M-01555,SOUTH,21.59,2026-01-30
M-01888,EAST,390.02,2026-01-10
M-01489,NORTH,80.87,2026-01-06
M-00527,EAST,71.35,2026-01-13
M-00769,WEST,18.67,2026-01-18
M-01242,EAST,19.32,2026-01-16
M-00962,EAST,12.43,2026-01-07
M-00317,EAST,423.75,2026-01-30
M-01026,NORTH,86.9,2026-01-24
M-01486,WEST,11.85,2026-01-12
M-01926,NORTH,86.56,2026-01-13
M-01988,NORTH,368.94,2026-01-24
M-01313,SOUTH,95.58,2026-01-19
M-00146,SOUTH,24.33,2026-01-14
M-00255,WEST,12.42,2026-01-13
M-01910,WEST,20.4,2026-01-19
M-01961,NORTH,21.9,2026-01-09
M-01580,NORTH,420.58,2026-01-30
M-01453,EAST,73.2,2026-01-16
M-01301,EAST,17.37,2026-01-23
M-00790,SOUTH,436.0,2026-01-30
M-00869,NORTH,18.06,2026-01-24
M-01888,EAST,491.79,2026-01-27
M-00741,NORTH,17.83,2026-01-21
M-01364,WEST,11.58,2026-01-21
M-00303,EAST,12.88,2026-01-09
M-00302,WEST,66.16,2026-01-09
M-00507,EAST,68.44,2026-01-20
M-00331,WEST,16.12,2026-01-01
M-00240,NORTH,21.56,2026-01-25
M-00788,SOUTH,96.02,2026-01-13
M-01447,WEST,445.45,2026-01-19
M-01864,EAST,17.82,2026-01-07
M-01795,SOUTH,91.79,2026-01-14
M-01417,SOUTH,20.46,2026-01-10
M-01026,NORTH,58.97,2026-01-31
M-01201,NORTH,16.83,2026-01-10
M-01504,SOUTH,18.09,2026-01-14
M-01781,WEST,56.03,2026-01-03
M-00224,WEST,64.54,2026-01-21
M-01668,SOUTH,10.58,2026-01-05
M-00551,NORTH,19.13,2026-01-24
M-01432,EAST,521.28,2026-01-10
M-00014,WEST,18.06,2026-01-06
M-00144,SOUTH,17.86,2026-01-25
M-01427,SOUTH,9.41,2026-01-14
M-01502,EAST,17.39,2026-01-14
M-00350,WEST,15.03,2026-01-06
M-00406,NORTH,20.99,2026-01-16
M-00373,WEST,13.87,2026-01-17
M-01668,SOUTH,11.37,2026-01-07
M-00381,EAST,19.6,2026-01-07
M-01555,SOUTH,18.62,2026-01-07
M-00532,WEST,20.01,2026-01-29
M-01870,NORTH,15.9,2026-01-20
M-00224,WEST,81.6,2026-01-28
M-00176,WEST,17.17,2026-01-13
M-00256,EAST,18.61,2026-01-09
M-00481,NORTH,18.26,2026-01-16
M-00994,NORTH,18.02,2026-01-22
M-00545,EAST,17.63,2026-01-25
M-01957,SOUTH,15.58,2026-01-01
M-00086,SOUTH,9.26,2026-01-04
M-00433,NORTH,18.68,2026-01-17
M-01066,NORTH,15.47,2026-01-31
M-01560,NORTH,20.78,2026-01-09
M-00691,NORTH,16.74,2026-01-20
M-00880,SOUTH,66.56,2026-01-11
M-00646,WEST,22.12,2026-01-27
M-00491,WEST,16.25,2026-01-31
M-01251,EAST,468.63,2026-01-02
M-01998,EAST,21.42,2026-01-12
M-00007,WEST,14.5,2026-01-15
M-01783,SOUTH,13.82,2026-01-23
M-01895,EAST,20.97,2026-01-05
M-00053,NORTH,20.38,2026-01-20
M-01948,WEST,20.32,2026-01-23
M-01539,EAST,18.03,2026-01-27
M-01406,WEST,20.96,2026-01-22
M-01782,NORTH,66.35,2026-01-16
M-00007,WEST,17.63,2026-01-21
M-01962,SOUTH,85.9,2026-01-31
M-00738,EAST,17.54,2026-01-28
M-00094,NORTH,17.64,2026-01-26
M-00479,EAST,65.88,2026-01-20
M-00993,WEST,17.67,2026-01-13
M-00714,SOUTH,62.39,2026-01-14
M-01924,WEST,486.85,2026-01-30
M-01349,EAST,16.9,2026-01-28
M-01433,NORTH,20.15,2026-01-29
M-01244,WEST,456.65,2026-01-07
M-01459,EAST,21.77,2026-01-05
M-01608,SOUTH,13.97,2026-01-28
M-01468,WEST,21.11,2026-01-17
M-00179,WEST,18.63,2026-01-10
M-01705,NORTH,25.97,2026-01-22
M-00957,WEST,17.81,2026-01-06
M-01836,NORTH,489.41,2026-01-15
M-01108,NORTH,17.14,2026-01-08
M-00499,SOUTH,21.11,2026-01-07
