meter_id,region,daily_kw,date
M-00704,WEST,20.34,2026-02-12
M-00956,SOUTH,22.3,2026-02-12
M-01064,NORTH,15.95,2026-01-17
M-00869,NORTH,19.9,2026-03-15
M-00956,SOUTH,17.42,2026-02-07
M-01570,SOUTH,107.53,2026-03-24
M-01252,SOUTH,18.01,2026-02-28
M-00740,WEST,18.12,2026-03-13
M-01955,NORTH,67.94,2026-03-01
M-00572,WEST,20.85,2026-01-20
M-01597,WEST,17.91,2026-01-27
M-00864,WEST,8.85,2026-01-21
M-01373,WEST,16.99,2026-01-17
M-01485,EAST,19.53,2026-01-23
M-01205,EAST,69.13,2026-02-12
M-00966,WEST,14.49,2026-03-24
M-00569,EAST,488.07,2026-03-25
M-01319,EAST,75.29,2026-03-01
M-00928,WEST,19.41,2026-01-25
M-00864,WEST,9.48,2026-01-04
M-00534,SOUTH,300.6,2026-03-30
M-00984,EAST,12.85,2026-01-17
M-01528,NORTH,483.73,2026-03-03
M-01597,WEST,14.07,2026-01-06
M-00272,WEST,90.87,2026-03-16
M-01105,EAST,19.55,2026-01-20
M-01618,NORTH,8.13,2026-03-21
M-00541,SOUTH,549.84,2026-01-16
M-01171,SOUTH,20.7,2026-02-06
M-01250,WEST,63.22,2026-01-31
M-01695,EAST,88.48,2026-01-06
M-01119,WEST,102.57,2026-02-14
M-01597,WEST,19.92,2026-02-12
M-00483,SOUTH,20.59,2026-01-09
M-01958,NORTH,65.27,2026-03-14
M-00271,NORTH,14.75,2026-03-19
M-01234,NORTH,63.66,2026-03-24
M-01234,NORTH,88.45,2026-01-12
M-01188,SOUTH,18.77,2026-02-15
M-00109,EAST,19.71,2026-02-25
M-00943,WEST,21.86,2026-03-17
M-01250,WEST,79.11,2026-01-24
M-01848,SOUTH,86.73,2026-03-16
M-00109,EAST,17.88,2026-02-04
M-01488,NORTH,70.6,2026-02-14
M-00264,SOUTH,83.92,2026-02-04
M-01373,WEST,15.6,2026-03-29
M-01842,WEST,12.81,2026-03-12
M-01716,SOUTH,398.49,2026-03-11
M-00740,WEST,17.9,2026-02-21
M-01195,SOUTH,99.86,2026-02-12
M-00483,SOUTH,16.32,2026-01-24
M-00518,WEST,20.63,2026-01-14
M-01238,WEST,13.96,2026-01-05
M-01257,EAST,90.43,2026-01-31
M-01409,SOUTH,103.43,2026-03-24
M-00251,SOUTH,20.29,2026-02-25
M-00801,WEST,19.01,2026-03-05
M-01409,SOUTH,85.9,2026-02-14
M-00651,EAST,12.57,2026-03-24
M-00785,NORTH,88.74,2026-01-10
M-00283,WEST,18.57,2026-03-31
M-01528,NORTH,405.36,2026-02-25
M-00382,WEST,17.13,2026-03-23
M-01648,SOUTH,83.13,2026-02-08
M-01149,SOUTH,19.5,2026-02-08
M-00643,WEST,499.03,2026-02-22
M-01345,NORTH,19.09,2026-01-07
M-01195,SOUTH,87.55,2026-02-15
M-01407,SOUTH,17.45,2026-02-25
M-00163,NORTH,16.11,2026-03-11
M-01383,WEST,23.11,2026-01-21
M-00491,WEST,15.25,2026-03-03
M-00685,EAST,94.92,2026-01-31
M-01064,NORTH,20.26,2026-01-07
M-01205,EAST,77.58,2026-02-17
M-01951,NORTH,16.16,2026-01-26
M-00801,WEST,17.22,2026-01-01
M-00504,WEST,8.66,2026-03-10
M-00569,EAST,495.45,2026-01-16
M-00869,NORTH,17.39,2026-03-21
M-00309,NORTH,17.73,2026-01-31
M-01509,NORTH,10.83,2026-01-27
M-01409,SOUTH,68.66,2026-03-16
M-01810,WEST,8.07,2026-02-19
M-00597,SOUTH,75.88,2026-03-21
M-00943,WEST,15.95,2026-02-18
M-00685,EAST,71.81,2026-02-19
M-01648,SOUTH,84.18,2026-01-14
M-00685,EAST,80.81,2026-01-08
M-00704,WEST,16.22,2026-01-30
M-00925,SOUTH,17.51,2026-03-03
M-00447,EAST,11.18,2026-01-04
M-01723,SOUTH,91.35,2026-01-02
M-00785,NORTH,87.54,2026-03-21
M-01195,SOUTH,88.48,2026-01-06
M-00131,NORTH,17.41,2026-03-17
M-01648,SOUTH,75.52,2026-01-29
M-00925,SOUTH,14.58,2026-01-01
M-00611,WEST,17.19,2026-01-25
M-01958,NORTH,52.68,2026-02-18
M-01195,SOUTH,93.19,2026-01-24
M-01488,NORTH,86.57,2026-03-20
M-01205,EAST,72.37,2026-02-22
M-00131,NORTH,22.94,2026-02-06
M-01958,NORTH,75.35,2026-01-24
M-01062,EAST,24.07,2026-03-17
M-01149,SOUTH,18.11,2026-03-07
M-01197,SOUTH,13.31,2026-03-30
M-01197,SOUTH,13.2,2026-03-01
M-01037,SOUTH,90.73,2026-03-31
M-00483,SOUTH,23.68,2026-02-28
M-00569,EAST,328.18,2026-03-27
M-01250,WEST,73.14,2026-01-26
M-01597,WEST,20.81,2026-02-03
M-01955,NORTH,77.31,2026-01-14
M-00864,WEST,14.07,2026-03-23
M-01103,SOUTH,21.92,2026-01-07
M-01188,SOUTH,18.65,2026-01-03
M-00704,WEST,17.61,2026-02-03
M-01238,WEST,21.47,2026-01-31
M-00272,WEST,84.08,2026-03-04
M-00109,EAST,20.11,2026-03-11
M-01485,EAST,15.2,2026-03-10
M-00335,NORTH,402.13,2026-01-18
M-00491,WEST,17.11,2026-01-23
M-00109,EAST,20.94,2026-01-10
M-00864,WEST,10.44,2026-02-01
M-00869,NORTH,17.73,2026-03-16
M-00254,EAST,89.27,2026-01-26
M-01257,EAST,59.38,2026-01-07
M-01409,SOUTH,74.77,2026-02-01
M-00243,EAST,15.17,2026-02-07
M-01523,SOUTH,81.49,2026-02-11
M-01345,NORTH,13.19,2026-03-27
M-00264,SOUTH,109.1,2026-01-21
M-00801,WEST,19.33,2026-02-28
M-00801,WEST,21.1,2026-03-26
M-00541,SOUTH,349.76,2026-03-30
M-01955,NORTH,106.41,2026-03-29
M-00597,SOUTH,78.43,2026-02-13
M-00935,NORTH,18.38,2026-03-28
M-00997,EAST,74.66,2026-02-18
M-01528,NORTH,489.27,2026-01-23
M-01188,SOUTH,13.99,2026-02-19
M-01238,WEST,15.86,2026-03-08
M-01958,NORTH,111.65,2026-03-24
M-01528,NORTH,449.91,2026-03-26
M-00251,SOUTH,18.11,2026-02-10
M-00186,WEST,12.38,2026-03-29
M-00864,WEST,10.37,2026-01-13
M-01250,WEST,91.38,2026-02-17
M-01786,EAST,18.56,2026-03-19
M-00844,WEST,424.36,2026-03-10
M-00627,SOUTH,87.3,2026-01-22
M-00541,SOUTH,542.12,2026-03-13
M-00271,NORTH,19.87,2026-03-06
M-00248,SOUTH,16.73,2026-02-12
M-01067,EAST,15.19,2026-03-12
M-00864,WEST,11.43,2026-03-27
M-01488,NORTH,91.05,2026-02-24
M-01103,SOUTH,22.01,2026-03-30
M-01119,WEST,83.15,2026-01-06
M-01810,WEST,11.66,2026-02-12
M-00928,WEST,21.65,2026-01-24
M-01528,NORTH,311.87,2026-01-22
M-01854,WEST,19.64,2026-02-21
M-00109,EAST,17.21,2026-03-24
M-00956,SOUTH,17.07,2026-01-26
M-00928,WEST,20.76,2026-02-09
M-01373,WEST,22.15,2026-03-27
M-00264,SOUTH,86.45,2026-03-16
M-01257,EAST,101.61,2026-01-24
M-00959,SOUTH,108.19,2026-01-14
M-00162,SOUTH,11.77,2026-01-03
M-00785,NORTH,77.88,2026-03-10
M-01188,SOUTH,17.82,2026-02-11
M-00079,NORTH,13.63,2026-03-12
M-00627,SOUTH,78.8,2026-01-31
M-00162,SOUTH,11.53,2026-03-21
M-01207,NORTH,99.1,2026-02-28
M-00049,SOUTH,19.67,2026-01-14
M-00109,EAST,13.93,2026-03-22
M-01870,NORTH,20.28,2026-01-24
M-01188,SOUTH,19.15,2026-02-06
M-01488,NORTH,88.56,2026-03-02
M-01157,WEST,18.75,2026-02-13
M-01848,SOUTH,73.49,2026-03-03
M-00643,WEST,487.33,2026-02-11
M-01373,WEST,14.75,2026-02-27
M-00163,NORTH,17.42,2026-03-23
M-01233,NORTH,12.86,2026-01-07
M-01509,NORTH,13.85,2026-03-09
M-00956,SOUTH,16.72,2026-01-05
M-00382,WEST,18.37,2026-03-02
M-00491,WEST,18.18,2026-02-13
M-01951,NORTH,20.11,2026-03-24
M-01958,NORTH,81.62,2026-01-15
M-00186,WEST,13.8,2026-01-23
M-00740,WEST,16.25,2026-01-29
M-00643,WEST,503.26,2026-01-12
M-00284,NORTH,470.86,2026-03-26
M-00254,EAST,81.74,2026-01-08
M-01958,NORTH,56.29,2026-03-28
M-01722,WEST,88.19,2026-02-21
M-00534,SOUTH,417.38,2026-03-24
M-00264,SOUTH,80.16,2026-01-04
M-01103,SOUTH,20.65,2026-03-02
M-00982,NORTH,78.8,2026-03-22
M-01064,NORTH,18.29,2026-01-28
M-00271,NORTH,18.21,2026-03-04
M-00569,EAST,501.69,2026-02-26
M-01419,WEST,9.82,2026-03-22
M-00874,WEST,22.24,2026-02-07
M-01570,SOUTH,90.04,2026-03-06
M-00309,NORTH,24.98,2026-03-25
M-00874,WEST,15.28,2026-01-04
M-00611,WEST,9.44,2026-02-11
M-00483,SOUTH,21.51,2026-03-18
M-00801,WEST,16.85,2026-03-08
M-01232,SOUTH,78.49,2026-01-18
M-01207,NORTH,77.84,2026-01-11
M-01723,SOUTH,67.35,2026-01-05
M-00162,SOUTH,14.35,2026-02-24
M-00017,NORTH,18.74,2026-02-07
M-00982,NORTH,89.37,2026-02-27
M-01234,NORTH,97.54,2026-01-08
M-00874,WEST,19.31,2026-01-05
M-01345,NORTH,19.09,2026-01-02
M-01488,NORTH,86.56,2026-02-21
M-01330,WEST,19.06,2026-01-22
M-00742,WEST,95.03,2026-02-17
M-01250,WEST,87.34,2026-01-30
M-00663,EAST,13.22,2026-01-24
M-00585,WEST,17.23,2026-01-30
M-01103,SOUTH,16.54,2026-03-10
M-00663,EAST,11.2,2026-02-12
M-00079,NORTH,11.03,2026-01-16
M-00959,SOUTH,82.21,2026-02-13
M-01207,NORTH,81.68,2026-01-20
M-00062,SOUTH,111.11,2026-03-30
M-00062,SOUTH,73.74,2026-02-23
M-00251,SOUTH,19.55,2026-03-31
M-01716,SOUTH,405.38,2026-03-07
M-01345,NORTH,17.64,2026-02-09
M-01319,EAST,75.57,2026-02-17
M-00956,SOUTH,24.49,2026-01-01
M-00998,NORTH,73.01,2026-03-22
M-01062,EAST,16.29,2026-01-29
M-00251,SOUTH,17.15,2026-03-30
M-00609,SOUTH,17.13,2026-01-06
M-00541,SOUTH,375.22,2026-02-12
M-00483,SOUTH,19.05,2026-03-11
M-00928,WEST,16.4,2026-03-22
M-01330,WEST,24.04,2026-01-11
M-00186,WEST,12.04,2026-02-05
M-00844,WEST,352.24,2026-01-30
M-00874,WEST,18.31,2026-01-02
M-00417,EAST,19.29,2026-02-17
M-01233,NORTH,11.4,2026-01-28
M-00162,SOUTH,11.69,2026-01-06
M-01485,EAST,13.67,2026-03-30
M-01695,EAST,99.06,2026-01-05
M-01345,NORTH,13.83,2026-01-23
M-00597,SOUTH,90.4,2026-01-04
M-01783,SOUTH,18.34,2026-02-18
M-00869,NORTH,15.76,2026-02-10
M-01488,NORTH,76.89,2026-01-24
M-01509,NORTH,17.41,2026-03-22
M-00939,WEST,18.07,2026-01-25
M-01345,NORTH,18.13,2026-01-11
M-00773,WEST,12.56,2026-03-25
M-00541,SOUTH,404.05,2026-03-03
M-00569,EAST,459.63,2026-02-11
M-01147,EAST,83.22,2026-01-13
M-01277,WEST,97.9,2026-02-07
M-01407,SOUTH,25.23,2026-01-08
M-00556,WEST,20.54,2026-03-04
M-00556,WEST,19.01,2026-03-03
M-01890,SOUTH,14.03,2026-01-24
M-00541,SOUTH,395.59,2026-01-13
M-00131,NORTH,15.9,2026-02-01
M-01319,EAST,82.76,2026-02-28
M-01064,NORTH,16.36,2026-03-05
M-00079,NORTH,9.93,2026-01-14
M-01474,WEST,18.04,2026-01-27
M-00483,SOUTH,16.81,2026-02-05
M-01723,SOUTH,56.03,2026-02-16
M-00704,WEST,16.07,2026-02-19
M-00017,NORTH,16.23,2026-02-14
M-01570,SOUTH,92.26,2026-03-27
M-01716,SOUTH,359.78,2026-01-04
M-00569,EAST,531.76,2026-01-14
M-01239,WEST,20.24,2026-02-14
M-00556,WEST,18.02,2026-03-21
M-00556,WEST,19.34,2026-02-23
M-00982,NORTH,91.62,2026-01-03
M-00704,WEST,14.79,2026-01-18
M-00627,SOUTH,100.63,2026-03-16
M-01657,NORTH,15.89,2026-01-18
M-00928,WEST,15.51,2026-03-01
M-01958,NORTH,62.23,2026-03-19
M-00742,WEST,75.67,2026-03-16
M-00248,SOUTH,19.49,2026-02-24
M-01474,WEST,15.48,2026-03-16
M-00939,WEST,17.17,2026-02-01
M-01509,NORTH,17.84,2026-03-04
M-01810,WEST,10.81,2026-02-14
M-00615,SOUTH,85.22,2026-02-09
M-01103,SOUTH,14.27,2026-02-06
M-01234,NORTH,87.23,2026-02-18
M-01870,NORTH,16.15,2026-03-15
M-00597,SOUTH,107.29,2026-03-15
M-00162,SOUTH,15.5,2026-01-09
M-01037,SOUTH,86.38,2026-02-11
M-00163,NORTH,18.96,2026-03-10
M-01597,WEST,22.92,2026-01-18
M-00541,SOUTH,451.14,2026-03-08
M-00541,SOUTH,369.75,2026-03-10
M-01147,EAST,92.86,2026-03-15
M-00309,NORTH,11.84,2026-01-27
M-01787,EAST,19.29,2026-01-14
M-00125,SOUTH,9.96,2026-01-20
M-01509,NORTH,19.34,2026-03-05
M-00163,NORTH,19.42,2026-02-03
M-01188,SOUTH,19.9,2026-01-28
M-00131,NORTH,14.2,2026-03-23
M-01207,NORTH,74.77,2026-02-24
M-01064,NORTH,19.35,2026-03-24
M-00643,WEST,395.49,2026-03-15
M-01488,NORTH,90.12,2026-01-10
M-01197,SOUTH,10.09,2026-01-19
M-00982,NORTH,89.71,2026-03-17
M-00110,EAST,19.81,2026-02-22
M-00559,WEST,20.9,2026-02-09
M-01420,SOUTH,15.53,2026-03-07
M-01234,NORTH,101.28,2026-01-20
M-01597,WEST,19.27,2026-03-09
M-00801,WEST,21.6,2026-02-19
M-00997,EAST,82.5,2026-01-01
M-00939,WEST,22.31,2026-03-29
M-01407,SOUTH,14.2,2026-03-07
M-01257,EAST,66.77,2026-03-27
M-01234,NORTH,101.54,2026-01-21
M-00874,WEST,19.56,2026-03-17
M-01319,EAST,82.99,2026-02-01
M-00597,SOUTH,102.16,2026-03-08
M-01618,NORTH,14.24,2026-03-19
M-00982,NORTH,88.37,2026-03-01
M-00844,WEST,395.68,2026-02-19
M-00163,NORTH,17.97,2026-02-01
M-01234,NORTH,75.57,2026-02-11
M-00609,SOUTH,14.64,2026-02-08
M-00254,EAST,65.52,2026-02-05
M-01250,WEST,79.79,2026-03-06
M-00162,SOUTH,13.31,2026-02-27
M-00827,EAST,17.76,2026-01-12
M-00939,WEST,13.95,2026-03-16
M-01618,NORTH,11.45,2026-03-18
M-00447,EAST,10.11,2026-01-23
M-00939,WEST,19.64,2026-02-19
M-01723,SOUTH,88.14,2026-01-27
M-00109,EAST,19.3,2026-02-13
M-00627,SOUTH,89.07,2026-01-26
M-00382,WEST,18.82,2026-02-17
M-00801,WEST,9.47,2026-03-07
M-01842,WEST,12.18,2026-02-21
M-00483,SOUTH,15.69,2026-03-06
M-01233,NORTH,11.77,2026-01-18
M-01149,SOUTH,15.91,2026-03-01
M-00793,SOUTH,12.83,2026-01-17
M-00864,WEST,11.56,2026-03-04
M-00162,SOUTH,9.96,2026-01-17
M-00874,WEST,18.38,2026-01-15
M-01409,SOUTH,71.62,2026-02-28
M-00982,NORTH,71.94,2026-02-28
M-01037,SOUTH,97.71,2026-01-05
M-01722,WEST,103.53,2026-03-13
M-01064,NORTH,16.78,2026-03-27
M-01787,EAST,20.34,2026-03-20
M-01330,WEST,21.78,2026-03-11
M-01848,SOUTH,89.06,2026-03-29
M-00309,NORTH,17.51,2026-01-11
M-01319,EAST,86.6,2026-02-04
M-00935,NORTH,19.73,2026-03-13
M-01238,WEST,20.42,2026-02-08
M-01474,WEST,13.73,2026-01-04
M-01723,SOUTH,85.16,2026-01-28
M-01126,SOUTH,11.39,2026-02-03
M-00864,WEST,10.31,2026-03-15
M-01234,NORTH,105.2,2026-01-18
M-00251,SOUTH,20.27,2026-03-07
M-01955,NORTH,80.62,2026-03-21
M-00609,SOUTH,15.06,2026-03-25
M-00017,NORTH,15.13,2026-01-28
M-01126,SOUTH,10.94,2026-03-20
M-01250,WEST,103.02,2026-02-25
M-00704,WEST,22.02,2026-01-23
M-01958,NORTH,77.69,2026-01-13
M-00874,WEST,18.82,2026-03-23
M-01195,SOUTH,97.66,2026-02-02
M-01147,EAST,74.5,2026-02-26
M-00162,SOUTH,17.43,2026-02-22
M-01188,SOUTH,14.88,2026-02-10
M-01955,NORTH,90.68,2026-01-03
M-00271,NORTH,20.63,2026-02-04
M-01597,WEST,12.93,2026-02-18
M-00251,SOUTH,15.78,2026-01-09
M-00109,EAST,17.87,2026-03-20
M-01787,EAST,17.85,2026-02-03
M-01787,EAST,19.04,2026-03-27
M-00663,EAST,20.98,2026-01-07
M-00673,NORTH,20.63,2026-02-19
M-00939,WEST,19.27,2026-01-14
M-01194,WEST,83.29,2026-02-06
M-01419,WEST,12.37,2026-02-27
M-01197,SOUTH,14.14,2026-01-17
M-00663,EAST,19.44,2026-03-22
M-00685,EAST,73.54,2026-01-23
M-01958,NORTH,77.27,2026-03-11
M-01257,EAST,82.73,2026-02-14
M-01722,WEST,72.23,2026-01-22
M-00491,WEST,15.54,2026-02-25
M-00874,WEST,12.33,2026-02-20
M-01330,WEST,18.66,2026-02-07
M-00627,SOUTH,91.64,2026-03-18
M-00939,WEST,20.0,2026-02-11
M-01232,SOUTH,99.4,2026-02-08
M-00663,EAST,16.1,2026-03-16
M-00844,WEST,416.97,2026-02-24
M-00568,EAST,14.72,2026-03-10
M-01955,NORTH,79.08,2026-03-26
