meter_id,region,daily_kw,date
M-00150,WEST,111.16,2026-02-26
M-01440,NORTH,76.13,2026-02-27
M-01568,WEST,25.42,2026-02-26
M-01946,SOUTH,92.91,2026-02-14
M-01226,EAST,11.44,2026-02-24
M-01130,WEST,403.24,2026-02-16
M-01939,NORTH,17.9,2026-02-05
M-00073,EAST,438.24,2026-02-16
M-01040,SOUTH,16.32,2026-02-08
M-00622,WEST,15.67,2026-02-26
M-01741,WEST,12.6,2026-02-08
M-01585,NORTH,18.12,2026-02-26
M-01662,EAST,12.77,2026-02-07
M-01397,SOUTH,79.61,2026-02-22
M-01512,NORTH,17.16,2026-02-01
M-01569,WEST,83.65,2026-02-13
M-01425,SOUTH,15.42,2026-02-05
M-00283,WEST,19.22,2026-02-04
M-00897,WEST,24.13,2026-02-04
M-00754,NORTH,13.37,2026-02-12
M-00397,EAST,17.14,2026-02-11
M-00476,EAST,18.36,2026-02-03
M-01206,WEST,434.97,2026-02-01
M-01820,EAST,22.43,2026-02-26
M-01625,WEST,6.98,2026-02-18
M-00031,WEST,339.88,2026-02-28
M-01475,SOUTH,18.41,2026-02-08
M-00260,WEST,17.0,2026-02-15
M-00370,SOUTH,20.41,2026-02-10
M-01342,NORTH,88.21,2026-02-08
M-00599,NORTH,73.56,2026-02-05
M-00251,SOUTH,16.09,2026-02-22
M-00158,SOUTH,84.98,2026-02-03
M-01014,EAST,100.97,2026-02-23
M-01506,NORTH,332.89,2026-02-27
M-00452,EAST,22.69,2026-02-15
M-01461,NORTH,105.71,2026-02-10
M-00600,WEST,10.87,2026-02-28
M-01339,EAST,15.9,2026-02-08
M-01430,EAST,83.31,2026-02-18
M-01032,EAST,110.83,2026-02-04
M-01445,EAST,13.29,2026-02-20
M-00996,EAST,23.24,2026-02-09
M-01724,EAST,20.82,2026-02-17
M-00473,WEST,17.91,2026-02-10
M-00763,NORTH,76.24,2026-02-24
M-01672,SOUTH,529.23,2026-02-26
M-01431,WEST,112.4,2026-02-15
M-01332,SOUTH,16.73,2026-02-25
M-01022,NORTH,18.38,2026-02-27
M-00070,WEST,17.54,2026-02-09
M-01695,EAST,97.36,2026-02-03
M-00123,SOUTH,92.67,2026-02-09
M-00039,WEST,75.06,2026-02-28
M-00784,NORTH,16.19,2026-02-13
M-00777,SOUTH,435.48,2026-02-06
M-01352,NORTH,66.65,2026-02-14
M-00065,EAST,17.2,2026-02-18
M-01563,NORTH,23.47,2026-02-12
M-01546,EAST,366.86,2026-02-11
M-01890,SOUTH,22.11,2026-02-27
M-01211,SOUTH,356.91,2026-02-07
M-01551,EAST,15.25,2026-02-01
M-00889,NORTH,105.16,2026-02-28
M-00876,WEST,17.43,2026-02-26
M-00117,NORTH,9.09,2026-02-26
M-00224,WEST,69.45,2026-02-18
M-01389,WEST,20.79,2026-02-10
M-01759,EAST,14.57,2026-02-18
M-01164,SOUTH,88.78,2026-02-25
M-01063,EAST,91.52,2026-02-09
M-01528,NORTH,472.65,2026-02-08
M-00271,NORTH,17.22,2026-02-01
M-00562,NORTH,14.68,2026-02-03
M-00512,WEST,15.64,2026-02-25
M-00809,NORTH,404.81,2026-02-02
M-01261,WEST,15.44,2026-02-09
M-01603,WEST,99.29,2026-02-21
M-01660,NORTH,79.89,2026-02-25
M-01165,EAST,11.42,2026-02-22
M-00658,EAST,17.85,2026-02-27
M-00948,WEST,19.69,2026-02-01
M-00901,SOUTH,11.14,2026-02-01
M-00984,EAST,12.98,2026-02-21
M-01730,EAST,18.19,2026-02-18
M-01923,NORTH,18.92,2026-02-03
M-00567,NORTH,55.07,2026-02-20
M-00903,WEST,10.58,2026-02-06
M-00529,EAST,12.32,2026-02-25
M-01014,EAST,75.38,2026-02-05
M-00466,NORTH,20.5,2026-02-21
M-01344,NORTH,22.86,2026-02-02
M-00477,NORTH,17.03,2026-02-04
M-01038,NORTH,78.28,2026-02-28
M-00902,SOUTH,16.59,2026-02-19
M-00467,SOUTH,21.13,2026-02-02
M-01950,NORTH,119.64,2026-02-23
M-00034,EAST,83.25,2026-02-22
M-01731,NORTH,19.97,2026-02-28
M-00092,WEST,15.27,2026-02-20
M-00481,NORTH,20.48,2026-02-12
M-00232,EAST,20.03,2026-02-17
M-00159,EAST,19.0,2026-02-08
M-01699,NORTH,21.36,2026-02-27
M-01395,NORTH,97.11,2026-02-14
M-00580,WEST,448.81,2026-02-05
M-00051,NORTH,16.0,2026-02-11
M-01998,EAST,16.41,2026-02-14
M-01838,WEST,13.45,2026-02-21
M-00603,EAST,106.58,2026-02-20
M-00064,SOUTH,16.49,2026-02-06
M-00308,SOUTH,13.1,2026-02-19
M-00053,NORTH,14.2,2026-02-04
M-01047,NORTH,14.9,2026-02-23
M-01600,SOUTH,336.96,2026-02-24
M-00705,EAST,17.82,2026-02-07
M-00776,WEST,14.57,2026-02-27
M-00308,SOUTH,10.69,2026-02-13
M-01562,NORTH,442.26,2026-02-21
M-01916,SOUTH,87.42,2026-02-08
M-01158,WEST,21.81,2026-02-17
M-01504,SOUTH,17.95,2026-02-14
M-01104,EAST,14.67,2026-02-24
M-01635,NORTH,21.83,2026-02-02
M-01244,WEST,378.76,2026-02-16
M-00650,EAST,71.99,2026-02-09
M-00400,WEST,12.71,2026-02-27
M-00674,WEST,15.3,2026-02-08
M-01637,EAST,19.94,2026-02-25
M-00645,WEST,17.72,2026-02-24
M-01992,SOUTH,80.16,2026-02-04
M-01962,SOUTH,72.04,2026-02-14
M-00742,WEST,75.95,2026-02-03
M-01874,NORTH,20.57,2026-02-12
M-01339,EAST,15.67,2026-02-16
M-00858,NORTH,16.19,2026-02-08
M-01167,EAST,18.65,2026-02-27
M-01102,NORTH,16.76,2026-02-08
M-01591,EAST,16.16,2026-02-14
M-01241,WEST,9.63,2026-02-09
M-01630,EAST,81.52,2026-02-10
M-00837,SOUTH,19.14,2026-02-14
M-01035,NORTH,340.82,2026-02-05
M-01583,SOUTH,10.83,2026-02-07
M-01843,NORTH,18.34,2026-02-06
M-00248,SOUTH,17.67,2026-02-14
M-00540,SOUTH,283.12,2026-02-25
M-01522,EAST,15.91,2026-02-04
M-00259,NORTH,485.42,2026-02-28
M-01414,NORTH,87.88,2026-02-06
M-00150,WEST,69.42,2026-02-05
M-00795,NORTH,83.54,2026-02-14
M-00726,WEST,15.18,2026-02-05
M-01459,EAST,19.98,2026-02-10
M-00244,EAST,22.62,2026-02-11
M-01212,NORTH,14.53,2026-02-20
M-01263,EAST,18.82,2026-02-04
M-01513,SOUTH,17.97,2026-02-12
M-01946,SOUTH,100.24,2026-02-15
M-01517,NORTH,15.97,2026-02-27
M-00893,NORTH,18.2,2026-02-10
M-01503,EAST,13.81,2026-02-06
M-01483,NORTH,13.77,2026-02-25
M-01044,WEST,15.33,2026-02-03
M-00312,WEST,369.61,2026-02-01
M-01330,WEST,16.56,2026-02-15
M-00777,SOUTH,350.42,2026-02-11
M-01205,EAST,90.72,2026-02-09
M-01935,WEST,19.86,2026-02-25
M-00699,EAST,19.3,2026-02-02
M-01156,SOUTH,98.41,2026-02-17
M-01729,EAST,15.86,2026-02-14
M-00585,WEST,14.61,2026-02-11
M-01953,WEST,21.02,2026-02-05
M-00086,SOUTH,15.5,2026-02-27
M-01498,EAST,76.07,2026-02-07
M-00882,EAST,17.02,2026-02-17
M-00644,EAST,110.82,2026-02-04
M-00712,EAST,19.13,2026-02-10
M-00997,EAST,94.06,2026-02-15
M-00459,NORTH,16.56,2026-02-06
M-01242,EAST,23.86,2026-02-25
M-00218,EAST,402.59,2026-02-08
M-00424,EAST,16.71,2026-02-18
M-01718,SOUTH,18.02,2026-02-17
M-01849,SOUTH,17.36,2026-02-02
M-01966,WEST,379.66,2026-02-18
M-01001,SOUTH,17.58,2026-02-27
M-01685,SOUTH,11.0,2026-02-01
M-01942,SOUTH,19.61,2026-02-19
M-00874,WEST,16.68,2026-02-24
M-00930,SOUTH,18.48,2026-02-10
M-01881,WEST,78.98,2026-02-04
M-00246,NORTH,57.04,2026-02-15
M-01821,SOUTH,393.17,2026-02-14
M-00281,EAST,18.05,2026-02-09
M-01499,EAST,13.25,2026-02-22
M-00162,SOUTH,13.12,2026-02-24
M-01625,WEST,11.77,2026-02-08
M-01039,SOUTH,15.62,2026-02-11
M-00566,NORTH,15.79,2026-02-15
M-01592,SOUTH,15.63,2026-02-03
M-01448,EAST,73.51,2026-02-23
M-00888,EAST,23.64,2026-02-04
M-01910,WEST,18.65,2026-02-23
M-01724,EAST,15.73,2026-02-18
M-01354,WEST,18.52,2026-02-27
M-01300,EAST,17.49,2026-02-21
M-00017,NORTH,19.71,2026-02-08
M-01932,WEST,19.99,2026-02-08
M-01380,EAST,17.85,2026-02-07
M-01667,EAST,19.54,2026-02-06
M-01503,EAST,17.63,2026-02-16
M-01794,NORTH,19.76,2026-02-03
M-01948,WEST,20.8,2026-02-17
M-00007,WEST,14.49,2026-02-14
M-00138,EAST,10.85,2026-02-16
M-00365,SOUTH,81.91,2026-02-02
M-00857,NORTH,414.94,2026-02-23
M-01196,SOUTH,20.63,2026-02-08
M-01307,EAST,14.07,2026-02-12
M-00369,EAST,86.84,2026-02-10
M-01722,WEST,98.39,2026-02-08
M-01004,EAST,353.86,2026-02-26
M-01291,WEST,10.16,2026-02-13
M-00606,NORTH,16.05,2026-02-04
M-00449,WEST,23.6,2026-02-04
M-01565,NORTH,389.0,2026-02-10
M-00860,NORTH,76.43,2026-02-15
M-00238,SOUTH,101.72,2026-02-06
M-00952,SOUTH,388.99,2026-02-11
M-00816,EAST,75.03,2026-02-23
M-00263,NORTH,103.02,2026-02-25
M-01770,EAST,338.63,2026-02-16
M-01231,WEST,17.75,2026-02-14
M-00549,WEST,82.15,2026-02-17
M-00441,SOUTH,18.2,2026-02-28
M-01581,WEST,17.06,2026-02-11
M-00536,WEST,394.12,2026-02-22
M-00906,WEST,20.45,2026-02-14
M-00817,WEST,19.82,2026-02-09
M-01492,EAST,79.73,2026-02-08
M-00696,SOUTH,89.57,2026-02-21
M-00840,NORTH,15.89,2026-02-08
M-01173,NORTH,8.95,2026-02-06
M-00226,EAST,80.03,2026-02-20
M-01251,EAST,474.01,2026-02-11
M-01947,WEST,20.44,2026-02-24
M-00044,WEST,14.59,2026-02-26
M-00683,WEST,495.5,2026-02-12
M-01571,EAST,14.28,2026-02-25
M-01063,EAST,78.93,2026-02-07
M-00742,WEST,87.37,2026-02-18
M-01098,WEST,92.06,2026-02-13
M-01761,SOUTH,18.63,2026-02-23
M-01866,NORTH,22.81,2026-02-12
M-00679,SOUTH,18.94,2026-02-14
M-01926,NORTH,105.25,2026-02-01
M-00074,SOUTH,24.36,2026-02-28
M-00210,WEST,88.8,2026-02-17
M-00815,SOUTH,16.43,2026-02-26
M-00618,NORTH,18.15,2026-02-01
M-00472,WEST,86.35,2026-02-21
M-00558,SOUTH,75.48,2026-02-24
M-00254,EAST,88.95,2026-02-27
M-00269,SOUTH,14.15,2026-02-27
M-01517,NORTH,18.7,2026-02-09
M-01034,EAST,81.12,2026-02-24
M-01441,SOUTH,84.72,2026-02-25
M-01521,WEST,17.46,2026-02-27
M-01110,NORTH,19.06,2026-02-20
M-01205,EAST,82.21,2026-02-26
M-00802,EAST,481.12,2026-02-07
M-01608,SOUTH,13.34,2026-02-11
M-00871,NORTH,17.91,2026-02-17
M-00940,SOUTH,15.71,2026-02-07
M-00205,SOUTH,101.4,2026-02-09
M-00772,WEST,17.32,2026-02-10
M-00880,SOUTH,87.26,2026-02-03
M-00571,SOUTH,483.36,2026-02-16
M-00583,WEST,16.02,2026-02-23
M-00036,WEST,17.58,2026-02-16
M-01491,EAST,14.91,2026-02-13
M-01464,SOUTH,78.51,2026-02-04
M-00927,SOUTH,17.46,2026-02-08
M-01580,NORTH,413.35,2026-02-08
M-00916,WEST,78.94,2026-02-12
M-00637,SOUTH,18.19,2026-02-11
M-00295,WEST,17.23,2026-02-26
M-01149,SOUTH,17.18,2026-02-06
M-00426,NORTH,498.99,2026-02-28
M-00172,EAST,11.14,2026-02-05
M-00826,SOUTH,19.73,2026-02-20
M-01720,NORTH,71.79,2026-02-19
M-01558,WEST,20.94,2026-02-08
M-00844,WEST,446.59,2026-02-10
M-01517,NORTH,18.37,2026-02-11
M-01412,WEST,82.0,2026-02-19
M-01227,NORTH,19.47,2026-02-14
M-00429,WEST,16.46,2026-02-25
M-01152,SOUTH,14.83,2026-02-26
M-01966,WEST,425.25,2026-02-21
M-00483,SOUTH,14.99,2026-02-11
M-01137,NORTH,18.75,2026-02-28
M-01515,SOUTH,90.24,2026-02-24
M-01433,NORTH,18.62,2026-02-03
M-00770,SOUTH,85.33,2026-02-05
M-01533,EAST,16.4,2026-02-04
M-00341,NORTH,11.33,2026-02-07
M-00080,SOUTH,20.76,2026-02-14
M-01015,SOUTH,15.69,2026-02-06
M-00287,NORTH,10.44,2026-02-24
M-01791,NORTH,83.49,2026-02-18
M-00241,SOUTH,18.18,2026-02-14
M-00603,EAST,101.9,2026-02-24
M-01071,NORTH,16.09,2026-02-11
M-01260,NORTH,16.5,2026-02-12
M-00595,SOUTH,11.58,2026-02-17
M-01403,EAST,20.17,2026-02-07
M-00761,WEST,273.22,2026-02-17
M-01239,WEST,16.17,2026-02-09
M-00677,NORTH,18.32,2026-02-24
M-01475,SOUTH,19.45,2026-02-28
M-01465,EAST,17.29,2026-02-27
M-00971,NORTH,17.3,2026-02-01
M-00964,WEST,19.55,2026-02-03
M-00012,NORTH,17.46,2026-02-10
M-00193,EAST,76.89,2026-02-18
M-00940,SOUTH,21.13,2026-02-11
M-01218,WEST,20.12,2026-02-06
M-00137,EAST,67.69,2026-02-12
M-00707,EAST,9.18,2026-02-21
M-00029,SOUTH,11.49,2026-02-07
M-01778,SOUTH,22.95,2026-02-14
M-01197,SOUTH,11.14,2026-02-24
M-00826,SOUTH,21.55,2026-02-09
M-01150,NORTH,79.6,2026-02-18
M-01214,WEST,11.06,2026-02-05
M-00211,EAST,18.35,2026-02-24
M-01155,EAST,13.1,2026-02-04
M-00260,WEST,14.15,2026-02-26
M-00785,NORTH,82.44,2026-02-11
M-01179,SOUTH,95.51,2026-02-25
M-01980,NORTH,71.17,2026-02-26
M-01510,WEST,9.06,2026-02-28
M-00429,WEST,14.06,2026-02-06
M-00006,NORTH,86.01,2026-02-26
M-01904,WEST,19.87,2026-02-26
M-01260,NORTH,19.91,2026-02-05
M-00001,NORTH,20.4,2026-02-11
M-00160,SOUTH,100.08,2026-02-02
M-00872,WEST,14.48,2026-02-22
M-00967,NORTH,78.02,2026-02-11
M-00494,NORTH,22.32,2026-02-18
M-00806,SOUTH,18.63,2026-02-13
M-00728,EAST,65.27,2026-02-10
M-01718,SOUTH,17.55,2026-02-17
M-01240,EAST,89.7,2026-02-27
M-00439,NORTH,15.21,2026-02-06
M-01457,EAST,76.89,2026-02-05
M-01721,WEST,15.09,2026-02-14
M-01616,SOUTH,79.51,2026-02-09
M-01404,NORTH,15.3,2026-02-04
M-00714,SOUTH,80.15,2026-02-06
M-00052,EAST,15.99,2026-02-28
M-01373,WEST,20.26,2026-02-12
M-01492,EAST,88.69,2026-02-14
M-01886,SOUTH,14.25,2026-02-07
M-00784,NORTH,19.93,2026-02-12
M-00022,SOUTH,104.09,2026-02-07
M-00906,WEST,17.72,2026-02-12
M-00636,NORTH,17.95,2026-02-11
M-00193,EAST,98.01,2026-02-12
M-00027,NORTH,16.39,2026-02-20
M-00560,SOUTH,74.01,2026-02-02
M-00816,EAST,70.41,2026-02-02
M-01425,SOUTH,17.93,2026-02-23
M-01989,EAST,508.25,2026-02-19
M-01687,WEST,104.07,2026-02-01
M-01245,NORTH,8.88,2026-02-21
M-00931,WEST,94.78,2026-02-16
M-01327,SOUTH,21.99,2026-02-25
M-01118,SOUTH,20.06,2026-02-26
M-01256,NORTH,19.58,2026-02-23
M-00314,WEST,17.53,2026-02-23
M-00270,SOUTH,12.56,2026-02-03
M-00860,NORTH,87.45,2026-02-27
M-01306,SOUTH,17.24,2026-02-23
M-00128,SOUTH,98.08,2026-02-11
M-01747,NORTH,19.95,2026-02-07
M-01342,NORTH,84.1,2026-02-20
M-01377,NORTH,15.58,2026-02-28
M-01843,NORTH,19.32,2026-02-11
M-01202,WEST,17.01,2026-02-24
M-01934,SOUTH,11.62,2026-02-12
M-00826,SOUTH,17.34,2026-02-14
M-01716,SOUTH,408.83,2026-02-22
M-01690,SOUTH,80.91,2026-02-25
M-01028,SOUTH,11.9,2026-02-05
M-00909,NORTH,11.25,2026-02-02
M-00565,EAST,89.79,2026-02-20
M-00355,SOUTH,14.03,2026-02-21
M-01530,NORTH,85.54,2026-02-27
M-00561,NORTH,17.82,2026-02-18
M-00719,WEST,16.1,2026-02-04
M-01427,SOUTH,13.96,2026-02-03
M-01160,WEST,23.14,2026-02-15
M-00374,EAST,494.12,2026-02-24
M-00177,SOUTH,383.61,2026-02-06
M-00042,EAST,101.31,2026-02-25
M-00347,WEST,103.14,2026-02-26
M-00943,WEST,18.25,2026-02-03
M-01797,NORTH,20.17,2026-02-24
M-01395,NORTH,81.18,2026-02-21
M-01931,SOUTH,19.64,2026-02-28
M-00272,WEST,104.96,2026-02-10
M-00110,EAST,17.54,2026-02-13
M-00288,EAST,77.32,2026-02-19
M-00647,NORTH,18.26,2026-02-14
M-01810,WEST,13.15,2026-02-07
M-00363,EAST,17.83,2026-02-10
M-00190,WEST,20.9,2026-02-16
M-00728,EAST,70.64,2026-02-19
M-01072,NORTH,21.51,2026-02-15
M-01699,NORTH,17.36,2026-02-21
M-01945,SOUTH,16.48,2026-02-27
M-01199,SOUTH,19.96,2026-02-13
M-01439,NORTH,20.9,2026-02-14
M-00711,SOUTH,461.97,2026-02-21
M-00425,WEST,13.53,2026-02-11
M-01433,NORTH,13.78,2026-02-17
M-00551,NORTH,16.58,2026-02-03
M-01052,SOUTH,18.46,2026-02-25
M-00535,SOUTH,462.87,2026-02-02
M-01889,NORTH,9.47,2026-02-04
M-00974,SOUTH,11.73,2026-02-05
M-00957,WEST,16.46,2026-02-19
M-01349,EAST,21.12,2026-02-19
M-01846,NORTH,17.44,2026-02-02
M-00735,EAST,90.38,2026-02-28
M-01846,NORTH,19.66,2026-02-01
M-00690,SOUTH,20.58,2026-02-21
M-01850,SOUTH,89.62,2026-02-04
M-00334,EAST,96.08,2026-02-15
M-01120,SOUTH,18.04,2026-02-06
M-01263,EAST,15.1,2026-02-15
M-01216,WEST,385.12,2026-02-19
M-00970,WEST,13.89,2026-02-27
M-00499,SOUTH,17.39,2026-02-09
M-00989,SOUTH,14.39,2026-02-22
M-00822,NORTH,113.4,2026-02-10
M-00480,EAST,92.32,2026-02-25
M-01915,NORTH,13.48,2026-02-17
M-00552,SOUTH,19.78,2026-02-19
M-00821,SOUTH,21.18,2026-02-19
M-01889,NORTH,12.38,2026-02-10
M-01816,EAST,24.31,2026-02-20
M-00407,SOUTH,16.6,2026-02-19
M-01540,WEST,19.67,2026-02-05
M-01966,WEST,461.32,2026-02-02
M-01988,NORTH,380.94,2026-02-03
M-01642,SOUTH,519.99,2026-02-12
M-00940,SOUTH,18.06,2026-02-13
M-00303,EAST,18.1,2026-02-07
M-01809,EAST,83.35,2026-02-06
M-00484,EAST,19.05,2026-02-28
M-00417,EAST,19.71,2026-02-14
M-01403,EAST,19.09,2026-02-18
M-01732,NORTH,74.78,2026-02-25
M-00706,WEST,470.98,2026-02-04
M-00965,WEST,77.36,2026-02-18
M-01870,NORTH,14.14,2026-02-16
M-01369,SOUTH,20.07,2026-02-13
M-01563,NORTH,14.31,2026-02-04
M-00794,SOUTH,15.37,2026-02-05
M-00819,WEST,23.74,2026-02-25
M-00670,EAST,93.76,2026-02-10
M-00870,NORTH,14.04,2026-02-20
M-00807,WEST,485.66,2026-02-18
M-01517,NORTH,19.36,2026-02-19
M-00056,SOUTH,19.27,2026-02-08
M-00482,EAST,16.89,2026-02-12
M-00742,WEST,84.28,2026-02-11
M-01228,WEST,84.99,2026-02-25
M-00816,EAST,80.76,2026-02-03
M-00385,EAST,79.49,2026-02-02
M-00433,NORTH,15.74,2026-02-10
M-01340,SOUTH,89.59,2026-02-06
M-00872,WEST,11.61,2026-02-05
M-01682,EAST,20.61,2026-02-16
M-00072,NORTH,20.73,2026-02-09
M-00335,NORTH,403.01,2026-02-13
M-01398,EAST,19.52,2026-02-17
M-00170,NORTH,15.39,2026-02-12
M-01406,WEST,22.32,2026-02-24
M-01646,EAST,21.2,2026-02-26
M-00026,SOUTH,77.99,2026-02-06
M-00787,WEST,21.2,2026-02-22
M-00932,WEST,11.18,2026-02-01
M-00823,SOUTH,18.6,2026-02-14
M-01580,NORTH,404.08,2026-02-02
M-01299,EAST,19.97,2026-02-04
M-01237,WEST,18.96,2026-02-26
M-00764,EAST,71.8,2026-02-25
M-00970,WEST,16.3,2026-02-23
M-00748,EAST,20.88,2026-02-04
M-01609,NORTH,100.59,2026-02-06
M-00786,NORTH,17.6,2026-02-28
M-01382,SOUTH,19.43,2026-02-03
M-01914,SOUTH,19.98,2026-02-23
M-01209,EAST,19.6,2026-02-09
M-01491,EAST,15.12,2026-02-28
M-00932,WEST,20.1,2026-02-14
M-00249,WEST,18.66,2026-02-28
M-01003,SOUTH,67.05,2026-02-15
M-01406,WEST,22.2,2026-02-12
M-00517,SOUTH,11.21,2026-02-14
M-01678,SOUTH,19.93,2026-02-01
M-01112,EAST,445.63,2026-02-09
M-00036,WEST,20.29,2026-02-15
M-00665,WEST,15.61,2026-02-10
M-00732,NORTH,15.26,2026-02-24
M-00075,WEST,17.85,2026-02-18
M-00173,WEST,75.38,2026-02-18
M-00194,WEST,82.38,2026-02-05
M-00883,EAST,14.22,2026-02-09
M-00708,SOUTH,17.24,2026-02-15
M-01691,EAST,16.13,2026-02-27
M-01910,WEST,19.5,2026-02-24
M-00084,WEST,14.83,2026-02-03
M-00669,NORTH,101.98,2026-02-12
M-01483,NORTH,18.88,2026-02-21
M-01664,EAST,12.42,2026-02-04
M-00162,SOUTH,15.41,2026-02-11
M-01900,SOUTH,17.99,2026-02-21
M-00046,SOUTH,15.17,2026-02-06
M-01947,WEST,17.83,2026-02-24
M-01809,EAST,103.53,2026-02-03
M-01714,WEST,22.68,2026-02-14
M-01170,EAST,16.96,2026-02-09
M-00621,NORTH,12.72,2026-02-20
M-00500,SOUTH,11.69,2026-02-23
M-01637,EAST,15.85,2026-02-02
M-01558,WEST,20.17,2026-02-14
M-00563,NORTH,17.35,2026-02-24
M-01028,SOUTH,10.93,2026-02-22
M-00094,NORTH,16.63,2026-02-20
M-00584,EAST,443.69,2026-02-09
M-00011,EAST,19.25,2026-02-14
M-01346,NORTH,22.54,2026-02-05
M-00563,NORTH,13.36,2026-02-09
M-01301,EAST,19.12,2026-02-11
M-00199,NORTH,18.67,2026-02-08
M-00453,EAST,104.78,2026-02-03
M-01253,WEST,17.49,2026-02-10
M-00944,SOUTH,14.33,2026-02-19
M-00862,EAST,15.21,2026-02-21
M-00975,SOUTH,16.1,2026-02-18
M-00026,SOUTH,78.66,2026-02-11
M-00911,NORTH,468.94,2026-02-05
M-00947,WEST,17.91,2026-02-28
M-01429,EAST,76.24,2026-02-06
M-01379,SOUTH,11.98,2026-02-13
M-01746,EAST,436.13,2026-02-19
M-01982,EAST,73.9,2026-02-03
