meter_id,region,daily_kw,date
M-00145,WEST,20.87,2026-03-15
M-00406,NORTH,18.37,2026-03-14
M-00150,WEST,81.63,2026-03-09
M-01095,SOUTH,23.9,2026-03-08
M-01574,SOUTH,14.0,2026-03-28
,WEST,185.46,2026-03-25
M-00356,WEST,15.13,2026-03-03
M-00116,WEST,89.93,2026-03-30
M-01204,NORTH,18.34,2026-03-10
M-00245,EAST,16.93,2026-03-08
M-00099,NORTH,23.91,2026-03-17
M-01934,SOUTH,15.45,2026-03-26
M-00621,NORTH,15.57,2026-03-10
M-01099,WEST,13.04,2026-03-26
M-01318,SOUTH,79.26,2026-03-03
M-01875,EAST,88.28,2026-03-04
M-00116,WEST,77.7,2026-03-25
M-00789,NORTH,21.59,2026-03-08
M-01509,NORTH,23.13,2026-03-28
M-00363,EAST,17.45,2026-03-17
M-01001,SOUTH,17.95,2026-03-05
M-00469,EAST,18.8,2026-03-28
M-01426,EAST,90.64,2026-03-19
M-00961,WEST,85.21,2026-03-04
M-01313,SOUTH,92.91,2026-03-21
M-01211,SOUTH,475.97,2026-03-01
M-00030,EAST,19.08,2026-03-26
M-00137,EAST,65.49,2026-03-29
M-01485,EAST,16.65,2026-03-12
M-01348,SOUTH,17.11,2026-03-25
M-01516,EAST,9.06,2026-03-06
M-00906,WEST,18.52,2026-03-03
M-01426,EAST,87.47,2026-03-27
M-01465,EAST,16.31,2026-03-01
M-01513,SOUTH,19.53,2026-03-25
,WEST,388.66,2026-03-25
M-01703,WEST,16.64,2026-03-08
M-00656,WEST,16.16,2026-03-29
M-00139,EAST,14.56,2026-03-12
M-00981,SOUTH,478.89,2026-03-05
M-01359,NORTH,421.03,2026-03-21
M-01274,EAST,19.51,2026-03-12
M-00224,WEST,107.43,2026-03-28
M-00505,SOUTH,14.96,2026-03-12
M-01320,SOUTH,11.77,2026-03-28
M-01090,WEST,18.9,2026-03-12
M-01455,NORTH,19.44,2026-03-04
M-00598,EAST,17.23,2026-03-09
M-01032,EAST,88.02,2026-03-01
M-00021,EAST,21.21,2026-03-26
M-01846,NORTH,16.41,2026-03-02
M-01785,WEST,77.77,2026-03-04
M-00139,EAST,15.04,2026-03-22
M-00131,NORTH,19.32,2026-03-17
M-01844,WEST,20.4,2026-03-22
M-01667,EAST,16.92,2026-03-05
M-00889,NORTH,95.46,2026-03-13
M-00203,WEST,19.47,2026-03-10
,SOUTH,101.27,2026-03-19
M-01532,EAST,14.86,2026-03-30
M-01439,NORTH,19.55,2026-03-06
M-00493,NORTH,17.32,2026-03-08
M-01514,EAST,62.81,2026-03-30
M-01150,NORTH,97.4,2026-03-29
M-00920,EAST,19.44,2026-03-28
M-00595,SOUTH,9.99,2026-03-29
M-00839,WEST,77.52,2026-03-21
M-01165,EAST,13.52,2026-03-23
M-00468,SOUTH,21.39,2026-03-26
M-00093,SOUTH,85.4,2026-03-16
M-01032,EAST,87.67,2026-03-10
M-01933,NORTH,21.43,2026-03-26
M-00049,SOUTH,19.14,2026-03-27
M-00454,NORTH,444.78,2026-03-31
M-01844,WEST,16.43,2026-03-30
M-00360,NORTH,10.14,2026-03-13
M-00839,WEST,84.52,2026-03-10
M-00643,WEST,310.19,2026-03-22
M-01848,SOUTH,63.31,2026-03-30
M-00245,EAST,15.61,2026-03-14
M-01728,SOUTH,19.6,2026-03-11
M-01249,NORTH,16.89,2026-03-16
M-00137,EAST,98.75,2026-03-19
M-00536,WEST,450.28,2026-03-20
M-00852,NORTH,16.2,2026-03-06
M-01358,NORTH,437.53,2026-03-03
M-01006,WEST,17.01,2026-03-05
M-01261,WEST,23.02,2026-03-26
M-01532,EAST,14.19,2026-03-02
,SOUTH,21.18,2026-03-10
M-00810,SOUTH,15.39,2026-03-23
M-01285,SOUTH,59.29,2026-03-03
,EAST,168.42,2026-03-02
M-00278,SOUTH,102.55,2026-03-27
M-00058,SOUTH,83.69,2026-03-29
M-00893,NORTH,20.83,2026-03-20
M-00808,SOUTH,20.27,2026-03-27
M-01081,NORTH,14.26,2026-03-09
M-00388,NORTH,19.46,2026-03-04
M-00454,NORTH,413.99,2026-03-28
M-00643,WEST,405.09,2026-03-23
M-01137,NORTH,15.97,2026-03-10
M-00671,WEST,20.5,2026-03-14
M-01015,SOUTH,19.44,2026-03-22
M-01256,NORTH,12.97,2026-03-15
M-01170,EAST,18.91,2026-03-29
M-01007,SOUTH,18.22,2026-03-15
M-01551,EAST,17.51,2026-03-11
M-01562,NORTH,475.49,2026-03-14
M-01320,SOUTH,17.7,2026-03-23
M-01707,WEST,15.73,2026-03-21
,SOUTH,198.44,2026-03-12
M-01864,EAST,20.64,2026-03-13
M-00293,EAST,13.91,2026-03-15
M-00376,WEST,12.75,2026-03-15
M-01872,EAST,12.74,2026-03-24
M-01099,WEST,9.53,2026-03-25
M-01102,NORTH,12.3,2026-03-01
M-01514,EAST,97.68,2026-03-16
M-00021,EAST,17.21,2026-03-05
,SOUTH,123.81,2026-03-20
M-00468,SOUTH,21.6,2026-03-14
,NORTH,317.61,2026-03-23
M-00920,EAST,15.63,2026-03-11
,WEST,386.93,2026-03-17
M-01828,SOUTH,75.74,2026-03-24
M-00799,WEST,21.44,2026-03-17
M-00030,EAST,21.71,2026-03-20
M-01719,SOUTH,17.85,2026-03-15
M-00411,SOUTH,15.71,2026-03-15
,EAST,13.87,2026-03-19
M-01178,NORTH,26.86,2026-03-16
M-01424,EAST,110.49,2026-03-20
M-00635,EAST,15.42,2026-03-27
M-00178,WEST,82.52,2026-03-28
,SOUTH,335.87,2026-03-19
M-00493,NORTH,23.67,2026-03-01
M-01719,SOUTH,18.88,2026-03-08
M-00536,WEST,535.13,2026-03-02
M-00799,WEST,12.35,2026-03-31
M-01223,NORTH,16.73,2026-03-28
M-01394,NORTH,87.23,2026-03-16
M-01866,NORTH,14.04,2026-03-18
M-00320,WEST,18.98,2026-03-30
M-00598,EAST,12.78,2026-03-24
M-00947,WEST,17.75,2026-03-14
M-00093,SOUTH,83.21,2026-03-31
M-00892,EAST,21.08,2026-03-09
M-01227,NORTH,21.27,2026-03-22
M-01313,SOUTH,92.15,2026-03-06
M-00320,WEST,16.98,2026-03-10
M-00411,SOUTH,17.31,2026-03-05
M-00491,WEST,17.18,2026-03-31
M-00678,WEST,19.29,2026-03-15
M-01223,NORTH,17.71,2026-03-25
M-00700,EAST,78.65,2026-03-22
M-00278,SOUTH,86.41,2026-03-12
M-01596,SOUTH,20.18,2026-03-18
M-00734,SOUTH,22.38,2026-03-30
M-01564,SOUTH,19.6,2026-03-11
M-00700,EAST,84.62,2026-03-07
M-01673,SOUTH,23.2,2026-03-26
M-01005,NORTH,18.98,2026-03-26
M-00343,EAST,86.94,2026-03-21
M-01090,WEST,19.7,2026-03-24
M-00898,NORTH,10.14,2026-03-11
M-01513,SOUTH,16.94,2026-03-29
,WEST,98.1,2026-03-19
M-00920,EAST,16.34,2026-03-27
,EAST,431.69,2026-03-03
M-00874,WEST,15.75,2026-03-20
M-00992,EAST,72.95,2026-03-18
M-00848,WEST,16.31,2026-03-04
M-01864,EAST,18.87,2026-03-08
M-00587,NORTH,14.25,2026-03-10
,NORTH,32.18,2026-03-10
M-01081,NORTH,10.9,2026-03-05
M-01957,SOUTH,13.32,2026-03-03
M-01419,WEST,13.38,2026-03-10
M-00984,EAST,12.7,2026-03-10
M-01934,SOUTH,22.26,2026-03-20
M-00773,WEST,13.43,2026-03-12
M-00493,NORTH,18.27,2026-03-04
M-00092,WEST,15.65,2026-03-19
M-01463,NORTH,20.22,2026-03-25
M-00360,NORTH,12.47,2026-03-30
M-01847,NORTH,23.01,2026-03-18
M-01320,SOUTH,15.84,2026-03-22
M-00343,EAST,85.05,2026-03-30
M-01934,SOUTH,17.22,2026-03-22
M-01359,NORTH,438.29,2026-03-31
M-00049,SOUTH,18.91,2026-03-29
M-00469,EAST,19.01,2026-03-04
M-00598,EAST,15.43,2026-03-29
M-00579,EAST,17.13,2026-03-30
M-01005,NORTH,19.49,2026-03-21
M-00469,EAST,18.84,2026-03-06
M-01032,EAST,104.62,2026-03-08
M-01967,WEST,366.32,2026-03-19
M-01688,NORTH,13.0,2026-03-16
M-01080,NORTH,14.64,2026-03-13
M-00030,EAST,19.59,2026-03-10
M-01933,NORTH,20.74,2026-03-19
M-00782,NORTH,17.54,2026-03-20
M-01020,WEST,82.38,2026-03-20
M-01150,NORTH,75.57,2026-03-13
M-01412,WEST,78.97,2026-03-27
M-00797,WEST,14.7,2026-03-31
M-01401,WEST,17.53,2026-03-08
M-00808,SOUTH,16.1,2026-03-22
M-00937,SOUTH,17.78,2026-03-01
M-00214,EAST,91.15,2026-03-27
M-01465,EAST,19.44,2026-03-05
M-01020,WEST,90.4,2026-03-28
M-01957,SOUTH,15.64,2026-03-09
M-01074,SOUTH,13.5,2026-03-28
M-00366,NORTH,16.66,2026-03-22
M-00032,WEST,19.12,2026-03-16
M-00799,WEST,16.1,2026-03-14
M-01154,EAST,12.53,2026-03-26
M-01080,NORTH,17.97,2026-03-07
M-00320,WEST,14.71,2026-03-05
M-00621,NORTH,17.6,2026-03-26
M-01439,NORTH,18.2,2026-03-19
M-00866,WEST,76.41,2026-03-23
M-00378,NORTH,15.68,2026-03-31
M-01313,SOUTH,71.41,2026-03-05
,SOUTH,324.38,2026-03-13
M-01320,SOUTH,18.36,2026-03-17
M-00629,NORTH,497.66,2026-03-17
M-00892,EAST,20.75,2026-03-09
M-01574,SOUTH,19.37,2026-03-01
M-00049,SOUTH,13.74,2026-03-08
M-01412,WEST,92.87,2026-03-22
M-00688,WEST,13.77,2026-03-26
M-01975,EAST,8.55,2026-03-01
M-00121,EAST,295.39,2026-03-11
M-00116,WEST,74.8,2026-03-16
M-01007,SOUTH,19.19,2026-03-24
M-00587,NORTH,17.96,2026-03-19
M-00671,WEST,22.88,2026-03-22
M-00131,NORTH,16.88,2026-03-16
M-00093,SOUTH,82.76,2026-03-11
,EAST,181.66,2026-03-25
M-01414,NORTH,71.48,2026-03-18
,NORTH,56.08,2026-03-29
M-01957,SOUTH,18.12,2026-03-28
,WEST,209.12,2026-03-24
M-00411,SOUTH,16.64,2026-03-24
M-01572,EAST,12.35,2026-03-04
,NORTH,459.51,2026-03-14
M-00762,SOUTH,14.47,2026-03-29
M-00848,WEST,13.56,2026-03-30
M-01249,NORTH,19.71,2026-03-20
M-01256,NORTH,19.14,2026-03-02
M-01693,NORTH,14.18,2026-03-23
M-00496,NORTH,80.24,2026-03-27
M-01957,SOUTH,18.94,2026-03-17
M-00688,WEST,17.19,2026-03-09
,EAST,467.65,2026-03-25
M-01514,EAST,90.69,2026-03-21
M-00799,WEST,18.21,2026-03-07
M-01112,EAST,421.9,2026-03-06
M-01395,NORTH,88.86,2026-03-07
M-00074,SOUTH,20.73,2026-03-20
M-01249,NORTH,19.11,2026-03-24
M-01740,SOUTH,14.96,2026-03-25
M-00223,WEST,21.37,2026-03-05
M-00356,WEST,17.67,2026-03-12
,SOUTH,343.8,2026-03-29
M-00918,EAST,85.26,2026-03-25
M-01551,EAST,18.74,2026-03-08
M-00099,NORTH,19.06,2026-03-09
M-00802,EAST,477.76,2026-03-29
M-01785,WEST,74.54,2026-03-11
M-01112,EAST,460.19,2026-03-22
M-01947,WEST,14.81,2026-03-14
M-01811,EAST,83.2,2026-03-07
M-00121,EAST,468.09,2026-03-07
M-01358,NORTH,429.95,2026-03-03
M-00992,EAST,70.89,2026-03-26
M-01342,NORTH,87.51,2026-03-31
M-00314,WEST,22.16,2026-03-16
M-00899,WEST,392.87,2026-03-02
M-00514,EAST,307.16,2026-03-29
M-01611,EAST,85.25,2026-03-28
M-01551,EAST,18.87,2026-03-08
M-00278,SOUTH,76.59,2026-03-09
M-01847,NORTH,20.84,2026-03-05
M-00203,WEST,13.27,2026-03-07
M-01946,SOUTH,95.9,2026-03-23
M-00431,EAST,19.75,2026-03-14
M-00947,WEST,20.34,2026-03-03
M-01800,NORTH,66.3,2026-03-28
M-01864,EAST,18.99,2026-03-25
,NORTH,388.78,2026-03-23
,NORTH,46.4,2026-03-06
M-01785,WEST,101.99,2026-03-16
M-00892,EAST,20.01,2026-03-15
M-00514,EAST,407.02,2026-03-21
M-00984,EAST,11.51,2026-03-24
M-01596,SOUTH,16.45,2026-03-26
M-00291,WEST,102.58,2026-03-25
M-00356,WEST,22.25,2026-03-20
M-01888,EAST,478.73,2026-03-16
M-00652,EAST,18.91,2026-03-06
M-00320,WEST,17.42,2026-03-17
M-01211,SOUTH,392.22,2026-03-17
M-00984,EAST,13.86,2026-03-02
M-00491,WEST,15.05,2026-03-13
M-00848,WEST,13.21,2026-03-03
M-01574,SOUTH,17.76,2026-03-13
M-01015,SOUTH,19.52,2026-03-14
M-01875,EAST,46.12,2026-03-12
M-00810,SOUTH,17.39,2026-03-10
M-01348,SOUTH,17.44,2026-03-23
,WEST,31.25,2026-03-07
M-00779,WEST,18.56,2026-03-15
M-00086,SOUTH,12.44,2026-03-31
M-01165,EAST,8.9,2026-03-06
M-01154,EAST,11.94,2026-03-04
M-01412,WEST,88.93,2026-03-27
M-00802,EAST,508.89,2026-03-09
M-00595,SOUTH,10.5,2026-03-31
M-00621,NORTH,15.08,2026-03-29
M-01574,SOUTH,17.1,2026-03-07
M-01688,NORTH,17.03,2026-03-09
M-01439,NORTH,17.83,2026-03-05
M-01274,EAST,17.51,2026-03-21
M-01169,EAST,14.76,2026-03-14
M-00121,EAST,423.01,2026-03-23
M-00030,EAST,20.81,2026-03-14
M-01455,NORTH,19.99,2026-03-15
M-00326,WEST,17.5,2026-03-10
M-00326,WEST,21.61,2026-03-12
