meter_id,daily_kw,date,region,substation_id
M-00040,2632.5,2026-03-13,NORTH_COAST,SUB-031
M-00041,206.0,2026-03-03,WEST,SUB-023
M-00042,1922.2,2026-03-08,NORTH_COAST,SUB-027
M-00043,3093.2,2026-03-12,NORTH_INLAND,SUB-010
M-00044,2216.5,2026-03-03,NORTH_COAST,SUB-036
M-00045,2380.7,2026-03-11,EAST,SUB-022
M-00046,1467.1,2026-03-02,EAST_COAST,SUB-018
M-00047,3619.2,2026-03-01,SOUTH,SUB-039
M-00048,2413.6,2026-03-03,WEST_INLAND,SUB-023
M-00049,3890.1,2026-03-05,NORTH_COAST,SUB-001
M-00050,3175.0,2026-03-09,EAST_COAST,SUB-022
M-00051,1403.9,2026-03-10,WEST,SUB-019
M-00052,1772.6,2026-03-04,WEST,SUB-024
M-00053,2410.8,2026-03-14,SOUTH_INLAND,SUB-037
M-00054,2058.6,2026-03-09,NORTH,SUB-029
M-00055,3748.9,2026-03-04,NORTH_COAST,SUB-038
M-00056,2205.3,2026-03-05,NORTH_COAST,SUB-005
M-00057,1359.1,2026-03-11,NORTH_COAST,SUB-014
M-00058,2770.4,2026-03-03,NORTH_COAST,SUB-028
M-00059,2770.0,2026-03-12,NORTH_COAST,SUB-031
M-00060,4005.2,2026-03-11,NORTH_COAST,SUB-026
M-00061,253.0,2026-03-06,WEST_INLAND,SUB-012
M-00062,1800.7,2026-03-11,SOUTH,SUB-039
M-00063,2839.0,2026-03-04,NORTH_COAST,SUB-009
M-00064,3514.9,2026-03-08,NORTH,SUB-026
M-00065,972.9,2026-03-09,EAST_COAST,SUB-034
M-00066,330.3,2026-03-07,NORTH_COAST,SUB-034
M-00067,476.3,2026-03-07,EAST,SUB-013
M-00068,3662.7,2026-03-02,EAST_INLAND,SUB-020
M-00069,245.6,2026-03-05,NORTH_COAST,SUB-010
M-00070,1950.0,2026-03-02,SOUTH_COAST,SUB-026
M-00071,1821.3,2026-03-02,SOUTH,SUB-021
M-00072,679.7,2026-03-03,NORTH_INLAND,SUB-030
M-00073,3230.5,2026-03-14,NORTH_COAST,SUB-006
M-00074,151.8,2026-03-05,SOUTH,SUB-009
M-00075,4119.9,2026-03-06,WEST_INLAND,SUB-011
M-00076,721.0,2026-03-02,NORTH_COAST,SUB-032
M-00077,3548.0,2026-03-05,NORTH_COAST,SUB-020
M-00078,1900.1,2026-03-14,NORTH,SUB-038
M-00079,1187.2,2026-03-10,NORTH_COAST,SUB-015
M-00080,3926.0,2026-03-07,NORTH_COAST,SUB-020
M-00081,2118.1,2026-03-04,NORTH,SUB-033
M-00082,4183.1,2026-03-01,NORTH_INLAND,SUB-035
M-00083,3976.3,2026-03-03,SOUTH_COAST,SUB-020
M-00084,3671.5,2026-03-06,NORTH_COAST,SUB-023
M-00085,4131.1,2026-03-09,EAST_INLAND,SUB-036
M-00086,3433.6,2026-03-08,NORTH_COAST,SUB-031
M-00087,1353.8,2026-03-01,NORTH_COAST,SUB-032
M-00088,3798.1,2026-03-01,NORTH_COAST,SUB-021
M-00089,3574.8,2026-03-11,NORTH_COAST,SUB-002
M-00090,393.0,2026-03-13,NORTH_COAST,SUB-001
M-00091,2870.4,2026-03-08,WEST,SUB-005
M-00092,1029.9,2026-03-01,EAST,SUB-003
M-00093,3840.7,2026-03-02,NORTH_COAST,SUB-024
M-00094,1878.2,2026-03-11,NORTH,SUB-005
M-00095,2114.3,2026-03-12,NORTH_COAST,SUB-004
M-00096,591.6,2026-03-12,NORTH_COAST,SUB-020
M-00097,1505.7,2026-03-09,NORTH_COAST,SUB-014
M-00098,1830.5,2026-03-13,NORTH_COAST,SUB-024
M-00099,3126.9,2026-03-06,NORTH_COAST,SUB-004
M-00100,3896.2,2026-03-09,EAST,SUB-029
M-00101,1239.9,2026-03-05,NORTH_INLAND,SUB-003
M-00102,723.5,2026-03-10,NORTH_COAST,SUB-021
M-00103,2251.2,2026-03-03,NORTH_COAST,SUB-018
M-00104,1324.7,2026-03-04,NORTH_INLAND,SUB-025
M-00105,2953.0,2026-03-05,WEST_INLAND,SUB-020
M-00106,3963.0,2026-03-13,NORTH_COAST,SUB-008
M-00107,415.3,2026-03-07,WEST_INLAND,SUB-024
M-00108,2450.1,2026-03-05,SOUTH_COAST,SUB-036
M-00109,653.5,2026-03-11,NORTH_COAST,SUB-011
M-00110,3296.4,2026-03-03,NORTH_COAST,SUB-021
M-00111,771.1,2026-03-03,NORTH_COAST,SUB-038
M-00112,2870.4,2026-03-13,NORTH_COAST,SUB-016
M-00113,4087.0,2026-03-01,NORTH,SUB-009
M-00114,2994.7,2026-03-08,WEST,SUB-003
M-00115,2341.1,2026-03-14,SOUTH,SUB-023
M-00116,3374.3,2026-03-04,NORTH_COAST,SUB-005
M-00117,1674.7,2026-03-07,NORTH_COAST,SUB-036
M-00118,2292.1,2026-03-06,WEST,SUB-008
M-00119,2450.3,2026-03-03,NORTH_COAST,SUB-003
M-00120,738.9,2026-03-01,NORTH_COAST,SUB-016
M-00121,1903.9,2026-03-09,NORTH_COAST,SUB-037
M-00122,974.4,2026-03-13,NORTH,SUB-023
M-00123,822.2,2026-03-01,EAST,SUB-040
M-00124,3065.9,2026-03-09,EAST_COAST,SUB-029
M-00125,632.0,2026-03-03,NORTH_COAST,SUB-007
M-00126,1697.9,2026-03-02,NORTH_COAST,SUB-037
M-00127,2196.6,2026-03-05,SOUTH_INLAND,SUB-032
M-00128,1078.7,2026-03-13,NORTH_INLAND,SUB-013
M-00129,1863.4,2026-03-09,NORTH_COAST,SUB-004
M-00130,4031.5,2026-03-14,WEST_COAST,SUB-036
M-00131,1493.2,2026-03-04,NORTH_COAST,SUB-038
M-00132,329.5,2026-03-04,WEST,SUB-022
M-00133,2698.5,2026-03-02,NORTH_COAST,SUB-014
M-00134,560.0,2026-03-08,NORTH_COAST,SUB-038
M-00135,1684.0,2026-03-09,EAST,SUB-007
M-00136,1007.0,2026-03-14,NORTH_COAST,SUB-007
M-00137,1498.4,2026-03-02,NORTH_COAST,SUB-007
M-00138,752.2,2026-03-05,EAST,SUB-026
M-00139,584.2,2026-03-09,NORTH_COAST,SUB-020
M-00140,1501.0,2026-03-09,WEST,SUB-026
M-00141,4199.8,2026-03-06,NORTH_COAST,SUB-003
M-00142,697.2,2026-03-06,NORTH_COAST,SUB-005
M-00143,3232.1,2026-03-09,NORTH_COAST,SUB-012
M-00144,3054.8,2026-03-04,EAST,SUB-015
M-00145,2379.8,2026-03-13,WEST_INLAND,SUB-035
M-00146,1360.5,2026-03-04,NORTH_COAST,SUB-004
M-00147,708.7,2026-03-04,EAST_INLAND,SUB-012
M-00148,413.3,2026-03-14,NORTH_COAST,SUB-008
M-00149,1793.9,2026-03-11,WEST_INLAND,SUB-012
M-00150,1923.5,2026-03-03,NORTH_COAST,SUB-001
M-00151,1252.1,2026-03-13,NORTH_INLAND,SUB-009
M-00152,4019.6,2026-03-03,NORTH_COAST,SUB-037
M-00153,2244.9,2026-03-07,NORTH_COAST,SUB-001
M-00154,1783.2,2026-03-13,NORTH_COAST,SUB-013
M-00155,463.9,2026-03-06,NORTH_COAST,SUB-012
M-00156,2272.1,2026-03-13,NORTH_COAST,SUB-005
M-00157,4104.1,2026-03-05,NORTH_COAST,SUB-037
M-00158,3607.9,2026-03-08,NORTH_COAST,SUB-023
M-00159,4006.2,2026-03-11,NORTH,SUB-020
M-00160,1881.7,2026-03-01,NORTH_COAST,SUB-013
M-00161,2844.7,2026-03-14,EAST,SUB-019
M-00162,1318.0,2026-03-14,NORTH_COAST,SUB-017
M-00163,826.6,2026-03-12,EAST,SUB-036
M-00164,1492.7,2026-03-07,NORTH_COAST,SUB-034
M-00165,2870.6,2026-03-09,NORTH,SUB-033
M-00166,1583.8,2026-03-09,EAST_COAST,SUB-036
M-00167,4181.5,2026-03-06,EAST_COAST,SUB-003
M-00168,2768.4,2026-03-14,NORTH_COAST,SUB-002
M-00169,199.9,2026-03-07,EAST,SUB-026
M-00170,780.9,2026-03-08,NORTH_COAST,SUB-002
M-00171,366.5,2026-03-02,WEST,SUB-037
M-00172,723.9,2026-03-03,NORTH_COAST,SUB-030
M-00173,1626.5,2026-03-05,NORTH_COAST,SUB-003
M-00174,2889.9,2026-03-11,NORTH_INLAND,SUB-016
M-00175,2280.4,2026-03-12,NORTH_INLAND,SUB-033
M-00176,1324.7,2026-03-04,NORTH_COAST,SUB-015
M-00177,2575.6,2026-03-03,EAST,SUB-017
M-00178,2830.7,2026-03-07,EAST_INLAND,SUB-016
M-00179,2224.6,2026-03-01,NORTH_COAST,SUB-034
M-00180,730.5,2026-03-10,WEST_INLAND,SUB-020
M-00181,462.2,2026-03-12,NORTH,SUB-004
M-00182,4128.9,2026-03-04,SOUTH_COAST,SUB-009
M-00183,3144.0,2026-03-14,NORTH_COAST,SUB-021
M-00184,1798.6,2026-03-04,NORTH_COAST,SUB-006
M-00185,1692.6,2026-03-03,WEST_INLAND,SUB-032
M-00186,2664.4,2026-03-07,NORTH_COAST,SUB-019
M-00187,1678.4,2026-03-05,NORTH_COAST,SUB-018
M-00188,2518.9,2026-03-03,WEST_INLAND,SUB-037
M-00189,2994.7,2026-03-03,SOUTH_INLAND,SUB-006
M-00190,3958.3,2026-03-06,EAST_INLAND,SUB-028
M-00191,3600.3,2026-03-14,NORTH_COAST,SUB-020
M-00192,216.0,2026-03-01,NORTH_COAST,SUB-004
M-00193,3333.3,2026-03-06,NORTH_COAST,SUB-009
M-00194,835.4,2026-03-06,WEST_COAST,SUB-004
M-00195,3118.8,2026-03-01,EAST_INLAND,SUB-010
M-00196,2652.2,2026-03-14,EAST,SUB-017
M-00197,1338.3,2026-03-08,NORTH_COAST,SUB-013
M-00198,1990.4,2026-03-08,NORTH_COAST,SUB-040
M-00199,4041.0,2026-03-04,EAST_COAST,SUB-040
M-00200,1329.5,2026-03-10,SOUTH,SUB-014
M-00201,686.7,2026-03-03,SOUTH_COAST,SUB-030
M-00202,1553.5,2026-03-10,EAST,SUB-026
M-00203,2308.7,2026-03-12,EAST_INLAND,SUB-033
M-00204,1057.9,2026-03-03,NORTH_COAST,SUB-022
M-00205,525.5,2026-03-06,WEST_COAST,SUB-037
M-00206,1860.2,2026-03-01,WEST,SUB-025
M-00207,1201.4,2026-03-07,SOUTH_INLAND,SUB-009
M-00208,2316.9,2026-03-14,NORTH_COAST,SUB-021
M-00209,3016.3,2026-03-03,EAST_COAST,SUB-009
M-00210,686.3,2026-03-01,NORTH,SUB-015
M-00211,1870.5,2026-03-05,NORTH,SUB-004
M-00212,2754.5,2026-03-06,NORTH_INLAND,SUB-023
M-00213,706.6,2026-03-08,NORTH,SUB-031
M-00214,496.8,2026-03-04,NORTH_COAST,SUB-027
M-00215,1762.2,2026-03-08,SOUTH_INLAND,SUB-007
M-00216,775.9,2026-03-02,WEST_COAST,SUB-006
M-00217,2291.3,2026-03-06,SOUTH_INLAND,SUB-008
M-00218,733.4,2026-03-05,NORTH_COAST,SUB-038
M-00219,1368.0,2026-03-02,EAST,SUB-002
M-00220,2276.3,2026-03-09,NORTH_COAST,SUB-009
M-00221,616.2,2026-03-10,NORTH_COAST,SUB-025
M-00222,3373.6,2026-03-13,NORTH,SUB-011
M-00223,4120.1,2026-03-06,NORTH_COAST,SUB-027
M-00224,1384.7,2026-03-02,NORTH_COAST,SUB-037
M-00225,2910.3,2026-03-12,NORTH_COAST,SUB-006
M-00226,3868.6,2026-03-06,NORTH_COAST,SUB-005
M-00227,2876.3,2026-03-03,NORTH_COAST,SUB-030
M-00228,3423.9,2026-03-06,NORTH,SUB-007
M-00229,3942.3,2026-03-11,EAST,SUB-036
M-00230,1512.9,2026-03-06,NORTH_COAST,SUB-005
M-00231,2228.2,2026-03-11,NORTH_COAST,SUB-020
M-00232,4079.9,2026-03-13,WEST_INLAND,SUB-036
M-00233,3521.6,2026-03-05,EAST_COAST,SUB-024
M-00234,2947.8,2026-03-03,SOUTH,SUB-020
M-00235,663.5,2026-03-05,SOUTH_COAST,SUB-017
M-00236,178.8,2026-03-02,NORTH_COAST,SUB-032
M-00237,1126.9,2026-03-06,NORTH_COAST,SUB-023
M-00238,637.3,2026-03-11,EAST,SUB-023
M-00239,4090.7,2026-03-13,EAST_COAST,SUB-008
M-00240,3377.8,2026-03-07,NORTH_COAST,SUB-015
M-00241,3842.4,2026-03-11,SOUTH_COAST,SUB-008
M-00242,2962.5,2026-03-01,SOUTH_COAST,SUB-032
M-00243,3062.9,2026-03-07,EAST,SUB-007
M-00244,3969.5,2026-03-09,NORTH_COAST,SUB-029
M-00245,3513.8,2026-03-14,WEST,SUB-020
M-00246,3510.7,2026-03-14,NORTH_COAST,SUB-023
M-00247,3982.4,2026-03-08,EAST_COAST,SUB-016
M-00248,1326.7,2026-03-02,SOUTH_COAST,SUB-018
M-00249,1943.2,2026-03-14,EAST,SUB-015
M-00250,170.3,2026-03-10,WEST_INLAND,SUB-016
M-00251,1601.5,2026-03-05,NORTH_COAST,SUB-026
M-00252,2959.7,2026-03-03,NORTH_COAST,SUB-008
M-00253,3581.8,2026-03-11,NORTH,SUB-010
M-00254,3589.8,2026-03-06,SOUTH,SUB-021
M-00255,3683.7,2026-03-04,WEST,SUB-016
M-00256,3868.2,2026-03-12,NORTH_COAST,SUB-029
M-00257,628.0,2026-03-05,WEST_INLAND,SUB-018
M-00258,3755.9,2026-03-03,NORTH_INLAND,SUB-016
M-00259,3115.7,2026-03-10,NORTH_COAST,SUB-032
M-00260,2059.2,2026-03-01,SOUTH,SUB-002
M-00261,1611.5,2026-03-05,NORTH,SUB-021
M-00262,1270.5,2026-03-09,NORTH_COAST,SUB-015
M-00263,3511.3,2026-03-02,EAST,SUB-034
M-00264,1276.6,2026-03-07,NORTH_COAST,SUB-040
M-00265,2426.1,2026-03-14,NORTH_COAST,SUB-002
M-00266,462.9,2026-03-12,NORTH_COAST,SUB-018
M-00267,1481.8,2026-03-09,NORTH_COAST,SUB-040
M-00268,3503.4,2026-03-04,SOUTH,SUB-036
M-00269,2001.5,2026-03-14,SOUTH_COAST,SUB-026
M-00270,2998.6,2026-03-13,NORTH_COAST,SUB-016
M-00271,1074.8,2026-03-09,EAST,SUB-007
M-00272,921.5,2026-03-01,NORTH_COAST,SUB-022
M-00273,431.0,2026-03-14,NORTH,SUB-034
M-00274,2990.7,2026-03-13,NORTH_COAST,SUB-026
M-00275,3029.8,2026-03-01,WEST_INLAND,SUB-026
M-00276,4145.8,2026-03-07,NORTH_COAST,SUB-004
M-00277,1083.2,2026-03-14,NORTH_COAST,SUB-014
M-00278,3352.2,2026-03-11,WEST,SUB-022
M-00279,211.4,2026-03-10,NORTH_COAST,SUB-029
M-00280,807.4,2026-03-12,NORTH_COAST,SUB-018
M-00281,2732.4,2026-03-06,NORTH,SUB-007
M-00282,2782.8,2026-03-05,EAST,SUB-024
M-00283,3059.2,2026-03-08,NORTH_COAST,SUB-022
M-00284,1991.2,2026-03-13,EAST_COAST,SUB-031
M-00285,1919.0,2026-03-03,WEST_COAST,SUB-015
M-00286,2483.2,2026-03-06,NORTH,SUB-016
M-00287,1092.1,2026-03-11,NORTH_COAST,SUB-016
M-00288,3166.3,2026-03-12,NORTH_COAST,SUB-029
M-00289,1348.1,2026-03-08,EAST_COAST,SUB-035
M-00290,3411.5,2026-03-09,EAST,SUB-035
M-00291,259.4,2026-03-02,SOUTH,SUB-015
M-00292,1358.7,2026-03-11,NORTH_COAST,SUB-011
M-00293,451.9,2026-03-13,SOUTH,SUB-015
M-00294,1183.3,2026-03-13,NORTH_COAST,SUB-023
M-00295,2293.3,2026-03-03,WEST_INLAND,SUB-009
M-00296,3744.4,2026-03-06,NORTH_COAST,SUB-015
M-00297,1400.9,2026-03-11,NORTH_COAST,SUB-007
M-00298,1607.1,2026-03-05,NORTH_COAST,SUB-002
M-00299,2618.9,2026-03-04,NORTH_COAST,SUB-033
M-00300,2669.6,2026-03-02,NORTH_COAST,SUB-017
M-00301,1317.9,2026-03-12,WEST_COAST,SUB-029
M-00302,372.7,2026-03-04,SOUTH,SUB-023
M-00303,1934.0,2026-03-07,EAST_COAST,SUB-029
M-00304,1311.8,2026-03-01,WEST,SUB-020
M-00305,324.2,2026-03-10,SOUTH,SUB-018
M-00306,3485.8,2026-03-14,NORTH_COAST,SUB-036
M-00307,3051.3,2026-03-08,SOUTH_INLAND,SUB-020
M-00308,3392.5,2026-03-09,NORTH_COAST,SUB-035
M-00309,640.1,2026-03-10,SOUTH_COAST,SUB-026
M-00310,2173.3,2026-03-11,NORTH,SUB-013
M-00311,2726.3,2026-03-12,EAST_COAST,SUB-018
M-00312,790.4,2026-03-02,EAST,SUB-013
M-00313,646.3,2026-03-08,EAST_COAST,SUB-036
M-00314,2695.0,2026-03-09,NORTH_COAST,SUB-036
M-00315,1879.5,2026-03-04,EAST_INLAND,SUB-003
M-00316,1205.3,2026-03-10,NORTH,SUB-013
M-00317,2871.4,2026-03-02,SOUTH,SUB-006
M-00318,3044.1,2026-03-12,EAST_COAST,SUB-038
M-00319,2296.8,2026-03-12,NORTH_COAST,SUB-037
M-00320,3043.8,2026-03-13,NORTH_COAST,SUB-018
M-00321,3150.1,2026-03-06,NORTH,SUB-037
M-00322,2114.9,2026-03-03,WEST,SUB-018
M-00323,3488.5,2026-03-01,WEST_COAST,SUB-019
M-00324,1695.3,2026-03-11,SOUTH,SUB-013
M-00325,2113.3,2026-03-13,EAST,SUB-038
M-00326,3730.6,2026-03-08,EAST_COAST,SUB-012
M-00327,2126.9,2026-03-02,NORTH_COAST,SUB-017
M-00328,2455.4,2026-03-11,NORTH_COAST,SUB-027
M-00329,2772.9,2026-03-01,NORTH_COAST,SUB-040
M-00330,2595.9,2026-03-10,SOUTH_COAST,SUB-029
M-00331,2778.1,2026-03-09,NORTH_INLAND,SUB-010
M-00332,3448.6,2026-03-02,EAST_COAST,SUB-018
M-00333,2349.9,2026-03-04,NORTH_COAST,SUB-036
M-00334,1938.1,2026-03-01,SOUTH_INLAND,SUB-024
M-00335,1548.2,2026-03-09,WEST,SUB-031
M-00336,2296.4,2026-03-14,SOUTH_COAST,SUB-029
M-00337,3110.0,2026-03-14,NORTH_COAST,SUB-037
M-00338,1278.9,2026-03-09,SOUTH,SUB-034
M-00339,756.9,2026-03-08,NORTH_COAST,SUB-012
M-00340,93.7,2026-03-06,SOUTH_INLAND,SUB-006
M-00341,3446.9,2026-03-09,NORTH,SUB-032
M-00342,351.2,2026-03-07,NORTH_COAST,SUB-013
M-00343,719.7,2026-03-13,NORTH_COAST,SUB-012
M-00344,3325.0,2026-03-07,SOUTH,SUB-010
M-00345,1267.1,2026-03-05,NORTH_COAST,SUB-019
M-00346,1684.2,2026-03-01,WEST_COAST,SUB-004
M-00347,170.0,2026-03-11,WEST,SUB-034
M-00348,454.9,2026-03-06,NORTH,SUB-007
M-00349,1011.2,2026-03-03,NORTH_COAST,SUB-002
M-00350,2482.2,2026-03-04,NORTH_COAST,SUB-039
M-00351,3018.4,2026-03-10,NORTH_COAST,SUB-018
M-00352,3740.0,2026-03-13,NORTH_COAST,SUB-039
M-00353,3907.0,2026-03-02,NORTH_COAST,SUB-040
M-00354,1365.4,2026-03-12,NORTH_COAST,SUB-012
M-00355,1245.4,2026-03-11,SOUTH,SUB-015
M-00356,3355.1,2026-03-08,EAST_INLAND,SUB-025
M-00357,2750.0,2026-03-14,NORTH_COAST,SUB-029
M-00358,748.5,2026-03-14,EAST_COAST,SUB-015
M-00359,131.2,2026-03-02,NORTH_COAST,SUB-027
M-00360,1864.3,2026-03-05,NORTH_COAST,SUB-015
M-00361,1895.7,2026-03-12,NORTH_INLAND,SUB-039
M-00362,93.6,2026-03-12,SOUTH_COAST,SUB-019
M-00363,4169.6,2026-03-13,SOUTH,SUB-015
M-00364,89.2,2026-03-02,NORTH_INLAND,SUB-016
M-00365,1183.5,2026-03-12,NORTH_COAST,SUB-009
M-00366,867.0,2026-03-02,SOUTH,SUB-009
M-00367,2779.1,2026-03-09,NORTH_COAST,SUB-029
M-00368,3426.5,2026-03-12,SOUTH_INLAND,SUB-002
M-00369,4109.9,2026-03-05,SOUTH_INLAND,SUB-016
M-00370,974.9,2026-03-02,NORTH_COAST,SUB-014
M-00371,2087.4,2026-03-12,NORTH_COAST,SUB-016
M-00372,1512.5,2026-03-02,NORTH_COAST,SUB-022
M-00373,1187.2,2026-03-06,SOUTH,SUB-020
M-00374,1863.9,2026-03-12,EAST,SUB-034
M-00375,712.3,2026-03-04,NORTH_COAST,SUB-026
M-00376,912.0,2026-03-09,WEST_INLAND,SUB-004
M-00377,3219.3,2026-03-09,NORTH_INLAND,SUB-010
M-00378,602.6,2026-03-12,NORTH,SUB-020
M-00379,700.7,2026-03-13,EAST_INLAND,SUB-026
M-00380,1988.5,2026-03-09,EAST_INLAND,SUB-039
M-00381,2533.4,2026-03-12,EAST,SUB-020
M-00382,431.2,2026-03-02,NORTH_COAST,SUB-037
M-00383,3817.3,2026-03-10,SOUTH,SUB-029
M-00384,714.3,2026-03-02,SOUTH,SUB-013
M-00385,3436.1,2026-03-14,NORTH_COAST,SUB-020
M-00386,2885.9,2026-03-10,NORTH_COAST,SUB-037
M-00387,1567.4,2026-03-05,EAST_COAST,SUB-017
M-00388,3897.8,2026-03-04,SOUTH,SUB-010
M-00389,3613.7,2026-03-13,WEST,SUB-006
M-00390,816.4,2026-03-09,NORTH_COAST,SUB-015
M-00391,2666.0,2026-03-05,SOUTH,SUB-038
M-00392,4111.0,2026-03-12,NORTH_INLAND,SUB-019
M-00393,2086.3,2026-03-02,NORTH_COAST,SUB-033
M-00394,86.2,2026-03-13,WEST,SUB-018
M-00395,3836.0,2026-03-08,NORTH_COAST,SUB-003
M-00396,3565.8,2026-03-13,NORTH_COAST,SUB-024
M-00397,1007.4,2026-03-12,WEST_INLAND,SUB-012
M-00398,990.7,2026-03-10,NORTH,SUB-015
M-00399,780.7,2026-03-02,NORTH_COAST,SUB-018
M-00400,382.2,2026-03-04,NORTH_INLAND,SUB-029
M-00401,2934.6,2026-03-08,WEST,SUB-011
M-00402,2854.5,2026-03-02,SOUTH,SUB-014
M-00403,473.9,2026-03-09,SOUTH_COAST,SUB-024
M-00404,826.5,2026-03-02,WEST,SUB-028
M-00405,1205.6,2026-03-14,NORTH_COAST,SUB-007
M-00406,3603.9,2026-03-07,NORTH_COAST,SUB-015
M-00407,1752.2,2026-03-07,NORTH_COAST,SUB-026
M-00408,967.8,2026-03-08,NORTH_COAST,SUB-005
M-00409,814.6,2026-03-07,EAST,SUB-023
M-00410,4160.0,2026-03-08,EAST_COAST,SUB-036
M-00411,111.5,2026-03-02,NORTH_COAST,SUB-032
M-00412,3608.0,2026-03-12,NORTH_COAST,SUB-016
M-00413,4026.4,2026-03-14,EAST,SUB-030
M-00414,943.9,2026-03-14,EAST,SUB-030
M-00415,1428.4,2026-03-07,NORTH_COAST,SUB-007
M-00416,2688.5,2026-03-08,NORTH_COAST,SUB-031
M-00417,590.6,2026-03-02,NORTH_COAST,SUB-006
M-00418,4088.5,2026-03-12,NORTH_COAST,SUB-037
M-00419,3865.6,2026-03-03,NORTH_COAST,SUB-011
M-00420,3558.2,2026-03-14,NORTH_COAST,SUB-037
M-00421,518.1,2026-03-14,EAST_INLAND,SUB-014
M-00422,4003.3,2026-03-10,NORTH_COAST,SUB-012
M-00423,2344.6,2026-03-01,NORTH_COAST,SUB-023
M-00424,4128.4,2026-03-05,NORTH_COAST,SUB-027
M-00425,4055.2,2026-03-03,SOUTH_COAST,SUB-011
M-00426,560.2,2026-03-14,NORTH_COAST,SUB-009
M-00427,742.0,2026-03-03,NORTH_COAST,SUB-026
M-00428,3128.7,2026-03-09,WEST,SUB-018
M-00429,2890.7,2026-03-08,NORTH_COAST,SUB-032
M-00430,2550.8,2026-03-02,NORTH_COAST,SUB-032
M-00431,467.7,2026-03-07,SOUTH,SUB-009
M-00432,416.2,2026-03-10,NORTH_INLAND,SUB-006
M-00433,869.4,2026-03-14,NORTH_COAST,SUB-020
M-00434,3154.0,2026-03-02,NORTH_COAST,SUB-022
M-00435,150.8,2026-03-04,NORTH_COAST,SUB-037
M-00436,2970.0,2026-03-13,SOUTH_COAST,SUB-029
M-00437,2113.3,2026-03-07,NORTH_COAST,SUB-016
M-00438,3791.6,2026-03-02,NORTH_INLAND,SUB-024
M-00439,2919.5,2026-03-04,WEST,SUB-005
M-00440,3631.0,2026-03-02,NORTH_INLAND,SUB-029
M-00441,3800.6,2026-03-10,EAST_INLAND,SUB-039
M-00442,1341.9,2026-03-05,NORTH_COAST,SUB-001
M-00443,738.5,2026-03-04,SOUTH_INLAND,SUB-019
M-00444,2744.8,2026-03-01,NORTH_COAST,SUB-027
M-00445,2242.5,2026-03-05,NORTH_COAST,SUB-021
M-00446,2619.6,2026-03-06,NORTH_COAST,SUB-028
M-00447,3688.0,2026-03-11,NORTH_INLAND,SUB-037
M-00448,3708.1,2026-03-08,SOUTH,SUB-002
M-00449,976.9,2026-03-14,NORTH_COAST,SUB-010
M-00450,3049.0,2026-03-02,SOUTH,SUB-022
M-00451,3985.4,2026-03-12,NORTH_COAST,SUB-037
M-00452,2696.5,2026-03-01,NORTH_COAST,SUB-017
M-00453,2906.3,2026-03-12,NORTH,SUB-022
