pipeline_id,run_date,stage_name,duration_s,rows_in,rows_out,shuffle_mb,spill_mb,status
silver_meters,2026-03-04,read_reference,18.3,881648,750771,148,0,success
silver_meters,2026-03-04,validate,6.1,807786,701536,267,0,success
silver_meters,2026-03-04,write_silver,9.3,500346,471224,604,0,success
gold_regional,2026-03-04,read_silver,7.2,1235085,1234919,66,0,success
gold_regional,2026-03-04,aggregate,16.3,1265970,1196036,723,0,success
gold_regional,2026-03-04,write_gold,9.3,642117,616858,368,0,success
gold_billing,2026-03-04,read_silver,33.5,1137051,1055614,308,0,success
gold_billing,2026-03-04,join_meters,40.8,569400,542763,457,0,success
gold_billing,2026-03-04,aggregate,9.5,676624,658208,466,0,success
gold_billing,2026-03-04,write_gold,34.8,926516,917472,715,0,success
silver_readings,2026-03-05,read_bronze,21.8,1183567,1141004,765,0,success
silver_readings,2026-03-05,transform,6.3,1220187,1158713,251,0,success
silver_readings,2026-03-05,write_silver,30.7,1382760,1273170,224,0,success
silver_meters,2026-03-05,read_reference,21.6,833527,805219,200,0,success
silver_meters,2026-03-05,validate,44.7,1251368,1200982,675,0,success
silver_meters,2026-03-05,write_silver,18.6,1345485,1144154,441,0,success
gold_regional,2026-03-05,read_silver,23.8,656438,605606,516,0,success
gold_regional,2026-03-05,aggregate,15.5,656766,602699,536,0,success
gold_regional,2026-03-05,write_gold,35.3,1412719,1311478,641,0,success
gold_billing,2026-03-05,read_silver,14.6,1308053,1170754,427,0,success
gold_billing,2026-03-05,join_meters,42.5,625454,605365,63,0,success
gold_billing,2026-03-05,aggregate,15.6,1323411,1218006,375,0,success
gold_billing,2026-03-05,write_gold,19.3,894182,883995,166,0,success
silver_readings,2026-03-06,read_bronze,43.0,908381,803753,454,0,success
silver_readings,2026-03-06,transform,19.9,1053199,980021,692,0,success
silver_readings,2026-03-06,write_silver,17.3,1446777,1399615,800,0,success
silver_meters,2026-03-06,read_reference,40.4,798313,750404,517,0,success
silver_meters,2026-03-06,validate,33.2,785728,767301,119,0,success
silver_meters,2026-03-06,write_silver,37.5,1489427,1380801,195,0,success
gold_regional,2026-03-06,read_silver,9.8,1466800,1337399,598,0,success
gold_regional,2026-03-06,aggregate,7.1,538794,519258,611,0,success
gold_regional,2026-03-06,write_gold,31.0,965546,876448,307,0,success
gold_billing,2026-03-06,read_silver,17.1,743362,663381,656,0,success
gold_billing,2026-03-06,join_meters,8.3,1411218,1348098,380,0,success
gold_billing,2026-03-06,aggregate,13.6,742779,722224,181,0,success
gold_billing,2026-03-06,write_gold,36.0,1441327,1356046,500,0,success
silver_readings,2026-03-07,read_bronze,17.3,758300,691567,323,0,success
silver_readings,2026-03-07,transform,21.8,684628,636148,665,0,success
silver_readings,2026-03-07,write_silver,23.9,1474561,1410945,756,0,success
silver_meters,2026-03-07,read_reference,20.5,1294157,1114270,264,0,success
silver_meters,2026-03-07,validate,40.0,850253,820002,395,0,success
silver_meters,2026-03-07,write_silver,22.4,1319855,1189471,775,0,success
gold_regional,2026-03-07,read_silver,6.3,1493440,1344626,144,0,success
gold_regional,2026-03-07,aggregate,37.6,894241,783367,373,0,success
gold_regional,2026-03-07,write_gold,28.9,734367,705156,312,0,success
gold_billing,2026-03-07,read_silver,5.2,1158847,997898,590,0,success
gold_billing,2026-03-07,join_meters,14.9,811113,718736,344,0,success
gold_billing,2026-03-07,aggregate,8.3,1168449,1004289,795,0,success
gold_billing,2026-03-07,write_gold,31.4,1001254,915482,750,0,success
silver_readings,2026-03-08,read_bronze,21.0,1315694,1166184,218,0,success
silver_readings,2026-03-08,transform,24.7,1126824,967913,407,0,success
silver_readings,2026-03-08,write_silver,42.7,855833,759735,92,0,success
silver_meters,2026-03-08,read_reference,26.1,790035,689986,290,0,success
silver_meters,2026-03-08,validate,10.3,1245574,1221552,710,0,success
silver_meters,2026-03-08,write_silver,18.3,823974,787515,588,0,success
gold_regional,2026-03-08,read_silver,38.8,1212257,1095241,259,0,success
gold_regional,2026-03-08,aggregate,22.0,580030,535618,274,0,success
gold_regional,2026-03-08,write_gold,21.9,960808,844803,76,0,success
gold_billing,2026-03-08,read_silver,16.1,1378535,1321365,643,0,success
gold_billing,2026-03-08,join_meters,19.8,837899,734219,697,0,success
gold_billing,2026-03-08,aggregate,28.7,522082,497108,460,0,success
gold_billing,2026-03-08,write_gold,40.0,1462604,1429956,698,0,success
silver_readings,2026-03-09,read_bronze,19.4,1172217,1055038,575,0,success
silver_readings,2026-03-09,transform,33.6,573035,523490,225,0,success
silver_readings,2026-03-09,write_silver,42.1,977118,918309,250,0,success
silver_meters,2026-03-09,read_reference,43.7,1268828,1264619,603,0,success
silver_meters,2026-03-09,validate,31.3,1325119,1233021,712,0,success
silver_meters,2026-03-09,write_silver,28.8,1257250,1192096,146,0,success
gold_regional,2026-03-09,read_silver,41.0,1225178,1086667,594,0,success
gold_regional,2026-03-09,aggregate,40.4,702191,659019,443,0,success
gold_regional,2026-03-09,write_gold,24.4,576256,528584,72,0,success
gold_billing,2026-03-09,read_silver,33.0,1260588,1193350,257,0,success
gold_billing,2026-03-09,join_meters,8.1,817844,770275,283,0,success
gold_billing,2026-03-09,aggregate,14.4,902774,847718,239,0,success
gold_billing,2026-03-09,write_gold,30.6,1280873,1225230,707,0,success
silver_readings,2026-03-10,read_bronze,9.4,1300933,1121232,281,0,success
silver_readings,2026-03-10,transform,13.1,893044,786349,561,0,success
silver_readings,2026-03-10,write_silver,38.4,860473,781157,366,0,success
silver_meters,2026-03-10,read_reference,39.0,1061279,995470,738,0,success
silver_meters,2026-03-10,validate,20.2,956304,919440,769,0,success
silver_meters,2026-03-10,write_silver,23.6,567611,513596,361,0,success
gold_regional,2026-03-10,read_silver,18.7,1070129,920792,420,0,success
gold_regional,2026-03-10,aggregate,32.0,634959,597069,531,0,success
gold_regional,2026-03-10,write_gold,31.9,927094,849911,408,0,success
gold_billing,2026-03-10,read_silver,37.8,1389039,1370276,647,0,success
gold_billing,2026-03-10,join_meters,30.0,1292683,1140697,99,0,success
gold_billing,2026-03-10,aggregate,20.6,902888,877963,400,0,success
gold_billing,2026-03-10,write_gold,27.4,1214699,1067156,694,0,success
silver_readings,2026-03-11,read_bronze,27.3,913758,853307,561,0,success
silver_readings,2026-03-11,transform,7.6,942439,844267,239,0,success
silver_readings,2026-03-11,write_silver,27.4,1327134,1196503,649,0,success
silver_meters,2026-03-11,read_reference,44.3,894060,871558,289,0,success
silver_meters,2026-03-11,validate,44.1,580897,533468,426,0,success
silver_meters,2026-03-11,write_silver,22.5,1346126,1155416,408,0,success
gold_regional,2026-03-11,read_silver,8.2,1295706,1264651,639,0,success
gold_regional,2026-03-11,aggregate,17.5,1413119,1301604,85,0,success
gold_regional,2026-03-11,write_gold,19.5,820470,701981,162,0,success
gold_billing,2026-03-11,read_silver,7.7,1440185,1364966,439,0,success
gold_billing,2026-03-11,join_meters,20.4,1496190,1337319,727,0,success
gold_billing,2026-03-11,aggregate,28.7,588277,573205,550,0,success
gold_billing,2026-03-11,write_gold,35.1,1151350,1053502,137,0,success
silver_readings,2026-03-12,read_bronze,34.8,1382327,1367432,782,0,success
silver_readings,2026-03-12,transform,41.6,1484058,1380207,298,0,success
silver_readings,2026-03-12,write_silver,32.7,773096,760162,788,0,success
silver_meters,2026-03-12,read_reference,31.5,1119038,1053482,662,0,success
silver_meters,2026-03-12,validate,35.0,1234089,1151697,557,0,success
silver_meters,2026-03-12,write_silver,41.7,981999,898291,183,0,success
gold_regional,2026-03-12,read_silver,37.6,1120386,986080,278,0,success
gold_regional,2026-03-12,aggregate,12.4,1441176,1438485,585,0,success
gold_regional,2026-03-12,write_gold,16.5,1209459,1028850,457,0,success
gold_billing,2026-03-12,read_silver,11.3,774800,724710,490,0,success
gold_billing,2026-03-12,join_meters,19.8,1159880,1037857,496,0,success
gold_billing,2026-03-12,aggregate,7.4,1147311,1076337,577,0,success
gold_billing,2026-03-12,write_gold,38.6,1083990,1078880,100,0,success
silver_readings,2026-03-13,read_bronze,11.1,501326,472591,634,0,success
silver_readings,2026-03-13,transform,36.3,825123,719383,60,0,success
silver_readings,2026-03-13,write_silver,9.0,582695,497943,504,0,success
silver_meters,2026-03-13,read_reference,24.2,590225,535038,692,0,success
silver_meters,2026-03-13,validate,39.4,614321,587911,564,0,success
silver_meters,2026-03-13,write_silver,43.3,520891,496413,300,0,success
gold_regional,2026-03-13,read_silver,16.1,534101,460862,75,0,success
gold_regional,2026-03-13,aggregate,34.3,1013150,1007712,289,0,success
gold_regional,2026-03-13,write_gold,16.8,594604,565854,734,0,success
gold_billing,2026-03-13,read_silver,20.4,682295,600995,57,0,success
gold_billing,2026-03-13,join_meters,13.3,1305241,1223133,436,0,success
gold_billing,2026-03-13,aggregate,44.5,1036728,1017445,282,0,success
gold_billing,2026-03-13,write_gold,16.0,501969,459796,729,0,success
silver_readings,2026-03-14,read_bronze,16.7,1422515,1381224,177,0,success
silver_readings,2026-03-14,transform,38.9,1362461,1285087,361,0,success
silver_readings,2026-03-14,write_silver,33.2,1215899,1184601,143,0,success
silver_meters,2026-03-14,read_reference,26.3,1010380,992326,622,0,success
silver_meters,2026-03-14,validate,8.7,676277,675284,195,0,success
silver_meters,2026-03-14,write_silver,7.8,827507,817776,90,0,success
gold_regional,2026-03-14,read_silver,25.1,1079136,949448,352,0,success
gold_regional,2026-03-14,aggregate,22.6,1225873,1151296,266,0,success
gold_regional,2026-03-14,write_gold,21.3,654404,611082,296,0,success
gold_billing,2026-03-14,read_silver,9.7,1263241,1130019,663,0,success
gold_billing,2026-03-14,join_meters,14.6,1334185,1324795,252,0,success
gold_billing,2026-03-14,aggregate,27.3,1211552,1039018,671,0,success
gold_billing,2026-03-14,write_gold,28.5,932487,862293,128,0,success
silver_readings,2026-03-15,read_bronze,18.0,959590,914041,168,0,success
silver_readings,2026-03-15,transform,22.4,709185,671319,406,0,success
silver_readings,2026-03-15,write_silver,8.7,1333368,1274344,476,0,success
silver_meters,2026-03-15,read_reference,12.4,936772,849121,675,0,success
silver_meters,2026-03-15,validate,19.1,1080413,1008575,282,0,success
silver_meters,2026-03-15,write_silver,18.4,1126487,1059958,326,0,success
gold_regional,2026-03-15,read_silver,28.3,1132207,1095780,529,0,success
gold_regional,2026-03-15,aggregate,44.7,1078538,1013848,457,0,success
gold_regional,2026-03-15,write_gold,24.6,1243068,1187927,781,0,success
gold_billing,2026-03-15,read_silver,15.4,1283946,1119394,421,0,success
gold_billing,2026-03-15,join_meters,27.0,1452763,1252616,424,0,success
gold_billing,2026-03-15,aggregate,25.3,724377,621555,168,0,success
gold_billing,2026-03-15,write_gold,26.4,540111,526594,678,0,success
silver_readings,2026-03-16,read_bronze,17.8,961635,947824,414,0,success
silver_readings,2026-03-16,transform,19.4,1071303,997019,89,0,success
silver_readings,2026-03-16,write_silver,38.7,704831,698705,442,0,success
silver_meters,2026-03-16,read_reference,41.7,1218325,1070834,219,0,success
silver_meters,2026-03-16,validate,27.2,680916,597668,643,0,success
silver_meters,2026-03-16,write_silver,21.2,620161,605138,776,0,success
gold_regional,2026-03-16,read_silver,19.3,1269501,1132267,150,0,success
gold_regional,2026-03-16,aggregate,33.5,1173386,1126015,455,0,success
gold_regional,2026-03-16,write_gold,31.2,792791,715577,60,0,success
gold_billing,2026-03-16,read_silver,37.1,1357761,1290231,455,0,success
gold_billing,2026-03-16,join_meters,480,619777,562707,259,2400,success
gold_billing,2026-03-16,aggregate,14.2,619461,592689,673,0,success
gold_billing,2026-03-16,write_gold,32.3,1190413,1092499,795,0,success
silver_readings,2026-03-17,read_bronze,27.2,1038981,974700,594,0,success
silver_readings,2026-03-17,transform,6.7,694933,618500,552,0,success
silver_readings,2026-03-17,write_silver,23.5,532069,523198,736,0,success
silver_meters,2026-03-17,read_reference,37.1,1427533,1217380,720,0,success
silver_meters,2026-03-17,validate,35.5,1454733,1258642,195,0,success
silver_meters,2026-03-17,write_silver,37.1,1082955,985167,445,0,success
gold_regional,2026-03-17,read_silver,12.8,781260,718655,146,0,success
gold_regional,2026-03-17,aggregate,39.1,1352742,1171742,295,0,success
gold_regional,2026-03-17,write_gold,15.7,524806,475249,614,0,success
gold_billing,2026-03-17,read_silver,41.9,1343379,1301422,574,0,success
gold_billing,2026-03-17,join_meters,25.5,729731,646161,538,0,success
gold_billing,2026-03-17,aggregate,32.4,1245818,1110156,560,0,success
gold_billing,2026-03-17,write_gold,20.8,1466993,1343080,410,0,success
silver_readings,2026-03-18,read_bronze,18.2,839151,806177,455,0,success
silver_readings,2026-03-18,transform,35.6,983216,850459,207,0,success
silver_readings,2026-03-18,write_silver,18.9,1407807,1216869,464,0,success
silver_meters,2026-03-18,read_reference,40.4,1096122,1069964,334,0,success
silver_meters,2026-03-18,validate,13.9,1446300,1266012,163,0,success
silver_meters,2026-03-18,write_silver,26.0,652793,638070,86,0,success
gold_regional,2026-03-18,read_silver,6.3,714691,638076,620,0,success
gold_regional,2026-03-18,aggregate,26.5,791918,740062,131,0,success
gold_regional,2026-03-18,write_gold,21.1,911578,875975,422,0,success
gold_billing,2026-03-18,read_silver,28.8,607654,572822,188,0,success
gold_billing,2026-03-18,join_meters,22.5,557015,515567,668,0,success
gold_billing,2026-03-18,aggregate,7.3,1482240,1363875,527,0,success
gold_billing,2026-03-18,write_gold,25.8,1239394,1172874,635,0,success
silver_readings,2026-03-19,read_bronze,34.1,1079665,1051277,56,0,success
silver_readings,2026-03-19,transform,44.1,629324,537153,485,0,success
silver_readings,2026-03-19,write_silver,5.1,741046,681991,541,0,success
silver_meters,2026-03-19,read_reference,5.9,1089398,990954,191,0,success
silver_meters,2026-03-19,validate,31.7,966305,889441,453,0,success
silver_meters,2026-03-19,write_silver,16.8,712602,684075,337,0,success
gold_regional,2026-03-19,read_silver,38.5,870942,822098,120,0,success
gold_regional,2026-03-19,aggregate,44.8,1363048,1338583,464,0,success
gold_regional,2026-03-19,write_gold,24.6,1079755,1054955,252,0,success
gold_billing,2026-03-19,read_silver,30.5,1491949,1281586,533,0,success
gold_billing,2026-03-19,join_meters,35.9,1135688,1005047,218,0,success
gold_billing,2026-03-19,aggregate,29.8,1321018,1159382,357,0,success
gold_billing,2026-03-19,write_gold,15.0,1456816,1438943,616,0,success
silver_readings,2026-03-20,read_bronze,7.7,833419,830688,641,0,success
silver_readings,2026-03-20,transform,9.5,620584,568466,119,0,success
silver_readings,2026-03-20,write_silver,40.9,953298,897186,444,0,success
silver_meters,2026-03-20,read_reference,8.6,538555,464947,627,0,success
silver_meters,2026-03-20,validate,18.6,1149185,1119471,340,0,success
silver_meters,2026-03-20,write_silver,31.7,1039274,954219,65,0,success
gold_regional,2026-03-20,read_silver,5.6,1268527,1232468,753,0,success
gold_regional,2026-03-20,aggregate,13.8,1289324,1220131,580,0,success
gold_regional,2026-03-20,write_gold,43.2,1342909,1192650,465,0,success
gold_billing,2026-03-20,read_silver,31.6,1323915,1138381,714,0,success
gold_billing,2026-03-20,join_meters,38.3,1236063,1227612,613,0,success
gold_billing,2026-03-20,aggregate,41.8,633938,600523,69,0,success
gold_billing,2026-03-20,write_gold,22.0,1192735,1129005,621,0,success
silver_readings,2026-03-21,read_bronze,34.1,720901,614988,695,0,success
silver_readings,2026-03-21,transform,23.6,1075873,935718,87,0,success
silver_readings,2026-03-21,write_silver,20.3,507460,449053,537,0,success
silver_meters,2026-03-21,read_reference,23.2,1410771,1308151,689,0,success
silver_meters,2026-03-21,validate,22.2,564280,542222,601,0,success
silver_meters,2026-03-21,write_silver,14.3,816398,741479,586,0,success
gold_regional,2026-03-21,read_silver,22.1,629696,537506,189,0,success
gold_regional,2026-03-21,aggregate,26.5,738476,697064,251,0,success
gold_regional,2026-03-21,write_gold,30.1,884088,812943,67,0,success
gold_billing,2026-03-21,read_silver,43.6,1298222,1234063,681,0,success
gold_billing,2026-03-21,join_meters,20.1,869963,787451,710,0,success
gold_billing,2026-03-21,aggregate,22.0,1148554,1008358,733,0,success
gold_billing,2026-03-21,write_gold,40.0,869287,868106,521,0,success
silver_readings,2026-03-22,read_bronze,33.9,1430342,1248283,429,0,success
silver_readings,2026-03-22,transform,12.7,920995,873951,411,0,success
silver_readings,2026-03-22,write_silver,32.6,1212583,1111020,61,0,success
silver_meters,2026-03-22,read_reference,24.2,957892,854295,762,0,success
silver_meters,2026-03-22,validate,29.5,1189781,1064874,607,0,success
silver_meters,2026-03-22,write_silver,6.9,1374944,1179652,237,0,success
gold_regional,2026-03-22,read_silver,17.6,995931,937486,183,0,success
gold_regional,2026-03-22,aggregate,17.5,928525,875172,607,0,success
gold_regional,2026-03-22,write_gold,16.8,1120033,1075292,344,0,success
gold_billing,2026-03-22,read_silver,7.7,1192321,1114347,391,0,success
gold_billing,2026-03-22,join_meters,32.5,1141393,1025143,374,0,success
gold_billing,2026-03-22,aggregate,25.4,731428,718986,209,0,success
gold_billing,2026-03-22,write_gold,10.2,1269066,1108836,51,0,success
silver_readings,2026-03-23,read_bronze,2,0,0,298,0,success
silver_readings,2026-03-23,transform,1,0,0,0,0,success
silver_readings,2026-03-23,write_silver,1,0,0,0,0,success
silver_meters,2026-03-23,read_reference,32.3,712855,633962,58,0,success
silver_meters,2026-03-23,validate,40.0,924177,911652,251,0,success
silver_meters,2026-03-23,write_silver,6.8,689826,613252,580,0,success
gold_regional,2026-03-23,read_silver,32.2,847664,763938,645,0,success
gold_regional,2026-03-23,aggregate,18.3,558097,520810,88,0,success
gold_regional,2026-03-23,write_gold,28.5,589003,520392,122,0,success
gold_billing,2026-03-23,read_silver,17.3,1029919,970366,236,0,success
gold_billing,2026-03-23,join_meters,20.3,1006108,906907,179,0,success
gold_billing,2026-03-23,aggregate,18.3,1477569,1337375,188,0,success
gold_billing,2026-03-23,write_gold,29.0,673553,627353,668,0,success
silver_readings,2026-03-24,read_bronze,27.3,531258,479348,537,0,success
silver_readings,2026-03-24,transform,16.5,917122,793351,66,0,success
silver_readings,2026-03-24,write_silver,21.3,631675,596839,358,0,success
silver_meters,2026-03-24,read_reference,32.5,841557,744683,745,0,success
silver_meters,2026-03-24,validate,11.5,1424643,1288562,97,0,success
silver_meters,2026-03-24,write_silver,35.9,1421693,1409107,651,0,success
gold_regional,2026-03-24,read_silver,24.5,1306647,1148807,783,0,success
gold_regional,2026-03-24,aggregate,9.4,873641,831803,175,0,success
gold_regional,2026-03-24,write_gold,6.9,1464097,1413962,485,0,success
gold_billing,2026-03-24,read_silver,9.8,817943,754125,715,0,success
gold_billing,2026-03-24,join_meters,25.3,803300,784218,470,0,success
gold_billing,2026-03-24,aggregate,24.5,507315,469836,635,0,success
gold_billing,2026-03-24,write_gold,36.2,952908,849896,210,0,success
silver_readings,2026-03-25,read_bronze,44.6,1060481,1029465,282,0,success
silver_readings,2026-03-25,transform,19.9,943313,926709,611,0,success
silver_readings,2026-03-25,write_silver,12.7,1016768,907303,720,0,success
silver_meters,2026-03-25,read_reference,21.0,1011599,969702,208,0,success
silver_meters,2026-03-25,validate,9.6,800413,782423,640,0,success
silver_meters,2026-03-25,write_silver,11.7,807962,737475,561,0,success
gold_regional,2026-03-25,read_silver,25.0,898108,767215,122,0,success
gold_regional,2026-03-25,aggregate,24.1,1036921,925693,740,0,success
gold_regional,2026-03-25,write_gold,16.7,1110797,1075959,273,0,success
gold_billing,2026-03-25,read_silver,33.5,1138348,1081575,549,0,success
gold_billing,2026-03-25,join_meters,26.8,667502,639438,61,0,success
gold_billing,2026-03-25,aggregate,43.2,761121,683205,243,0,success
gold_billing,2026-03-25,write_gold,15.6,949469,917565,284,0,success
silver_readings,2026-03-26,read_bronze,28.6,1399962,1222869,511,0,success
silver_readings,2026-03-26,transform,12.6,1385188,1269858,191,0,success
silver_readings,2026-03-26,write_silver,10.5,693819,664412,539,0,success
silver_meters,2026-03-26,read_reference,13.8,1028976,898408,85,0,success
silver_meters,2026-03-26,validate,31.0,1026329,926267,475,0,success
silver_meters,2026-03-26,write_silver,17.9,733612,714194,333,0,success
gold_regional,2026-03-26,read_silver,37.3,1417464,1330482,723,0,success
gold_regional,2026-03-26,aggregate,28.1,1115132,1075351,513,0,success
gold_regional,2026-03-26,write_gold,13.1,665625,644359,205,0,success
gold_billing,2026-03-26,read_silver,8.1,1081621,1069262,475,0,success
gold_billing,2026-03-26,join_meters,33.3,1348605,1284378,317,0,success
gold_billing,2026-03-26,aggregate,38.9,1003814,883871,342,0,success
gold_billing,2026-03-26,write_gold,20.9,691552,664392,88,0,success
silver_readings,2026-03-27,read_bronze,39.1,1367894,1306653,639,0,success
silver_readings,2026-03-27,transform,12.5,534782,492344,750,0,success
silver_readings,2026-03-27,write_silver,10.7,1138199,1094308,148,0,success
silver_meters,2026-03-27,read_reference,36.3,1179462,1038571,421,0,success
silver_meters,2026-03-27,validate,20.0,538892,458383,705,0,success
silver_meters,2026-03-27,write_silver,34.1,685561,620922,308,0,success
gold_regional,2026-03-27,read_silver,7.1,698679,626885,603,0,success
gold_regional,2026-03-27,aggregate,29.6,630321,548654,675,0,success
gold_regional,2026-03-27,write_gold,6.3,1172755,1123264,716,0,success
gold_billing,2026-03-27,read_silver,25.1,662593,608151,338,0,success
gold_billing,2026-03-27,join_meters,5.4,538338,503646,509,0,success
gold_billing,2026-03-27,aggregate,27.5,547674,493281,153,0,success
gold_billing,2026-03-27,write_gold,7.5,1080414,1059202,88,0,success
silver_readings,2026-03-28,read_bronze,17.2,880828,849928,446,0,success
silver_readings,2026-03-28,transform,38.4,894378,827727,168,0,success
silver_readings,2026-03-28,write_silver,24.0,1127451,993710,669,0,success
silver_meters,2026-03-28,read_reference,39.8,971059,948317,585,0,success
silver_meters,2026-03-28,validate,14.4,848648,763429,443,0,success
silver_meters,2026-03-28,write_silver,38.5,739913,726325,789,0,success
gold_regional,2026-03-28,read_silver,41.2,1090817,1070032,123,0,success
gold_regional,2026-03-28,aggregate,26.7,1184796,1106163,181,0,success
gold_regional,2026-03-28,write_gold,29.8,1355625,1311929,127,0,success
gold_billing,2026-03-28,read_silver,28.6,1417484,1267623,423,0,success
gold_billing,2026-03-28,join_meters,23.0,1019990,932396,493,0,success
gold_billing,2026-03-28,aggregate,25.8,820045,759243,628,0,success
gold_billing,2026-03-28,write_gold,36.4,902709,803779,55,0,success
silver_readings,2026-03-29,read_bronze,8.9,926449,921728,342,0,success
silver_readings,2026-03-29,transform,19.2,998305,944817,202,0,success
silver_readings,2026-03-29,write_silver,11.0,742955,713675,248,0,success
silver_meters,2026-03-29,read_reference,24.3,642242,574773,510,0,success
silver_meters,2026-03-29,validate,30.5,1030288,953684,177,0,success
silver_meters,2026-03-29,write_silver,36.3,578109,524962,653,0,success
gold_regional,2026-03-29,read_silver,12.1,999657,885422,230,0,success
gold_regional,2026-03-29,aggregate,320,887579,762497,374,1800,success
gold_regional,2026-03-29,write_gold,16.2,763887,739003,284,0,success
gold_billing,2026-03-29,read_silver,37.3,735522,669427,779,0,success
gold_billing,2026-03-29,join_meters,16.7,1034107,945986,508,0,success
gold_billing,2026-03-29,aggregate,34.0,569694,555596,360,0,success
gold_billing,2026-03-29,write_gold,44.2,836746,807020,606,0,success
silver_readings,2026-03-30,read_bronze,27.7,1004335,875984,443,0,success
silver_readings,2026-03-30,transform,19.9,614236,611423,260,0,success
silver_readings,2026-03-30,write_silver,40.0,849022,725099,590,0,success
silver_meters,2026-03-30,read_reference,43.0,1292157,1146507,246,0,success
silver_meters,2026-03-30,validate,29.6,759624,683473,446,0,success
silver_meters,2026-03-30,write_silver,43.7,1356959,1227858,68,0,success
gold_regional,2026-03-30,read_silver,21.9,747613,698037,762,0,success
gold_regional,2026-03-30,aggregate,43.5,781245,749673,240,0,success
gold_regional,2026-03-30,write_gold,22.6,779336,684505,191,0,success
gold_billing,2026-03-30,read_silver,41.0,1124593,1014897,745,0,success
gold_billing,2026-03-30,join_meters,9.4,1062649,972223,728,0,success
gold_billing,2026-03-30,aggregate,39.8,843810,800588,362,0,success
gold_billing,2026-03-30,write_gold,20.0,512476,508484,572,0,success
