meter_id,daily_kw,date,region,customer_type,substation_id
M-00051,3971.4,2026-03-13,NORTH_COAST,residential,SUB-016
M-00052,1597.0,2026-03-10,NORTH_INLAND,residential,SUB-007
M-00052,3847.5,2026-03-11,NORTH_INLAND,residential,SUB-007
M-00052,3198.2,2026-03-12,NORTH_INLAND,residential,SUB-007
M-00052,1318.5,2026-03-13,NORTH_INLAND,residential,SUB-007
M-00053,307.7,2026-03-10,WEST,commercial,SUB-001
M-00053,3039.6,2026-03-11,WEST,commercial,SUB-001
M-00053,368.0,2026-03-12,WEST,commercial,SUB-001
M-00053,1789.6,2026-03-13,WEST,commercial,SUB-001
M-00054,1861.4,2026-03-10,SOUTH_INLAND,industrial,SUB-022
M-00054,1426.3,2026-03-11,SOUTH_INLAND,industrial,SUB-022
M-00054,1099.2,2026-03-12,SOUTH_INLAND,industrial,SUB-022
M-00054,2924.4,2026-03-13,SOUTH_INLAND,industrial,SUB-022
M-00055,2947.0,2026-03-10,SOUTH,commercial,SUB-001
M-00055,1081.5,2026-03-11,SOUTH,commercial,SUB-001
M-00055,2722.1,2026-03-12,SOUTH,commercial,SUB-001
M-00055,3141.0,2026-03-13,SOUTH,commercial,SUB-001
M-00056,384.2,2026-03-10,EAST_COAST,industrial,SUB-003
M-00056,3423.6,2026-03-11,EAST_COAST,industrial,SUB-003
M-00056,3267.7,2026-03-12,EAST_COAST,industrial,SUB-003
M-00056,2649.2,2026-03-13,EAST_COAST,industrial,SUB-003
M-00057,3612.5,2026-03-10,WEST_INLAND,commercial,SUB-039
M-00057,3770.8,2026-03-11,WEST_INLAND,commercial,SUB-039
M-00057,1160.3,2026-03-12,WEST_INLAND,commercial,SUB-039
M-00057,1169.9,2026-03-13,WEST_INLAND,commercial,SUB-039
M-00058,3728.5,2026-03-10,SOUTH_COAST,industrial,SUB-010
M-00058,671.3,2026-03-11,SOUTH_COAST,industrial,SUB-010
M-00058,2549.3,2026-03-12,SOUTH_COAST,industrial,SUB-010
M-00058,1146.3,2026-03-13,SOUTH_COAST,industrial,SUB-010
M-00059,3174.9,2026-03-10,EAST_COAST,industrial,SUB-021
M-00059,1066.0,2026-03-11,EAST_COAST,industrial,SUB-021
M-00059,2522.5,2026-03-12,EAST_COAST,industrial,SUB-021
M-00059,214.0,2026-03-13,EAST_COAST,industrial,SUB-021
M-00060,3588.8,2026-03-10,SOUTH,commercial,SUB-016
M-00060,2710.0,2026-03-11,SOUTH,commercial,SUB-016
M-00060,3652.6,2026-03-12,SOUTH,commercial,SUB-016
M-00060,2566.0,2026-03-13,SOUTH,commercial,SUB-016
M-00061,2798.6,2026-03-10,SOUTH,residential,SUB-023
M-00061,2982.5,2026-03-11,SOUTH,residential,SUB-023
M-00061,2426.8,2026-03-12,SOUTH,residential,SUB-023
M-00061,1842.4,2026-03-13,SOUTH,residential,SUB-023
M-00062,346.8,2026-03-10,NORTH_COAST,industrial,SUB-036
M-00062,1814.0,2026-03-11,NORTH_COAST,industrial,SUB-036
M-00062,2181.9,2026-03-12,NORTH_COAST,industrial,SUB-036
M-00062,3443.7,2026-03-13,NORTH_COAST,industrial,SUB-036
M-00063,3632.3,2026-03-10,NORTH_INLAND,residential,SUB-038
M-00063,3415.2,2026-03-11,NORTH_INLAND,residential,SUB-038
M-00063,766.1,2026-03-12,NORTH_INLAND,residential,SUB-038
M-00063,165.3,2026-03-13,NORTH_INLAND,residential,SUB-038
M-00064,2924.0,2026-03-10,WEST_INLAND,industrial,SUB-020
M-00064,1178.6,2026-03-11,WEST_INLAND,industrial,SUB-020
M-00064,3814.3,2026-03-12,WEST_INLAND,industrial,SUB-020
M-00064,1267.4,2026-03-13,WEST_INLAND,industrial,SUB-020
M-00065,1825.0,2026-03-10,EAST,residential,SUB-024
M-00065,3620.5,2026-03-11,EAST,residential,SUB-024
M-00065,264.3,2026-03-12,EAST,residential,SUB-024
M-00065,284.7,2026-03-13,EAST,residential,SUB-024
M-00066,581.0,2026-03-10,EAST_COAST,industrial,SUB-034
M-00066,3621.2,2026-03-11,EAST_COAST,industrial,SUB-034
M-00066,593.6,2026-03-12,EAST_COAST,industrial,SUB-034
M-00066,3093.9,2026-03-13,EAST_COAST,industrial,SUB-034
M-00067,673.1,2026-03-10,EAST,residential,SUB-011
M-00067,2667.2,2026-03-11,EAST,residential,SUB-011
M-00067,3232.6,2026-03-12,EAST,residential,SUB-011
M-00067,3525.3,2026-03-13,EAST,residential,SUB-011
M-00068,568.2,2026-03-10,EAST_INLAND,commercial,SUB-029
M-00068,3387.7,2026-03-11,EAST_INLAND,commercial,SUB-029
M-00068,2655.2,2026-03-12,EAST_INLAND,commercial,SUB-029
M-00068,3986.0,2026-03-13,EAST_INLAND,commercial,SUB-029
M-00069,3152.9,2026-03-10,SOUTH_INLAND,residential,SUB-024
M-00069,2985.6,2026-03-11,SOUTH_INLAND,residential,SUB-024
M-00069,1899.6,2026-03-12,SOUTH_INLAND,residential,SUB-024
M-00069,3950.8,2026-03-13,SOUTH_INLAND,residential,SUB-024
M-00070,2006.9,2026-03-10,SOUTH_INLAND,residential,SUB-025
M-00070,1729.6,2026-03-11,SOUTH_INLAND,residential,SUB-025
M-00070,313.2,2026-03-12,SOUTH_INLAND,residential,SUB-025
M-00070,1612.2,2026-03-13,SOUTH_INLAND,residential,SUB-025
M-00071,2414.3,2026-03-10,WEST_INLAND,industrial,SUB-015
M-00071,3540.0,2026-03-11,WEST_INLAND,industrial,SUB-015
M-00071,3730.2,2026-03-12,WEST_INLAND,industrial,SUB-015
M-00071,1425.7,2026-03-13,WEST_INLAND,industrial,SUB-015
M-00072,2445.9,2026-03-10,NORTH_INLAND,commercial,SUB-011
M-00072,295.2,2026-03-11,NORTH_INLAND,commercial,SUB-011
M-00072,3794.8,2026-03-12,NORTH_INLAND,commercial,SUB-011
M-00072,2504.9,2026-03-13,NORTH_INLAND,commercial,SUB-011
M-00073,1839.0,2026-03-10,SOUTH_INLAND,commercial,SUB-007
M-00073,2571.4,2026-03-11,SOUTH_INLAND,commercial,SUB-007
M-00073,926.0,2026-03-12,SOUTH_INLAND,commercial,SUB-007
M-00073,1784.6,2026-03-13,SOUTH_INLAND,commercial,SUB-007
M-00074,1317.8,2026-03-10,NORTH_INLAND,commercial,SUB-003
M-00074,1131.0,2026-03-11,NORTH_INLAND,commercial,SUB-003
M-00074,1366.0,2026-03-12,NORTH_INLAND,commercial,SUB-003
M-00074,921.8,2026-03-13,NORTH_INLAND,commercial,SUB-003
M-00075,3930.7,2026-03-10,WEST_COAST,residential,SUB-008
M-00075,751.4,2026-03-11,WEST_COAST,residential,SUB-008
M-00075,2108.8,2026-03-12,WEST_COAST,residential,SUB-008
M-00075,3262.2,2026-03-13,WEST_COAST,residential,SUB-008
M-00076,2694.9,2026-03-10,SOUTH_INLAND,industrial,SUB-028
M-00076,3464.2,2026-03-11,SOUTH_INLAND,industrial,SUB-028
M-00076,907.6,2026-03-12,SOUTH_INLAND,industrial,SUB-028
M-00076,2400.0,2026-03-13,SOUTH_INLAND,industrial,SUB-028
M-00077,2495.4,2026-03-10,EAST,residential,SUB-005
M-00077,1630.2,2026-03-11,EAST,residential,SUB-005
M-00077,2483.3,2026-03-12,EAST,residential,SUB-005
M-00077,177.3,2026-03-13,EAST,residential,SUB-005
M-00078,102.7,2026-03-10,NORTH_COAST,commercial,SUB-036
M-00078,2366.6,2026-03-11,NORTH_COAST,commercial,SUB-036
M-00078,3058.0,2026-03-12,NORTH_COAST,commercial,SUB-036
M-00078,3710.0,2026-03-13,NORTH_COAST,commercial,SUB-036
M-00079,276.9,2026-03-10,SOUTH_COAST,commercial,SUB-037
M-00079,2800.4,2026-03-11,SOUTH_COAST,commercial,SUB-037
M-00079,2320.6,2026-03-12,SOUTH_COAST,commercial,SUB-037
M-00079,2185.5,2026-03-13,SOUTH_COAST,commercial,SUB-037
M-00080,3444.4,2026-03-10,NORTH,residential,SUB-024
M-00080,728.2,2026-03-11,NORTH,residential,SUB-024
M-00080,522.5,2026-03-12,NORTH,residential,SUB-024
M-00080,1226.3,2026-03-13,NORTH,residential,SUB-024
M-00081,2449.4,2026-03-10,SOUTH_INLAND,industrial,SUB-030
M-00081,2591.3,2026-03-11,SOUTH_INLAND,industrial,SUB-030
M-00081,815.3,2026-03-12,SOUTH_INLAND,industrial,SUB-030
M-00081,3638.6,2026-03-13,SOUTH_INLAND,industrial,SUB-030
M-00082,266.0,2026-03-10,SOUTH_INLAND,industrial,SUB-006
M-00082,2466.3,2026-03-11,SOUTH_INLAND,industrial,SUB-006
M-00082,2513.5,2026-03-12,SOUTH_INLAND,industrial,SUB-006
M-00082,3036.8,2026-03-13,SOUTH_INLAND,industrial,SUB-006
M-00083,602.7,2026-03-10,NORTH_COAST,industrial,SUB-014
M-00083,2907.2,2026-03-11,NORTH_COAST,industrial,SUB-014
M-00083,371.4,2026-03-12,NORTH_COAST,industrial,SUB-014
M-00083,1882.9,2026-03-13,NORTH_COAST,industrial,SUB-014
M-00084,2500.4,2026-03-10,EAST_INLAND,industrial,SUB-007
M-00084,412.2,2026-03-11,EAST_INLAND,industrial,SUB-007
M-00084,1578.2,2026-03-12,EAST_INLAND,industrial,SUB-007
M-00084,1727.4,2026-03-13,EAST_INLAND,industrial,SUB-007
M-00085,2531.1,2026-03-10,WEST_COAST,residential,SUB-003
M-00085,3078.1,2026-03-11,WEST_COAST,residential,SUB-003
M-00085,1559.1,2026-03-12,WEST_COAST,residential,SUB-003
M-00085,3792.1,2026-03-13,WEST_COAST,residential,SUB-003
M-00086,2323.3,2026-03-10,EAST_COAST,residential,SUB-002
M-00086,2373.1,2026-03-11,EAST_COAST,residential,SUB-002
M-00086,3737.1,2026-03-12,EAST_COAST,residential,SUB-002
M-00086,2444.9,2026-03-13,EAST_COAST,residential,SUB-002
M-00087,1288.4,2026-03-10,SOUTH_COAST,commercial,SUB-029
M-00087,3643.7,2026-03-11,SOUTH_COAST,commercial,SUB-029
M-00087,2372.4,2026-03-12,SOUTH_COAST,commercial,SUB-029
M-00087,477.7,2026-03-13,SOUTH_COAST,commercial,SUB-029
M-00088,2747.9,2026-03-10,WEST_COAST,commercial,SUB-006
M-00088,1478.0,2026-03-11,WEST_COAST,commercial,SUB-006
M-00088,3288.1,2026-03-12,WEST_COAST,commercial,SUB-006
M-00088,1553.2,2026-03-13,WEST_COAST,commercial,SUB-006
M-00089,2566.1,2026-03-10,EAST_COAST,industrial,SUB-003
M-00089,1502.5,2026-03-11,EAST_COAST,industrial,SUB-003
M-00089,149.4,2026-03-12,EAST_COAST,industrial,SUB-003
M-00089,641.5,2026-03-13,EAST_COAST,industrial,SUB-003
M-00090,654.5,2026-03-10,NORTH_COAST,residential,SUB-022
M-00090,3780.9,2026-03-11,NORTH_COAST,residential,SUB-022
M-00090,2551.2,2026-03-12,NORTH_COAST,residential,SUB-022
M-00090,2694.3,2026-03-13,NORTH_COAST,residential,SUB-022
M-00091,2867.2,2026-03-10,SOUTH,industrial,SUB-012
M-00091,499.8,2026-03-11,SOUTH,industrial,SUB-012
M-00091,2277.1,2026-03-12,SOUTH,industrial,SUB-012
M-00091,3790.0,2026-03-13,SOUTH,industrial,SUB-012
M-00092,470.1,2026-03-10,NORTH_COAST,commercial,SUB-009
M-00092,3903.7,2026-03-11,NORTH_COAST,commercial,SUB-009
M-00092,3134.7,2026-03-12,NORTH_COAST,commercial,SUB-009
M-00092,2310.2,2026-03-13,NORTH_COAST,commercial,SUB-009
M-00093,3740.2,2026-03-10,SOUTH_COAST,industrial,SUB-016
M-00093,1481.9,2026-03-11,SOUTH_COAST,industrial,SUB-016
M-00093,759.8,2026-03-12,SOUTH_COAST,industrial,SUB-016
M-00093,1924.5,2026-03-13,SOUTH_COAST,industrial,SUB-016
M-00094,368.7,2026-03-10,WEST_INLAND,industrial,SUB-008
M-00094,2341.1,2026-03-11,WEST_INLAND,industrial,SUB-008
M-00094,1071.5,2026-03-12,WEST_INLAND,industrial,SUB-008
M-00094,3735.2,2026-03-13,WEST_INLAND,industrial,SUB-008
M-00095,3894.7,2026-03-10,EAST,industrial,SUB-016
M-00095,2018.2,2026-03-11,EAST,industrial,SUB-016
M-00095,2323.9,2026-03-12,EAST,industrial,SUB-016
M-00095,1159.3,2026-03-13,EAST,industrial,SUB-016
M-00096,3530.7,2026-03-10,SOUTH_COAST,commercial,SUB-007
M-00096,3574.8,2026-03-11,SOUTH_COAST,commercial,SUB-007
M-00096,1732.9,2026-03-12,SOUTH_COAST,commercial,SUB-007
M-00096,849.8,2026-03-13,SOUTH_COAST,commercial,SUB-007
M-00097,1124.7,2026-03-10,WEST,industrial,SUB-027
M-00097,3323.2,2026-03-11,WEST,industrial,SUB-027
M-00097,3556.4,2026-03-12,WEST,industrial,SUB-027
M-00097,740.3,2026-03-13,WEST,industrial,SUB-027
M-00098,2746.2,2026-03-10,NORTH,commercial,SUB-005
M-00098,1426.3,2026-03-11,NORTH,commercial,SUB-005
M-00098,1337.4,2026-03-12,NORTH,commercial,SUB-005
M-00098,3768.1,2026-03-13,NORTH,commercial,SUB-005
M-00099,2748.1,2026-03-10,NORTH_COAST,residential,SUB-035
M-00099,1244.1,2026-03-11,NORTH_COAST,residential,SUB-035
M-00099,3546.4,2026-03-12,NORTH_COAST,residential,SUB-035
M-00099,2188.9,2026-03-13,NORTH_COAST,residential,SUB-035
M-00100,353.4,2026-03-10,WEST,industrial,SUB-005
M-00100,3519.4,2026-03-11,WEST,industrial,SUB-005
M-00100,844.8,2026-03-12,WEST,industrial,SUB-005
M-00100,1318.7,2026-03-13,WEST,industrial,SUB-005
